code,所属概念,股票代码,所属概念数量,market_code
000807,俄乌冲突概念;西部大开发;国企改革;央企国企改革;燃料电池;碳交易;工业互联网;深股通;融资融券;新能源汽车;2026中报预增,000807.SZ,11,33
300980,新能源汽车;专精特新;小米概念;长安汽车概念;华为概念;消费电子概念;机器人概念;锂电池概念;人形机器人;有机硅概念;建筑节能;柔性屏(折叠屏);一带一路;足球概念;2026中报预增;融资融券,300980.SZ,16,33
603730,长安汽车概念;特斯拉概念;新能源汽车;比亚迪概念;人民币贬值受益;上海自贸区;沪股通;2026中报预增;融资融券,603730.SH,9,17
600060,高股息精选;家用电器;沪股通;融资融券;智能家居;MicroLED概念;机器人概念;MiniLED;人工智能;虚拟数字人;MR(混合现实);数字经济;DeepSeek概念;元宇宙;商业航天;芯片概念;虚拟现实;AI智能体;数据要素;MCU芯片;汽车电子;智能穿戴;多模态AI;消费电子概念;AI眼镜,600060.SH,25,17
600531,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属回收;核电;锂电池概念;固废处理;国企改革;沪股通;融资融券,600531.SH,12,17
002081,新型城镇化;光伏建筑一体化;装配式建筑;PPP概念;人工智能;一带一路;数据中心(AIDC);数字孪生;智能家居;深股通;融资融券;芯片概念;第三代半导体,002081.SZ,13,33
920189,先进封装;芯片概念;有机硅概念;建筑节能;锂电池概念;专精特新;MiniLED;新股与次新股;融资融券,920189.BJ,10,151
601118,海南自贸区;碳中和;农业种植;乡村振兴;国企改革;可降解塑料;军工;融资融券;沪股通,601118.SH,9,17
605319,小米汽车;新能源汽车;特斯拉概念;无人驾驶;沪股通,605319.SH,5,17
000703,可降解塑料;参股银行;西部大开发;一带一路;互联网金融;融资融券;深股通;阿里巴巴概念;煤化工概念;2026中报预增,000703.SZ,10,33
601702,锂电池概念;新能源汽车;特斯拉概念;专精特新;比亚迪概念;融资融券;沪股通,601702.SH,7,17
603085,三胎概念;大飞机;飞行汽车(eVTOL);碳纤维;低空经济;商业航天;比亚迪概念;新能源汽车;2026中报预增;融资融券,603085.SH,10,17
688039,华为欧拉;华为鲲鹏;华为昇腾;AI语料;AI视频;多模态AI;信创;智慧政务;云计算;Web3.0;AIGC概念;人脸识别;鸿蒙概念;腾讯概念;阿里巴巴概念;AI应用;虚拟数字人;元宇宙;AI PC;安防;人工智能;DeepSeek概念;虚拟现实;星闪概念;文化传媒概念;低空经济;脑机接口;英伟达概念;机器人概念;卫星导航;人形机器人;无人机;专精特新;比亚迪概念;智能座舱;商业航天;沪股通;融资融券,688039.SH,38,17
605318,长三角一体化;智能家居;装配式建筑;沪股通,605318.SH,4,17
605377,高股息精选;沪股通,605377.SH,2,17
000688,金属铅;钛白粉概念;小金属概念;金属锌;金属铜;黄金概念;锂电池概念;西部大开发;深股通;股权转让(并购重组);融资融券,000688.SZ,11,33
300473,华为概念;传感器;汽车电子;长安汽车概念;机器人概念;汽车热管理;比亚迪概念;华为汽车;新能源汽车;特斯拉概念;人民币贬值受益;燃料电池;氢能源;锂电池概念;固态电池;深股通;股权转让(并购重组),300473.SZ,17,33
002199,股权转让(并购重组);锂电池概念;ST板块,002199.SZ,3,33
000601,抽水蓄能;生物质能发电;绿色电力;东数西算(算力);数据中心(AIDC);充电桩;储能;深股通;新能源汽车;长安汽车概念;比亚迪概念;减速器;国企改革;2026中报预增;融资融券,000601.SZ,15,33
688768,传感器;机器人概念;多模态AI;ChatGPT概念;AI智能体;专精特新;高端装备;数据要素;AI应用;工业互联网;人工智能;DeepSeek概念;风电;融资融券,688768.SH,14,17
300274,宁德时代概念;虚拟电厂;储能;氢能源;充电桩;风电;光伏概念;同花顺漂亮100;新能源汽车;深股通;融资融券;数据中心(AIDC);数字经济,300274.SZ,13,33
603297,光刻机;芯片概念;AI眼镜;PCB概念;商业航天;机器视觉;无人驾驶;虚拟现实;无人机;智能医疗;共同富裕示范区;沪股通;融资融券,603297.SH,13,17
600338,盐湖提锂;金属锌;金属铅;小金属概念;金属铜;锂电池概念;西部大开发;人民币贬值受益;免税店;一带一路;沪股通;融资融券,600338.SH,12,17
300577,IP经济(谷子经济);体育产业;跨境电商;人民币贬值受益;小米概念;深股通,300577.SZ,6,33
000620,短剧游戏;数据要素;AI智能体;存储芯片;京津冀一体化;芯片概念;体育产业;IP经济(谷子经济);旅游概念;乡村振兴;参股银行;深股通;融资融券;数据中心(AIDC),000620.SZ,14,33
301536,汽车芯片;芯片概念;消费电子概念;AI眼镜;卫星导航;智能穿戴;汽车电子;传感器;毫米波雷达;东数西算(算力);无人机;小米概念;星闪概念;专精特新;虚拟现实;网络安全;低空经济;机器视觉;海峡两岸;腾讯概念;安防;数据安全;无人驾驶;多模态AI;车联网(车路协同);移动支付;人脸识别;福建自贸区;新能源汽车;人工智能;机器人概念;智能家居;融资融券;深股通,301536.SZ,34,33
002448,车联网(车路协同);农机;无人机;无人驾驶;数据中心(AIDC);互联网金融;长安汽车概念;华为概念;机器人概念;燃料电池;人形机器人;工业母机;新能源汽车;比亚迪概念;氢能源;乡村振兴;汽车电子;绿色电力;5G;MCU芯片;风电;深股通,002448.SZ,22,33
688265,辅助生殖;融资融券,688265.SH,2,17
002020,创新药;仿制药一致性评价;阿尔茨海默概念;肝炎概念;眼科医疗;医疗器械概念;共同富裕示范区;深股通;融资融券,002020.SZ,9,33
300919,盐湖提锂;钠离子电池;金属钴;动力电池回收;磷化工;固态电池;小金属概念;金属镍;金属回收;2026一季报预增;锂电池概念;宁德时代概念;储能;西部大开发;特斯拉概念;新能源汽车;低空经济;机器人概念;2026中报预增;深股通;融资融券,300919.SZ,21,33
002049,汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;5G;消费电子概念;智能穿戴;汽车电子;共封装光学(CPO);卫星导航;商业航天;物联网;军工;ETC;车联网(车路协同);大飞机;数字货币;移动支付;人工智能;区块链;京津冀一体化;深股通;融资融券;同花顺漂亮100,002049.SZ,25,33
301696,减速器;人形机器人;注册制次新股;机器人概念;飞行汽车(eVTOL);无人机;军工;低空经济;人民币贬值受益;碳纤维;2026中报预增;深股通;新股与次新股;融资融券,301696.SZ,14,33
300842,存储芯片;芯片概念;第三代半导体;汽车电子;BC电池;钙钛矿电池;商业航天;光伏概念;HJT电池;专精特新;TOPCON电池;新能源汽车;深股通;融资融券,300842.SZ,14,33
603527,锂电池概念;金属铜;固态电池;3D打印;高端装备;新能源汽车;融资融券,603527.SH,7,17
601666,煤炭概念;煤化工概念;证金持股;国企改革;沪股通;融资融券,601666.SH,6,17
001283,钠离子电池;固态电池;动力电池回收;两轮车;锂电池概念;新型烟草(电子烟);储能;人形机器人;比亚迪概念;小米概念;新能源汽车;人民币贬值受益;AI眼镜;机器人概念;AI PC;智能穿戴;消费电子概念;粤港澳大湾区;数据中心(AIDC);人工智能;深股通,001283.SZ,21,33
300304,汽车电子;汽车芯片;芯片概念;传感器;无人驾驶;比亚迪概念;新能源汽车;专精特新;机器人概念;充电桩;海峡两岸;储能;横琴新区;风电;创投;深股通;绿色电力;低空经济,300304.SZ,18,33
300557,光纤概念;传感器;可控核聚变;专精特新;小米概念;军工;数据中心(AIDC);安防;物联网;核电;车联网(车路协同);人工智能;央企国企改革;国企改革,300557.SZ,14,33
300889,智慧灯杆;智慧城市;传感器;充电桩;液冷服务器;机器人概念;露营经济;储能;比亚迪概念;新能源汽车;跨境电商;锂电池概念;深股通;股权转让(并购重组);融资融券,300889.SZ,15,33
301018,富士康概念;液冷服务器;5G;数据中心(AIDC);高压快充;东数西算(算力);可控核聚变;宁德时代概念;特高压;柔性直流输电;华为概念;成飞概念;新能源汽车;军工;锂电池概念;储能;抖音概念(字节概念);腾讯概念;空气能热泵;阿里巴巴概念;百度概念;核电;海工装备;DeepSeek概念;风电;抽水蓄能;碳中和;深股通;融资融券,301018.SZ,29,33
600388,PPP概念;固废处理;国企改革;土壤修复;污水处理;绿色电力;海峡两岸;机器人概念;风电;储能;氢能源;华为概念;专精特新;钠离子电池;融资融券;沪股通,600388.SH,16,17
603980,染料;医疗器械概念;有机硅概念;家用电器;阿尔茨海默概念;仿制药一致性评价;创新药;2026中报预增;股权转让(并购重组),603980.SH,9,17
300699,大飞机;碳纤维;军民融合;卫星导航;商业航天;军工;低空经济;无人机;PEEK材料;高铁;风电;新能源汽车;光伏概念;氢能源;消费电子概念;体育产业;深股通;融资融券,300699.SZ,18,33
600152,钠离子电池;固态电池;锂电池概念;共同富裕示范区;换电概念;新型烟草(电子烟);华为汽车;两轮车;无人机;机器人概念;华为概念;储能;消费电子概念;数据中心(AIDC);沪股通,600152.SH,15,17
600736,特色小镇;航空发动机;净水概念;新型城镇化;污水处理;工业母机;地下管网;乡村振兴;军民融合;水利;固废处理;参股银行;冰雪产业;旅游概念;建筑节能;国企改革;风电;大飞机;军工;证金持股;绿色电力;创投;商业航天;卫星导航;低空经济;虚拟电厂;医疗器械概念;华为概念;储能;华为数字能源;芯片概念;2026中报预增;沪股通;融资融券,600736.SH,34,17
688066,ST板块;军工信息化;空间计算;时空大数据;智慧城市;数据要素;AI应用;水利;AI智能体;数字孪生;华为昇腾;人工智能;DeepSeek概念;雄安新区;云计算;卫星导航;低空经济;MR(混合现实);商业航天;军工;无人机;华为概念;碳中和;钙钛矿电池,688066.SH,24,22
301197,专精特新;建筑节能;新型城镇化;华为概念;智慧城市;信创;人工智能;华为鲲鹏;蚂蚁集团概念;数据要素;雄安新区;融资融券,301197.SZ,12,33
600769,国企改革;沪股通,600769.SH,2,17
600058,小金属概念;乡村振兴;央企国企改革;统一大市场;国企改革;一带一路;融资融券;股权转让(并购重组);沪股通,600058.SH,9,17
002023,太赫兹;卫星导航;军民融合;商业航天;航空发动机;第三代半导体;军工;大飞机;无人机;芯片概念;汽车芯片;5G;低空经济;飞行汽车(eVTOL);毫米波雷达;共封装光学(CPO);充电桩;无人驾驶;职业教育;西部大开发;深股通;融资融券;高端装备,002023.SZ,23,33
300450,固态电池;钠离子电池;宁德时代概念;锂电池概念;储能;BC电池;钙钛矿电池;光伏概念;PET铜箔;比亚迪概念;HJT电池;特斯拉概念;消费电子概念;TOPCON电池;3D打印;新能源汽车;燃料电池;PCB概念;氢能源;高端装备;OLED;机器视觉;新型工业化;人形机器人;智能物流;同花顺漂亮100;深股通;融资融券,300450.SZ,28,33
920403,转基因;粮食概念;融资融券;玉米;农业种植;人工智能;乡村振兴,920403.BJ,7,151
688238,细胞免疫治疗;智能医疗;CRO概念;基因测序;重组蛋白;人工智能;上海自贸区;专精特新;融资融券,688238.SH,9,17
603358,低空经济;飞行汽车(eVTOL);一体化压铸;特斯拉概念;人形机器人;新能源汽车;宁德时代概念;沪股通;中芯国际概念;融资融券,603358.SH,10,17
300710,光纤概念;芯片概念;WiFi 6;5G;毫米波雷达;无人驾驶;物联网;拼多多概念;阿里巴巴概念;水利;创投;手机游戏;电子竞技;股权转让(并购重组),300710.SZ,14,33
300490,锂电池概念;数据中心(AIDC);高压快充;固态电池;智能电网;换电概念;宁德时代概念;东数西算(算力);钠离子电池;充电桩;储能;光伏概念;军工;国产操作系统;华为概念;比亚迪概念;华为鲲鹏;虚拟现实;机器视觉;航空发动机;工业互联网;虚拟电厂;数据要素;人工智能;多模态AI;数字孪生;机器人概念;MiniLED;新型工业化;DeepSeek概念;数字经济;风电;垃圾分类;水利;一带一路;光伏建筑一体化;碳中和;净水概念;污水处理;绿色电力;碳交易;深股通,300490.SZ,42,33
603826,福建自贸区;钛白粉概念;2026一季报预增;海峡两岸;专精特新;2026中报预增;沪股通;融资融券,603826.SH,8,17
301303,物联网;专精特新;新能源汽车;深股通;融资融券,301303.SZ,5,33
300444,柔性直流输电;智能电网;电力物联网;特高压;虚拟电厂;华为数字能源;风电;东数西算(算力);充电桩;数据中心(AIDC);换电概念;高压快充;光伏建筑一体化;海工装备;储能;钒电池;绿色电力;数字孪生;华为概念;光伏概念;人工智能;数字经济;碳中和;工业互联网;新疆振兴;京津冀一体化;高端装备;一带一路;机器人概念;长安汽车概念;比亚迪概念;新能源汽车;锂电池概念;固态电池;股权转让(并购重组);深股通,300444.SZ,36,33
600623,煤化工概念;丙烯酸;消毒剂;氟化工概念;PVDF概念;新疆振兴;超级品牌;参股券商;上海国企改革;国企改革;锂电池概念;创投;DeepSeek概念;沪股通;芯片概念;融资融券,600623.SH,16,17
688669,光刻胶;石墨烯;可降解塑料;磷化工;钙钛矿电池;融资融券,688669.SH,6,17
300415,华为汽车;工业母机;新型工业化;一体化压铸;长安汽车概念;机器人概念;新能源汽车;比亚迪概念;工业互联网;3D打印;消费电子概念;5G;深股通;融资融券,300415.SZ,14,33
002460,盐湖提锂;金属钴;小金属概念;动力电池回收;固态电池;化肥;锂电池概念;同花顺漂亮100;燃料电池;储能;光伏概念;比亚迪概念;深股通;融资融券;无线耳机;特斯拉概念;无人机;消费电子概念;新能源汽车;低空经济;充电桩;长安汽车概念;人形机器人,002460.SZ,23,33
300953,人形机器人;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;宁德时代概念;飞行汽车(eVTOL);低空经济;锂电池概念;储能;2026一季报预增;一带一路;深股通;融资融券,300953.SZ,15,33
301381,ERP概念;跨境电商;AI应用;人工智能;DeepSeek概念;人民币贬值受益;智能物流;深股通;融资融券,301381.SZ,9,33
300554,第三代半导体;芯片概念;中芯国际概念;钙钛矿电池;光伏概念;股权转让(并购重组),300554.SZ,6,33
300354,人形机器人;新型工业化;大飞机;机器人概念;航空发动机;军民融合;传感器;卫星导航;军工;商业航天;专精特新;工业互联网;数字孪生;物联网;数据要素;人工智能;华为概念;DeepSeek概念;水利;核电;氢能源;特高压;雅下水电概念;风电;固态电池;超级电容;天然气;AI应用;可控核聚变;AI智能体;深股通,300354.SZ,31,33
000338,汽车电子;同花顺出海50;数据中心(AIDC);无人驾驶;高端装备;比亚迪概念;新能源汽车;储能;燃料电池;车联网(车路协同);人民币贬值受益;深股通;融资融券;智能物流;农机;氢能源;AI智能体;DeepSeek概念;锂电池概念;固态电池;国企改革;同花顺漂亮100;高股息精选;证金持股,000338.SZ,24,33
688299,固态电池;锂电池概念;比亚迪概念;专精特新;华为概念;储能;DeepSeek概念;PCB概念;POE胶膜;MiniLED;沪股通;融资融券,688299.SH,12,17
301517,太赫兹;军工信息化;卫星导航;军民融合;商业航天;军工;无人机;6G概念;毫米波雷达;量子科技;5G;铜缆高速连接;消费电子概念;华为海思概念股;华为概念;光纤概念;共封装光学(CPO);西部大开发;国企改革;深股通;融资融券,301517.SZ,21,33
002887,足球概念;露营经济;土壤修复;体育产业;PPP概念;新型城镇化;IP经济(谷子经济);污水处理;冰雪产业;乡村振兴;碳中和;水利;京津冀一体化;旅游概念;雄安新区;碳交易,002887.SZ,16,33
688320,人形机器人;工业母机;新型工业化;机器人概念;比亚迪概念;传感器;工业互联网;专精特新;人工智能;华为概念;富士康概念;宁德时代概念;锂电池概念;芯片概念;沪股通;融资融券,688320.SH,16,17
301248,算力租赁;华为昇腾;东数西算(算力);云办公;智谱AI;云计算;数据确权;时空大数据;智慧灯杆;华为数字能源;网络安全;数据中心(AIDC);腾讯概念;华为鲲鹏;人脸识别;信创;阿里巴巴概念;财税数字化;智慧政务;5G;多模态AI;语音技术;液冷服务器;AI智能体;数据要素;华为概念;AIGC概念;物联网;数字孪生;智慧城市;安防;芯片概念;智能电网;AI应用;数字乡村;卫星导航;区块链;在线教育;DeepSeek概念;人工智能;粤港澳大湾区;数字经济;智能医疗;新型工业化;无人机;低空经济;机器人概念;智能物流;新型城镇化;深股通;融资融券,301248.SZ,51,33
002015,华为数字能源;抽水蓄能;英伟达概念;虚拟电厂;数据中心(AIDC);智能电网;东数西算(算力);算力租赁;生物质能发电;高压快充;风电;绿色电力;充电桩;碳交易;光伏概念;储能;换电概念;华为概念;百度概念;碳中和;蚂蚁集团概念;区块链;水利;宁德时代概念;新能源汽车;数字经济;锂电池概念;动力电池回收;融资融券;深股通,002015.SZ,30,33
002865,钙钛矿电池;TOPCON电池;BC电池;商业航天;光伏概念;海南自贸区;融资融券;深股通,002865.SZ,8,33
601225,煤炭概念;高股息精选;证金持股;同花顺漂亮100;国企改革;西部大开发;沪股通;融资融券,601225.SH,8,17
002353,数据中心(AIDC);核电;高端装备;海工装备;储能;同花顺出海50;一带一路;锂电池概念;中俄贸易概念;动力电池回收;污水处理;土壤修复;深股通;融资融券;页岩气;天然气;液冷服务器,002353.SZ,17,33
600746,煤化工概念;国企改革;固废处理;2026中报预增;沪股通,600746.SH,5,17
002361,航空发动机;卫星导航;军民融合;高铁;商业航天;高端装备;低空经济;军工;3D打印;无人机;污水处理;石墨烯;国企改革;深股通;股权转让(并购重组);融资融券,002361.SZ,16,33
301227,黑龙江自贸区;建筑节能;装配式建筑;碳中和;智能家居;融资融券,301227.SZ,6,33
603488,军工;军工信息化;虚拟现实,603488.SH,3,17
002240,盐湖提锂;小金属概念;固态电池;锂电池概念;宁德时代概念;比亚迪概念;西部大开发;深股通;融资融券,002240.SZ,9,33
688155,专精特新;锂电池概念;宁德时代概念;高端装备;固态电池;新型工业化;机器人概念;新能源汽车;人工智能;燃料电池;一带一路;DeepSeek概念;数据要素;储能;沪股通;融资融券,688155.SH,16,17
301072,比亚迪概念;新能源汽车;融资融券,301072.SZ,3,33
301051,柔性屏(折叠屏);智能穿戴;消费电子概念;储能;深股通;融资融券,301051.SZ,6,33
301326,苹果概念;消费电子概念;富士康概念;芯片概念;液冷服务器;3D打印;比亚迪概念;无人机;宁德时代概念;锂电池概念;人民币贬值受益;固态电池;深股通;融资融券,301326.SZ,14,33
300432,盐湖提锂;磷化工;锂电池概念;宁德时代概念;储能;长安汽车概念;减速器;华为汽车;西部大开发;人形机器人;深股通;汽车热管理;比亚迪概念;新能源汽车;小米汽车;机器人概念;小米概念;低空经济;华为概念;军工;股权转让(并购重组);融资融券,300432.SZ,22,33
603268,高端装备;在线教育;海工装备;人民币贬值受益;股权转让(并购重组);跨境电商;融资融券;2026中报预增;沪股通;摘帽,603268.SH,10,17
300252,光纤概念;铜缆高速连接;F5G概念;共封装光学(CPO);6G概念;WiFi 6;PCB概念;富士康概念;芯片概念;5G;汽车电子;卫星导航;商业航天;毫米波雷达;数据中心(AIDC);军工;无线耳机;新能源汽车;国产航母;东数西算(算力);军民融合;华为概念;粤港澳大湾区;物联网;车联网(车路协同);人工智能;深股通,300252.SZ,27,33
301193,3D打印;跨境电商;可降解塑料;一带一路;人民币贬值受益;融资融券,301193.SZ,6,33
301682,超级电容;先进封装;苹果概念;汽车电子;消费电子概念;注册制次新股;芯片概念;柔性直流输电;传感器;卫星导航;商业航天;数据中心(AIDC);可控核聚变;东数西算(算力);比亚迪概念;新能源汽车;军工;华为概念;储能;大飞机;高端装备;核电;锂电池概念;国企改革;西部大开发;深股通;新股与次新股;融资融券,301682.SZ,28,33
002274,煤化工概念;化肥;氢能源;钒电池;2026中报预增;深股通;融资融券,002274.SZ,7,33
300456,共封装光学(CPO);第三代半导体;光刻机;华为海思概念股;先进封装;国家大基金持股;太赫兹;芯片概念;6G概念;消费电子概念;5G;汽车电子;数据中心(AIDC);传感器;东数西算(算力);卫星导航;无人驾驶;华为概念;新型工业化;人民币贬值受益;无人机;物联网;时空大数据;创投;独角兽概念;百度概念;京津冀一体化;玻璃基板;融资融券;深股通,300456.SZ,30,33
300558,重组蛋白;创新药;细胞免疫治疗;眼科医疗;基因测序;智能医疗;深股通;融资融券,300558.SZ,8,33
301446,农机;数据中心(AIDC);风电;融资融券,301446.SZ,4,33
000759,免税店;预制菜;IP经济(谷子经济);统一大市场;农业种植;冷链物流;跨境电商;乡村振兴;智能物流;国企改革;一带一路;抖音概念(字节概念);腾讯概念;可降解塑料;深股通,000759.SZ,15,33
300849,可降解塑料,300849.SZ,1,33
301419,共封装光学(CPO);富士康概念;5G;存储芯片;液冷服务器;人形机器人;汽车热管理;机器人概念;人民币贬值受益;融资融券,301419.SZ,10,33
603360,芯片概念;机器人概念;人民币贬值受益;存储芯片;消毒剂;光刻机;沪股通,603360.SH,7,17
603338,人民币贬值受益;高端装备;一带一路;机器人概念;军民融合;沪股通;融资融券,603338.SH,7,17
603976,医疗器械概念;西部大开发,603976.SH,2,17
300538,光刻胶;消费电子概念;芯片概念;智能穿戴;小米概念;存储芯片;PCB概念;5G;第三代半导体;PET铜箔;PEEK材料;华为概念;宁德时代概念;新能源汽车;机器人概念;粤港澳大湾区;光伏概念;无人机;海峡两岸;低空经济;军工;储能;数字经济;创投,300538.SZ,24,33
300937,医药电商;民营医院;智能医疗;西部大开发;数字经济;DeepSeek概念;人工智能;数据要素;融资融券,300937.SZ,9,33
002465,军工信息化;卫星导航;6G概念;大飞机;商业航天;太赫兹;航空发动机;国产航母;智能穿戴;军民融合;无人机;军工;低空经济;虚拟现实;物联网;时空大数据;5G;车联网(车路协同);国产操作系统;同花顺新质50;成飞概念;无人驾驶;机器人概念;智慧城市;人工智能;脑机接口;DeepSeek概念;芯片概念;粤港澳大湾区;国企改革;深股通;融资融券,002465.SZ,32,33
688683,芯片概念;汽车电子;新能源汽车;粤港澳大湾区;固态电池;沪股通;融资融券,688683.SH,7,17
920261,融资融券;环氧丙烷;体育产业,920261.BJ,3,151
301210,减速器;人形机器人;比亚迪概念;宁德时代概念;新能源汽车;传感器;锂电池概念;小米概念;储能;金属镍;小金属概念;深股通;融资融券,301210.SZ,13,33
688519,PCB概念;存储芯片;共封装光学(CPO);MiniLED;5G;新能源汽车;专精特新;华为概念;2026中报预增;沪股通;融资融券,688519.SH,11,17
002171,培育钻石;碳纤维;大飞机;3D打印;军民融合;商业航天;可控核聚变;军工;第三代半导体;卫星导航;金属铜;专精特新;新能源汽车;PCB概念;燃料电池;人形机器人;机器人概念;风电;钒电池;MiniLED;充电桩;固态电池;锂电池概念;动力电池回收;深股通;融资融券,002171.SZ,26,33
300001,高压快充;智能电网;数据中心(AIDC);虚拟电厂;储能;充电桩;小米概念;新能源汽车;比亚迪概念;风电;小米汽车;MCU芯片;核电;华为概念;长安汽车概念;机器人概念;高铁;绿色电力;工业互联网;光伏建筑一体化;抖音概念(字节概念);百度概念;阿里巴巴概念;腾讯概念;中俄贸易概念;PPP概念;动力电池回收;雄安新区;人工智能;深股通;融资融券,300001.SZ,31,33
688269,金属回收;燃料电池;专精特新;氢能源;西部大开发;国企改革;沪股通;融资融券,688269.SH,8,17
603183,装配式建筑;建筑节能;新型城镇化;房屋检测;职业教育;碳中和;智慧城市;机器人概念;数据中心(AIDC),603183.SH,9,17
300327,汽车芯片;MCU芯片;芯片概念;OLED;消费电子概念;汽车电子;智能穿戴;储能;柔性屏(折叠屏);物联网;锂电池概念;无人机;智能家居;家用电器;机器人概念;深股通;股权转让(并购重组);融资融券,300327.SZ,18,33
605287,AI视频;虚拟现实;AIGC概念;AI应用;装配式建筑;新型城镇化;短剧游戏;文化传媒概念;光伏建筑一体化;乡村振兴;沪股通,605287.SH,11,17
688007,虚拟现实;星闪概念;华为汽车;家用电器;机器人概念;智能座舱;新能源汽车;比亚迪概念;小米概念;粤港澳大湾区;汽车电子;海工装备;AI眼镜;沪股通;融资融券,688007.SH,15,17
301563,存储芯片;PCB概念;汽车芯片;MCU芯片;芯片概念;汽车电子;传感器;商业航天;2026一季报预增;注册制次新股;专精特新;物联网;机器人概念;工业互联网;AI智能体;数据要素;人工智能;智能物流;DeepSeek概念;2026中报预增;深股通;新股与次新股;融资融券,301563.SZ,23,33
600389,草甘膦;磷化工;乡村振兴;融资融券;碳交易;沪股通,600389.SH,6,17
000553,草甘膦;国企改革;央企国企改革;人民币贬值受益;深股通;融资融券,000553.SZ,6,33
920808,数据中心(AIDC);融资融券;股权转让(并购重组);腾讯概念;液冷服务器;碳中和;抖音概念(字节概念);专精特新;东数西算(算力),920808.BJ,9,151
300199,华为概念;粤港澳大湾区;CRO概念;区块链;人民币贬值受益;人工智能;智能医疗;创投;细胞免疫治疗;医疗器械概念;减肥药;幽门螺杆菌概念;辅助生殖;工业大麻;深股通;融资融券;合成生物;猴痘概念;创新药;三胎概念;肝炎概念;流感;仿制药一致性评价;2026中报预增,300199.SZ,24,33
002650,ST板块,002650.SZ,1,33
600590,国产航母;电力物联网;太赫兹;军工信息化;6G概念;卫星导航;数据中心(AIDC);智能电网;腾讯概念;AI智能体;军民融合;区块链;无人机;军工;华为概念;低空经济;虚拟现实;碳纤维;机器人概念;光伏概念;储能;燃料电池;氢能源;智能医疗;一带一路;创投;IP经济(谷子经济);沪股通;融资融券,600590.SH,29,17
600735,中韩自贸区;ST板块;旅游概念;三胎概念;养老概念;跨境电商;中俄贸易概念;石墨烯;人民币贬值受益;机器人概念,600735.SH,10,22
003022,环氧丙烷;POE胶膜;煤化工概念;钠离子电池;可降解塑料;光刻胶;固态电池;锂电池概念;HJT电池;光伏概念;芯片概念;PEEK材料;先进封装;2026中报预增;融资融券;深股通,003022.SZ,16,33
600863,超超临界发电;煤炭概念;高股息精选;绿色电力;国企改革;风电;央企国企改革;西部大开发;沪股通;融资融券,600863.SH,10,17
300401,合成生物;维生素;仿制药一致性评价;专精特新;融资融券;深股通,300401.SZ,6,33
300656,汽车芯片;第三代半导体;芯片概念;传感器;光伏概念;华为概念;比亚迪概念;机器视觉;特高压;无人机;电子身份证;粤港澳大湾区;海峡两岸;储能;人工智能,300656.SZ,15,33
600382,参股银行;白酒概念;新能源汽车;PPP概念;小金属概念;无人机;沪股通;股权转让(并购重组),600382.SH,8,17
688577,人形机器人;新型工业化;工业母机;机器人概念;工业互联网;专精特新;军民融合;沪股通;融资融券,688577.SH,9,17
600688,航运概念;国企改革;氢能源;央企国企改革;碳交易;燃料电池;碳纤维;沪股通;融资融券,600688.SH,9,17
002182,小金属概念;无人机;军工;飞行汽车(eVTOL);3D打印;低空经济;商业航天;特斯拉概念;比亚迪概念;宁德时代概念;一体化压铸;机器人概念;华为概念;5G;消费电子概念;苹果概念;华为汽车;长安汽车概念;氢能源;富士康概念;央企国企改革;国企改革;深股通;融资融券,002182.SZ,24,33
300211,血氧仪;医疗器械概念;人工智能;物联网;ST板块;传感器;智能穿戴;消费电子概念;芯片概念,300211.SZ,9,33
301317,数据中心(AIDC);专精特新;新能源汽车;空气能热泵;人工智能;中俄贸易概念;共同富裕示范区;污水处理;深股通;融资融券,301317.SZ,10,33
300571,算力租赁;东数西算(算力);F5G概念;华为昇腾;快手概念;数据中心(AIDC);数字水印;WiFi 6;智谱AI;6G概念;共封装光学(CPO);多模态AI;5G;腾讯概念;阿里巴巴概念;芯片概念;智能音箱;数据要素;虚拟现实;鸿蒙概念;元宇宙;虚拟数字人;无人机;DeepSeek概念;数字经济;储能;低空经济;机器人概念;短剧游戏;人形机器人;智能家居;文化传媒概念;IP经济(谷子经济),300571.SZ,33,33
603051,钙钛矿电池;TOPCON电池;HJT电池;BC电池;传感器;光伏概念;比亚迪概念;智能穿戴;商业航天;锂电池概念;人形机器人;固态电池;柔性屏(折叠屏);OLED;POE胶膜;氢能源;水利;光伏建筑一体化;2026中报预增;融资融券,603051.SH,20,17
688455,机器人概念;智能物流;人形机器人;专精特新;跨境电商;储能;锂电池概念;融资融券,688455.SH,8,17
688313,共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);专精特新;沪股通;融资融券,688313.SH,9,17
300053,卫星导航;商业航天;时空大数据;东数西算(算力);芯片概念;汽车芯片;专精特新;低空经济;MCU芯片;数据中心(AIDC);存储芯片;安防;智慧城市;飞行汽车(eVTOL);数据要素;人脸识别;先进封装;人工智能;粤港澳大湾区;横琴新区;地下管网;国企改革;深股通;融资融券,300053.SZ,24,33
001288,华为概念;机器人概念;雅下水电概念;中俄贸易概念;人工智能;人民币贬值受益;DeepSeek概念;一带一路;减速器;西部大开发;深股通,001288.SZ,11,33
