股票代码,code,所属概念数量,所属概念,market_code
300382.SZ,300382,13,人形机器人;新能源汽车;专精特新;宁德时代概念;储能;机器人概念;C2M概念;工业互联网;锂电池概念;减速器;绿色电力;融资融券;深股通,33
600771.SH,600771,7,创新药;医药电商;阿尔茨海默概念;白酒概念;国企改革;融资融券;沪股通,17
920180.BJ,920180,3,医疗器械概念;新股与次新股;融资融券,151
000756.SZ,000756,17,流感;肝炎概念;阿尔茨海默概念;仿制药一致性评价;医药电商;创新药;维生素;毛发医疗;幽门螺杆菌概念;辅助生殖;合成生物;医美概念;宠物经济;国企改革;阿里巴巴概念;深股通;融资融券,33
688380.SH,688380,16,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;小米概念;专精特新;机器人概念;人形机器人;华为汽车;长安汽车概念;2026中报预增;沪股通;融资融券,17
605305.SH,605305,6,风电;京津冀一体化;储能;专精特新;沪股通;融资融券,17
002953.SZ,002953,14,物联网;充电桩;华为概念;粤港澳大湾区;风电;储能;东数西算(算力);机器人概念;家用电器;数据中心(AIDC);新能源汽车;高压快充;5G;深股通,33
603858.SH,603858,11,医药电商;仿制药一致性评价;流感;生物疫苗;创新药;肝炎概念;医美概念;参股银行;医疗器械概念;融资融券;沪股通,17
603039.SH,603039,17,华为盘古;财税数字化;云办公;智慧政务;AI智能体;AI应用;信创;鸿蒙概念;腾讯概念;DeepSeek概念;中国AI 50;数字经济;人工智能;华为概念;2026中报预增;融资融券;沪股通,17
002755.SZ,002755,7,创新药;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;融资融券;深股通,33
301017.SZ,301017,13,医药电商;宠物经济;医美概念;冷链物流;家庭医生;养老概念;智能医疗;跨境电商;海峡两岸;时空大数据;阿里巴巴概念;深股通;融资融券,33
002972.SZ,002972,11,高铁;专精特新;一带一路;粤港澳大湾区;智慧城市;DeepSeek概念;传感器;无人驾驶;信创;储能;网络安全,33
920152.BJ,920152,9,数据中心(AIDC);钙钛矿电池;风电;超级电容;西部大开发;融资融券;动力电池回收;储能;专精特新,151
920086.BJ,920086,7,华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券,151
600889.SH,600889,9,人形机器人;机器人概念;商业航天;工业母机;参股券商;国企改革;ST板块;光刻机;股权转让(并购重组),22
603912.SH,603912,13,算力租赁;东数西算(算力);液冷服务器;数据中心(AIDC);抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;5G;华为概念;专精特新;DeepSeek概念;沪股通,17
600530.SH,600530,4,ST板块;幽门螺杆菌概念;宠物经济;养老概念,22
688221.SH,688221,4,创新药;医疗器械概念;沪股通;融资融券,17
301190.SZ,301190,6,染料;幽门螺杆菌概念;参股银行;2026中报预增;深股通;融资融券,33
600563.SH,600563,14,高压快充;数据中心(AIDC);柔性直流输电;光伏概念;特高压;储能;新能源汽车;人形机器人;军工;海峡两岸;高铁;福建自贸区;沪股通;融资融券,17
301526.SZ,301526,18,PCB概念;华为手机;5G;消费电子概念;汽车电子;特高压;光伏概念;华为概念;风电;工业互联网;绿色电力;数字经济;一带一路;西部大开发;国企改革;2026中报预增;深股通;融资融券,33
002993.SZ,002993,24,第三代半导体;苹果概念;无线充电;消费电子概念;AI眼镜;汽车电子;AI PC;数据中心(AIDC);小米概念;光伏概念;专精特新;新能源汽车;华为概念;储能;充电桩;机器人概念;广东自贸区;一带一路;露营经济;跨境电商;网红经济;共封装光学(CPO);可降解塑料;深股通,33
605277.SH,605277,16,东数西算(算力);数据中心(AIDC);充电桩;华为概念;储能;F5G概念;5G;铜缆高速连接;液冷服务器;光伏概念;机器人概念;新能源汽车;汽车电子;消费电子概念;融资融券;沪股通,17
600378.SH,600378,29,氟化工概念;PVDF概念;中芯国际概念;磷化工;PCB概念;俄乌冲突概念;芯片概念;煤化工概念;2026一季报预增;固态电池;锂电池概念;页岩气;钠离子电池;液冷服务器;燃料电池;氢能源;新能源汽车;西部大开发;国企改革;商业航天;军工;碳中和;国产航母;央企国企改革;大飞机;碳交易;股权转让(并购重组);沪股通;融资融券,17
605167.SH,605167,9,新型工业化;氢能源;中俄贸易概念;海工装备;核电;一带一路;天然气;固废处理;沪股通,17
002180.SZ,002180,17,高端装备;机器人概念;物联网;人形机器人;智能座舱;鸿蒙概念;军工;信创;人民币贬值受益;小米概念;汽车电子;储能;芯片概念;MCU芯片;汽车芯片;深股通;融资融券,33
688623.SH,688623,7,机器视觉;专精特新;比亚迪概念;传感器;锂电池概念;沪股通;融资融券,17
603367.SH,603367,7,仿制药一致性评价;流感;肝炎概念;创新药;眼科医疗;智能医疗;沪股通,17
002066.SZ,002066,5,核电;碳中和;国企改革;央企国企改革;证金持股,33
002176.SZ,002176,16,小金属概念;固态电池;锂电池概念;新能源汽车;无人机;军工;飞行汽车(eVTOL);机器人概念;低空经济;大飞机;人形机器人;风电;深股通;融资融券;抽水蓄能;股权转让(并购重组),33
000720.SZ,000720,4,央企国企改革;物业管理;国企改革;深股通,33
000069.SZ,000069,15,物业管理;特色小镇;冰雪产业;参股券商;旅游概念;IP经济(谷子经济);新型城镇化;国企改革;体育产业;NFT概念;央企国企改革;DeepSeek概念;粤港澳大湾区;深股通;融资融券,33
603284.SH,603284,6,参股银行;乡村振兴;注册制次新股;专精特新;新股与次新股;融资融券,17
920033.BJ,920033,8,锂电池概念;金属镍;金属铜;金属回收;西部大开发;融资融券;动力电池回收;小金属概念,151
300033.SZ,300033,15,互联网金融;AI语料;ChatGPT概念;AI应用;AIGC概念;多模态AI;鸿蒙概念;数据要素;AI智能体;人工智能;智能医疗;融资融券;深股通;证金持股;2026中报预增,33
002014.SZ,002014,4,高股息精选;供销社;绿色电力;深股通,33
688618.SH,688618,32,WiFi 6;光纤概念;芯片概念;5G;智慧灯杆;星闪概念;专精特新;安防;网络安全;物联网;智能电网;车联网(车路协同);无人驾驶;华为概念;充电桩;海工装备;高铁;智慧城市;换电概念;新型工业化;水利;机器人概念;人工智能;粤港澳大湾区;工业互联网;数字经济;DeepSeek概念;智能物流;储能;风电;一带一路;融资融券,17
002202.SZ,002202,25,商业航天;东数西算(算力);柔性直流输电;智能电网;特高压;海工装备;储能;独角兽概念;工业互联网;风电;人工智能;抽水蓄能;氢能源;创投;碳中和;绿色电力;碳交易;污水处理;西部大开发;新疆振兴;PPP概念;煤化工概念;同花顺出海50;深股通;融资融券,33
300027.SZ,300027,13,特色小镇;短剧游戏;虚拟数字人;数字经济;文化传媒概念;抖音概念(字节概念);IP经济(谷子经济);元宇宙;腾讯概念;阿里巴巴概念;旅游概念;网红经济;ST板块,33
300182.SZ,300182,31,AI视频;短剧游戏;快手概念;AI语料;虚拟数字人;NFT概念;ChatGPT概念;文化传媒概念;AIGC概念;在线教育;多模态AI;华为盘古;元宇宙;IP经济(谷子经济);抖音概念(字节概念);百度概念;AI应用;数据要素;腾讯概念;AI智能体;阿里巴巴概念;数字经济;华为昇腾;DeepSeek概念;人工智能;虚拟现实;军工信息化;华为概念;小米概念;深股通;融资融券,33
000917.SZ,000917,12,文化传媒概念;IP经济(谷子经济);网络游戏;物联网;旅游概念;创投;华为概念;智能家居;露营经济;国企改革;深股通;融资融券,33
300429.SZ,300429,8,光刻胶;先进封装;芯片概念;PCB概念;专精特新;创投;深股通;融资融券,33
301228.SZ,301228,4,食品安全;土壤修复;深股通;融资融券,33
002793.SZ,002793,10,仿制药一致性评价;医药电商;流感;创新药;幽门螺杆菌概念;民营医院;医疗器械概念;股权转让(并购重组);2026中报预增;深股通,33
300221.SZ,300221,16,PCB概念;OLED;消费电子概念;5G;新型烟草(电子烟);3D打印;新能源汽车;无人机;碳纤维;机器人概念;可降解塑料;网约车;NMN概念;创投;深股通;2026中报预增,33
300885.SZ,300885,15,减速器;人形机器人;机器人概念;卫星导航;低空经济;商业航天;新能源汽车;专精特新;人民币贬值受益;海峡两岸;一带一路;充电桩;消费电子概念;深股通;融资融券,33
600996.SH,600996,17,云计算;数字乡村;文化传媒概念;算力租赁;DeepSeek概念;物联网;人工智能;智能医疗;旅游概念;华为概念;智能家居;国企改革;西部大开发;数据中心(AIDC);5G;沪股通;融资融券,17
600535.SH,600535,13,医药电商;生物疫苗;仿制药一致性评价;重组蛋白;创新药;肝炎概念;工业大麻;国企改革;智能医疗;央企国企改革;沪股通;融资融券;股权转让(并购重组),17
000969.SZ,000969,39,航空发动机;稀土永磁;大飞机;小金属概念;无线充电;可控核聚变;商业航天;3D打印;碳纤维;飞行汽车(eVTOL);军工;核电;MicroLED概念;核污染防治;华为手机;低空经济;苹果概念;第三代半导体;海工装备;OLED;芯片概念;中芯国际概念;比亚迪概念;新能源汽车;小米概念;燃料电池;5G;固态电池;机器人概念;氢能源;华为概念;央企国企改革;一带一路;创投;国企改革;京津冀一体化;深股通;融资融券;PCB概念,33
603679.SH,603679,29,智慧灯杆;东数西算(算力);数据中心(AIDC);华为概念;华为数字能源;锂电池概念;换电概念;数字孪生;新能源汽车;物联网;储能;充电桩;无人驾驶;卫星导航;智慧城市;腾讯概念;车联网(车路协同);智能家居;低空经济;AI智能体;智慧政务;人工智能;数据要素;DeepSeek概念;虚拟电厂;创投;虚拟数字人;AI应用;西部大开发,17
600835.SH,600835,11,减速器;人形机器人;机器人概念;物联网;上海国企改革;雅下水电概念;国企改革;沪股通;融资融券;锂电池概念;数据中心(AIDC),17
603026.SH,603026,9,氟化工概念;环氧丙烷;锂电池概念;宁德时代概念;燃料电池;国企改革;新能源汽车;沪股通;融资融券,17
920139.BJ,920139,9,融资融券;汽车芯片;芯片概念;存储芯片;先进封装;中芯国际概念;专精特新;上海自贸区;MCU芯片,151
002200.SZ,002200,6,特色小镇;西部大开发;PPP概念;国企改革;污水处理;摘帽,33
002119.SZ,002119,8,存储芯片;先进封装;芯片概念;专精特新;核电;自由贸易港;深股通;融资融券,33
920001.BJ,920001,6,融资融券;虚拟现实;国企改革;专精特新;OLED;AI眼镜,151
688368.SH,688368,14,第三代半导体;汽车芯片;MCU芯片;芯片概念;无线充电;汽车电子;小米概念;英伟达概念;专精特新;数据中心(AIDC);机器人概念;股权转让(并购重组);沪股通;融资融券,17
002603.SZ,002603,11,禽流感;创新药;医药电商;仿制药一致性评价;流感;阿尔茨海默概念;幽门螺杆菌概念;养老概念;京津冀一体化;深股通;融资融券,33
600133.SH,600133,14,PPP概念;雄安新区;碳交易;污水处理;固废处理;智慧城市;数字经济;DeepSeek概念;国企改革;人工智能;创投;工业互联网;沪股通;融资融券,17
601108.SH,601108,8,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;2026中报预增;融资融券,17
300768.SZ,300768,27,华为鲲鹏;鸿蒙概念;数据安全;信创;智慧政务;财税数字化;云计算;网络安全;国产操作系统;AI智能体;腾讯概念;DeepSeek概念;人工智能;物联网;ETC;安防;东数西算(算力);数字水印;华为概念;工业互联网;数据中心(AIDC);智能电网;新型工业化;5G;AI应用;深股通;融资融券,33
920045.BJ,920045,11,英伟达概念;一带一路;铜缆高速连接;数据中心(AIDC);粤港澳大湾区;无人驾驶;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益,151
688518.SH,688518,23,MicroLED概念;共封装光学(CPO);先进封装;芯片概念;光纤概念;消费电子概念;3D打印;钙钛矿电池;工业母机;光伏概念;新型工业化;新能源汽车;华为概念;机器人概念;宁德时代概念;储能;固态电池;燃料电池;锂电池概念;氢能源;玻璃基板;沪股通;融资融券,17
002171.SZ,002171,25,培育钻石;碳纤维;大飞机;3D打印;军民融合;商业航天;可控核聚变;军工;第三代半导体;卫星导航;金属铜;专精特新;新能源汽车;PCB概念;燃料电池;人形机器人;机器人概念;风电;钒电池;MiniLED;固态电池;锂电池概念;动力电池回收;深股通;融资融券,33
688591.SH,688591,20,MCU芯片;汽车芯片;芯片概念;星闪概念;国家大基金持股;WiFi 6;小米概念;智能穿戴;上海自贸区;专精特新;无线耳机;消费电子概念;5G;物联网;苹果概念;智能家居;鸿蒙概念;英伟达概念;沪股通;融资融券,17
688105.SH,688105,13,猴痘概念;基因测序;CRO概念;流感;减肥药;合成生物;重组蛋白;阿尔茨海默概念;军工信息化;人工智能;医疗器械概念;沪股通;融资融券,17
601825.SH,601825,4,高股息精选;跨境支付(CIPS);融资融券;沪股通,17
301275.SZ,301275,15,人工智能;数字经济;云计算;海峡两岸;物联网;人民币贬值受益;机器人概念;储能;专精特新;光伏概念;电子纸;消费电子概念;芯片概念;深股通;融资融券,33
603262.SH,603262,4,三胎概念;AI智能体;人民币贬值受益;融资融券,17
300559.SZ,300559,15,阿里巴巴概念;职业教育;在线教育;腾讯概念;信创;虚拟数字人;AI智能体;DeepSeek概念;华为概念;多模态AI;人工智能;AI应用;体育产业;西部大开发;深股通,33
688002.SH,688002,17,汽车芯片;芯片概念;消费电子概念;汽车电子;毫米波雷达;商业航天;卫星导航;传感器;军工;无人机;比亚迪概念;无人驾驶;低空经济;机器人概念;2026中报预增;沪股通;融资融券,17
301076.SZ,301076,4,PEEK材料;专精特新;深股通;融资融券,33
603466.SH,603466,28,AI视频;手机游戏;ChatGPT概念;空间计算;虚拟数字人;AIGC概念;NFT概念;数字孪生;文化传媒概念;数据要素;IP经济(谷子经济);百度概念;元宇宙;数字经济;抖音概念(字节概念);DeepSeek概念;旅游概念;网红经济;人形机器人;乡村振兴;机器人概念;虚拟现实;华为概念;MR(混合现实);商业航天;2026中报预增;融资融券;沪股通,17
920159.BJ,920159,7,生态农业;AI应用;合成生物;化肥;数字乡村;新股与次新股;融资融券,151
300857.SZ,300857,43,算力租赁;EDR概念;英伟达概念;东数西算(算力);云游戏;云计算;共封装光学(CPO);存储芯片;数据中心(AIDC);5G;芯片概念;腾讯概念;智能音箱;消费电子概念;汽车电子;AI眼镜;2026一季报预增;AI智能体;人脸识别;安防;车联网(车路协同);智能穿戴;小米概念;物联网;AIGC概念;AI应用;AI视频;DeepSeek概念;人工智能;粤港澳大湾区;短剧游戏;机器人概念;人形机器人;智能家居;网络游戏;人民币贬值受益;净水概念;家用电器;跨境电商;2026中报预增;智能医疗;融资融券;深股通,33
002135.SZ,002135,16,低空经济;储能;可控核聚变;装配式建筑;光伏概念;新型城镇化;一带一路;雄安新区;养老概念;光伏建筑一体化;PPP概念;乡村振兴;体育产业;绿色电力;深股通;融资融券,33
300377.SZ,300377,20,互联网金融;数字货币;华为鲲鹏;Web3.0;区块链;AI应用;华为昇腾;信创;AI智能体;DeepSeek概念;腾讯概念;阿里巴巴概念;人工智能;机器人概念;华为概念;粤港澳大湾区;深股通;数据要素;股权转让(并购重组);融资融券,33
300188.SZ,300188,50,AI视频;财税数字化;数据确权;ChatGPT概念;AIGC概念;知识产权保护;职业教育;国资云;AI应用;区块链;元宇宙;数据要素;华为鲲鹏;鸿蒙概念;AI智能体;数字乡村;数字经济;DeepSeek概念;人脸识别;数据安全;电子身份证;数字货币;信创;国产操作系统;阿里巴巴概念;腾讯概念;人工智能;智慧城市;网络安全;车联网(车路协同);国企改革;安防;央企国企改革;食品安全;低空经济;福建自贸区;EDR概念;机器人概念;东数西算(算力);华为概念;海峡两岸;军工;无人机;数据中心(AIDC);智能穿戴;消费电子概念;深股通;AI眼镜;智慧政务;融资融券,33
300665.SZ,300665,14,有机硅概念;新型城镇化;专精特新;光伏概念;光伏建筑一体化;农业种植;高铁;水利;地下管网;核电;一带一路;新能源汽车;风电;股权转让(并购重组),33
920751.BJ,920751,5,股权转让(并购重组);融资融券;燃料电池;氢能源;专精特新,151
605228.SH,605228,12,长安汽车概念;无人驾驶;新能源汽车;智能座舱;特斯拉概念;毫米波雷达;燃料电池;机器人概念;消费电子概念;数字经济;充电桩;沪股通,17
603132.SH,603132,9,金属锌;金属铅;黄金概念;小金属概念;西部大开发;专精特新;融资融券;2026中报预增;沪股通,17
002728.SZ,002728,8,肝炎概念;流感;幽门螺杆菌概念;仿制药一致性评价;医药电商;医美概念;NMN概念;深股通,33
002355.SZ,002355,24,算力租赁;时空大数据;数据要素;人脸识别;鸿蒙概念;百度概念;人工智能;车联网(车路协同);网约车;长安汽车概念;EDR概念;东数西算(算力);低空经济;飞行汽车(eVTOL);粤港澳大湾区;无人驾驶;无人机;比亚迪概念;新能源汽车;智能座舱;参股银行;汽车电子;5G;融资融券,33
300481.SZ,300481,6,OLED;氢能源;专精特新;风电;深股通;融资融券,33
601000.SH,601000,9,高股息精选;证金持股;航运概念;国企改革;雄安新区;智能物流;京津冀一体化;沪股通;融资融券,17
688025.SH,688025,19,共封装光学(CPO);PCB概念;光纤概念;苹果概念;芯片概念;MR(混合现实);3D打印;钙钛矿电池;机器视觉;比亚迪概念;专精特新;TOPCON电池;虚拟现实;宁德时代概念;固态电池;光伏概念;华为概念;沪股通;融资融券,17
920415.BJ,920415,18,AI应用;鸿蒙概念;飞行汽车(eVTOL);阿里巴巴概念;车联网(车路协同);融资融券;百度概念;股权转让(并购重组);数字经济;拼多多概念;抖音概念(字节概念);卫星导航;信创;低空经济;人工智能;互联网金融;DeepSeek概念;AI智能体,151
603888.SH,603888,28,知识产权保护;AI视频;虚拟数字人;AI语料;在线教育;AIGC概念;文化传媒概念;Web3.0;AI应用;元宇宙;数据确权;多模态AI;数据要素;AI智能体;数字经济;区块链;DeepSeek概念;京津冀一体化;人工智能;阿里巴巴概念;云计算;数据安全;网络安全;乡村振兴;创投;国企改革;沪股通;融资融券,17
300553.SZ,300553,11,新能源汽车;专精特新;商业航天;人形机器人;航空发动机;高端装备;新型工业化;军工;机器人概念;海工装备;人工智能,33
688733.SH,688733,15,存储芯片;PCB概念;先进封装;芯片概念;固态电池;宁德时代概念;光伏概念;锂电池概念;专精特新;华为概念;新能源汽车;钠离子电池;燃料电池;沪股通;融资融券,17
920992.BJ,920992,6,融资融券;物联网;智能医疗;国企改革;医疗器械概念;专精特新,151
688106.SH,688106,23,中芯国际概念;俄乌冲突概念;天然气;存储芯片;第三代半导体;固态电池;氢能源;新疆振兴;芯片概念;锂电池概念;光伏概念;碳中和;可控核聚变;长三角一体化;燃料电池;冷链物流;宁德时代概念;专精特新;核电;商业航天;氟化工概念;沪股通;融资融券,17
600654.SH,600654,15,网络安全;信创;东数西算(算力);鸿蒙概念;智慧城市;数据中心(AIDC);安防;人工智能;华为概念;比亚迪概念;智能医疗;养老概念;物业管理;传感器;沪股通,17
300697.SZ,300697,10,金属铜;石墨烯;数据中心(AIDC);新能源汽车;高铁;氢能源;国企改革;小米汽车;小米概念;深股通,33
002048.SZ,002048,17,减速器;人形机器人;华为汽车;PEEK材料;长安汽车概念;智能座舱;小米汽车;特斯拉概念;机器人概念;新能源汽车;汽车电子;比亚迪概念;小米概念;宁德时代概念;一带一路;深股通;融资融券,33
000981.SZ,000981,16,减速器;华为汽车;智能物流;西部大开发;高端装备;汽车拆解概念;无人驾驶;新能源汽车;比亚迪概念;物联网;阿里巴巴概念;汽车电子;芯片概念;深股通;先进封装;融资融券,33
301031.SZ,301031,18,高压快充;数据中心(AIDC);宁德时代概念;小米概念;光伏概念;专精特新;新能源汽车;华为概念;储能;特斯拉概念;充电桩;华为汽车;小米汽车;风电;西部大开发;芯片概念;深股通;融资融券,33
688820.SH,688820,7,存储芯片;科创次新股;先进封装;芯片概念;注册制次新股;新股与次新股;融资融券,17
300386.SZ,300386,18,数字货币;移动支付;跨境支付(CIPS);国产操作系统;华为鲲鹏;区块链;鸿蒙概念;人脸识别;知识产权保护;AI智能体;网络安全;车联网(车路协同);物联网;量子科技;芯片概念;MCU芯片;汽车芯片;深股通,33
301538.SZ,301538,12,液冷服务器;专精特新;比亚迪概念;人形机器人;新能源汽车;机器人概念;粤港澳大湾区;储能;医疗器械概念;一带一路;深股通;融资融券,33
002527.SZ,002527,27,减速器;数字孪生;区块链;新型工业化;阿里巴巴概念;智能物流;长安汽车概念;人形机器人;工业互联网;空气能热泵;机器视觉;工业母机;机器人概念;物联网;高端装备;新能源汽车;燃料电池;比亚迪概念;海工装备;大飞机;数据中心(AIDC);液冷服务器;锂电池概念;深股通;芯片概念;股权转让(并购重组);融资融券,33
301413.SZ,301413,14,人形机器人;机器人概念;传感器;无人驾驶;新能源汽车;比亚迪概念;专精特新;华为概念;粤港澳大湾区;储能;创投;汽车芯片;深股通;融资融券,33
300504.SZ,300504,14,F5G概念;WiFi 6;光纤概念;华为海思概念股;5G;AI眼镜;虚拟现实;华为概念;物联网;商业航天;星闪概念;智能家居;鸿蒙概念;西部大开发,33
603206.SH,603206,27,智慧政务;云计算;鸿蒙概念;AI智能体;AI应用;智慧城市;智慧灯杆;DeepSeek概念;阿里巴巴概念;新型工业化;数字经济;人工智能;算力租赁;职业教育;物联网;工业互联网;东数西算(算力);华为概念;智能家居;卫星导航;商业航天;碳中和;数据中心(AIDC);充电桩;5G;储能;沪股通,17
603120.SH,603120,5,光刻胶;芯片概念;专精特新;环氧丙烷;融资融券,17
002945.SZ,002945,5,互联网金融;西部大开发;创投;融资融券;深股通,33
000739.SZ,000739,15,流感;创新药;仿制药一致性评价;减肥药;CRO概念;合成生物;宠物经济;医美概念;养老概念;共同富裕示范区;AIGC概念;AI智能体;工业互联网;深股通;融资融券,33
600507.SH,600507,9,特钢概念;化债概念(AMC概念);股权转让(并购重组);工业互联网;融资融券;沪股通;华为概念;宁德时代概念;新能源汽车,17
300175.SZ,300175,8,土地流转;冷链物流;数字经济;人民币贬值受益;工业大麻;数据中心(AIDC);期货概念;摘帽,33
300766.SZ,300766,35,智谱AI;多模态AI;云计算;快手概念;ChatGPT概念;AI语料;数据安全;小红书概念;智慧政务;百度概念;AI智能体;抖音概念(字节概念);数据要素;AI应用;阿里巴巴概念;区块链;鸿蒙概念;虚拟数字人;腾讯概念;数字经济;DeepSeek概念;拼多多概念;智慧城市;车联网(车路协同);人工智能;智能医疗;空间计算;华为概念;机器人概念;共同富裕示范区;比亚迪概念;小米概念;信创;融资融券;深股通,33
603501.SH,603501,21,汽车芯片;AI眼镜;MCU芯片;传感器;OLED;汽车电子;英伟达概念;无线耳机;机器视觉;芯片概念;消费电子概念;小米概念;无人驾驶;华为概念;中芯国际概念;华为手机;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,17
603380.SH,603380,9,机器人概念;新能源汽车;汽车电子;消费电子概念;5G;独角兽概念;数据中心(AIDC);医疗器械概念;沪股通,17
688578.SH,688578,3,创新药;沪股通;融资融券,17
920566.BJ,920566,7,西部大开发;融资融券;流感;创新药;农业种植;仿制药一致性评价;乡村振兴,151
002439.SZ,002439,44,华为欧拉;网络安全;数据安全;华为昇腾;信创;电子身份证;智慧灯杆;云计算;华为鲲鹏;多模态AI;智慧政务;东数西算(算力);量子科技;鸿蒙概念;车联网(车路协同);物联网;智慧城市;腾讯概念;数据要素;军工信息化;AI智能体;数据中心(AIDC);数字经济;数字货币;DeepSeek概念;AI应用;华为概念;人工智能;工业互联网;低空经济;军民融合;商业航天;京津冀一体化;无人机;小米概念;机器人概念;跨境支付(CIPS);6G概念;5G;烟草;国企改革;2026一季报预增;融资融券;深股通,33
920119.BJ,920119,6,比亚迪概念;智能物流;高端装备;固态电池;新股与次新股;融资融券,151
688595.SH,688595,18,AI PC;汽车芯片;MCU芯片;AI眼镜;星闪概念;消费电子概念;芯片概念;传感器;小米概念;物联网;华为概念;专精特新;无人机;机器人概念;鸿蒙概念;锂电池概念;沪股通;融资融券,17
002565.SZ,002565,11,卫星导航;商业航天;土壤修复;工业大麻;东数西算(算力);跨境电商;一带一路;生态农业;新型烟草(电子烟);深股通;融资融券,33
688006.SH,688006,7,固态电池;芯片概念;锂电池概念;动力电池回收;特斯拉概念;沪股通;融资融券,17
300811.SZ,300811,15,共封装光学(CPO);存储芯片;芯片概念;英伟达概念;比亚迪概念;数据中心(AIDC);专精特新;新能源汽车;光伏概念;华为概念;东数西算(算力);充电桩;储能;融资融券;深股通,33
301696.SZ,301696,14,减速器;人形机器人;注册制次新股;机器人概念;飞行汽车(eVTOL);无人机;军工;低空经济;人民币贬值受益;碳纤维;2026中报预增;深股通;新股与次新股;融资融券,33
301510.SZ,301510,19,新型工业化;传感器;机器视觉;工业母机;专精特新;高端装备;机器人概念;物联网;芯片概念;工业互联网;智能物流;粤港澳大湾区;先进封装;职业教育;创投;污水处理;3D打印;深股通;融资融券,33
002600.SZ,002600,40,智能音箱;无线充电;小米概念;无线耳机;AI手机;智能穿戴;碳纤维;3D打印;人形机器人;比亚迪概念;AI眼镜;无人机;新能源汽车;消费电子概念;同花顺果指数;商业航天;机器人概念;液冷服务器;虚拟现实;英伟达概念;充电桩;苹果概念;光伏概念;华为概念;5G;富士康概念;低空经济;MR(混合现实);海峡两岸;柔性屏(折叠屏);储能;减速器;人民币贬值受益;AI PC;人工智能;稀土永磁;共封装光学(CPO);同花顺出海50;深股通;融资融券,33
688479.SH,688479,7,人工智能;云计算;数字经济;DeepSeek概念;ERP概念;AI智能体;融资融券,17
002287.SZ,002287,8,医药电商;创新药;流感;阿尔茨海默概念;三胎概念;西部大开发;深股通;融资融券,33
000620.SZ,000620,15,短剧游戏;数据要素;AI智能体;存储芯片;京津冀一体化;芯片概念;体育产业;IP经济(谷子经济);旅游概念;乡村振兴;参股银行;深股通;MCU芯片;融资融券;数据中心(AIDC),33
300041.SZ,300041,32,先进封装;芯片概念;华为海思概念股;有机硅概念;BC电池;消费电子概念;钙钛矿电池;小米概念;光伏概念;比亚迪概念;固态电池;宁德时代概念;新能源汽车;PVDF概念;锂电池概念;特斯拉概念;华为概念;大飞机;军工;华为汽车;低空经济;小米汽车;高铁;风电;建筑节能;人工智能;光伏建筑一体化;创投;雄安新区;PCB概念;深股通;融资融券,33
688401.SH,688401,11,先进封装;第三代半导体;OLED;PCB概念;MiniLED;芯片概念;消费电子概念;专精特新;光刻机;沪股通;融资融券,17
600529.SH,600529,5,国企改革;医疗器械概念;股权转让(并购重组);沪股通;融资融券,17
300077.SZ,300077,37,汽车芯片;共封装光学(CPO);MCU芯片;芯片概念;EDR概念;无线耳机;汽车电子;消费电子概念;量子科技;光伏概念;网络安全;充电桩;数据安全;华为概念;3D打印;无人机;物联网;储能;车联网(车路协同);新能源汽车;人形机器人;宁德时代概念;机器人概念;智能家居;粤港澳大湾区;人脸识别;锂电池概念;工业互联网;AI智能体;移动支付;数字货币;区块链;知识产权保护;石墨电极;医疗器械概念;深股通;融资融券,33
300609.SZ,300609,22,华为鲲鹏;智慧政务;信创;多模态AI;数据安全;AI语料;腾讯概念;ChatGPT概念;数据要素;AI应用;AI智能体;互联网金融;数字经济;算力租赁;人工智能;DeepSeek概念;东数西算(算力);虚拟现实;华为概念;数据中心(AIDC);苹果概念;股权转让(并购重组),33
600733.SH,600733,24,一体化压铸;华为汽车;网约车;京津冀一体化;车联网(车路协同);DeepSeek概念;无人驾驶;小米汽车;燃料电池;百度概念;国企改革;换电概念;星闪概念;新能源汽车;智能座舱;动力电池回收;华为概念;充电桩;储能;固态电池;高压快充;汽车芯片;沪股通;融资融券,17
688100.SH,688100,16,电力物联网;智能电网;虚拟电厂;物联网;智慧城市;人工智能;阿里巴巴概念;充电桩;腾讯概念;华为概念;水利;华为数字能源;专精特新;芯片概念;沪股通;融资融券,17
600875.SH,600875,22,抽水蓄能;ChatGPT概念;光热发电;核电;超超临界发电;风电;DeepSeek概念;可控核聚变;人工智能;储能;工业互联网;高端装备;雅下水电概念;燃料电池;新能源汽车;氢能源;央企国企改革;乡村振兴;国企改革;西部大开发;沪股通;融资融券,17
920247.BJ,920247,19,飞行汽车(eVTOL);高铁;长安汽车概念;融资融券;航空发动机;海工装备;比亚迪概念;机器人概念;有机硅概念;无人驾驶;新能源汽车;成飞概念;大飞机;军工;人形机器人;低空经济;专精特新;京津冀一体化;PEEK材料,151
