股票代码,所属概念数量,所属概念,market_code,code
605589.SH,33,PCB概念;光刻胶;先进封装;OLED;存储芯片;6G概念;丙烯酸;芯片概念;超级电容;石墨烯;固态电池;3D打印;锂电池概念;代糖概念;硅能源;新能源汽车;钠离子电池;储能;高端装备;军工;商业航天;核电;风电;大飞机;高铁;绿色电力;建筑节能;合成生物;光伏建筑一体化;CRO概念;创新药;沪股通;融资融券,17,605589
600312.SH,17,柔性直流输电;特高压;智能电网;核电;风电;充电桩;储能;高端装备;央企国企改革;一带一路;工业互联网;机器人概念;数字孪生;国企改革;DeepSeek概念;沪股通;融资融券,17,600312
000799.SZ,5,白酒概念;国企改革;央企国企改革;深股通;融资融券,33,000799
920571.BJ,7,碳交易;福建自贸区;低空经济;海峡两岸;航运概念;融资融券;人民币贬值受益,151,920571
601059.SH,6,期货概念;京津冀一体化;国企改革;央企国企改革;沪股通;融资融券,17,601059
002408.SZ,7,环氧丙烷;可降解塑料;氢能源;国企改革;碳纤维;深股通;融资融券,33,002408
603893.SH,29,MCU芯片;汽车芯片;智能音箱;国家大基金持股;中国AI 50;智能座舱;AI眼镜;智能穿戴;小米概念;芯片概念;机器视觉;消费电子概念;虚拟现实;物联网;人形机器人;华为概念;百度概念;腾讯概念;机器人概念;智能家居;人工智能;比亚迪概念;电力物联网;2025年报预增;海峡两岸;福建自贸区;2026一季报预增;融资融券;沪股通,17,603893
601139.SH,17,天然气;POE胶膜;证金持股;绿色电力;氢能源;深圳国企改革;沪股通;融资融券;国企改革;华为数字能源;固态电池;燃料电池;光伏概念;DeepSeek概念;智慧城市;百度概念;数据中心,17,601139
600248.SH,18,天然气;新疆振兴;煤化工概念;参股保险;国企改革;装配式建筑;PPP概念;乡村振兴;西部大开发;一带一路;雅下水电概念;水利;风电;DeepSeek概念;智慧城市;储能;融资融券;沪股通,17,600248
688658.SH,11,创新药;细胞免疫治疗;仿制药一致性评价;幽门螺杆菌概念;医药电商;生物疫苗;智能医疗;人工智能;华为概念;融资融券;沪股通,17,688658
600933.SH,9,人形机器人;一体化压铸;新能源汽车;机器人概念;人民币贬值受益;回购增持再贷款概念;同花顺出海50;沪股通;融资融券,17,600933
600771.SH,7,医药电商;白酒概念;创新药;阿尔茨海默概念;国企改革;融资融券;沪股通,17,600771
300759.SZ,7,CRO概念;创新药;智能医疗;人工智能;人民币贬值受益;融资融券;深股通,33,300759
001326.SZ,8,物联网;粤港澳大湾区;充电桩;智能家居;储能;人民币贬值受益;一带一路;融资融券,33,001326
002326.SZ,8,钠离子电池;宁德时代概念;氟化工概念;锂电池概念;液冷服务器;仿制药一致性评价;深股通;融资融券,33,002326
002106.SZ,15,电子纸;柔性屏(折叠屏);消费电子概念;汽车电子;先进封装;小米概念;新能源汽车;石墨烯;粤港澳大湾区;华为概念;人民币贬值受益;海峡两岸;绿色电力;深股通;融资融券,33,002106
002565.SZ,12,卫星导航;商业航天;东数西算(算力);土壤修复;工业大麻;一带一路;新型烟草(电子烟);生态农业;回购增持再贷款概念;跨境电商;深股通;融资融券,33,002565
002012.SZ,8,烟草;碳中和;超级电容;储能;共同富裕示范区;数字经济;互联网金融;数据要素,33,002012
000908.SZ,9,ST板块;眼科医疗;流感;创新药;仿制药一致性评价;基因测序;医美概念;医疗器械概念;消毒剂,33,000908
600831.SH,25,知识产权保护;文化传媒概念;数据确权;数字乡村;短剧游戏;互联网金融;智慧政务;国资云;腾讯概念;百度概念;智慧城市;DeepSeek概念;人工智能;算力租赁;华为概念;东数西算(算力);PPP概念;智能家居;乡村振兴;数据中心;5G;农村电商;国企改革;西部大开发;摘帽,17,600831
920699.BJ,5,华为概念;融资融券;家用电器;比亚迪概念;东数西算(算力),151,920699
601128.SH,2,沪股通;融资融券,17,601128
688566.SH,5,创新药;肝炎概念;眼科医疗;沪股通;融资融券,17,688566
300421.SZ,11,减速器;人形机器人;卫星导航;工业母机;机器人概念;新能源汽车;高端装备;高铁;海工装备;风电;深股通,33,300421
688299.SH,11,比亚迪概念;专精特新;MiniLED;华为概念;固态电池;锂电池概念;储能;DeepSeek概念;POE胶膜;沪股通;融资融券,17,688299
601611.SH,17,可控核聚变;军工;核电;水利;风电;智能电网;央企国企改革;中字头股票;房屋检测;储能;一带一路;长三角一体化;国企改革;PPP概念;同花顺中特估100;沪股通;融资融券,17,601611
300810.SZ,8,军工;人工智能;海工装备;数据中心;芯片概念;机器人概念;专精特新;深股通,33,300810
301210.SZ,13,减速器;比亚迪概念;新能源汽车;传感器;人形机器人;宁德时代概念;小米概念;储能;锂电池概念;金属镍;小金属概念;深股通;融资融券,33,301210
301565.SZ,14,固态电池;宁德时代概念;锂电池概念;可降解塑料;海峡两岸;专精特新;福建自贸区;食品安全;消费电子概念;低空经济;合成生物;无人机;深股通;融资融券,33,301565
600515.SH,10,免税店;海南自贸区;自由贸易港;物业管理;跨境电商;低空经济;土地流转;国企改革;融资融券;沪股通,17,600515
000965.SZ,8,天津自贸区;物业管理;参股券商;国企改革;养老概念;京津冀一体化;大飞机;融资融券,33,000965
000856.SZ,7,建筑节能;水泥概念;京津冀一体化;智能电网;机器人概念;高端装备;国企改革,33,000856
000090.SZ,11,租售同权;物业管理;深圳国企改革;国企改革;新型城镇化;粤港澳大湾区;人工智能;数字孪生;机器人概念;深股通;融资融券,33,000090
688239.SH,14,航空发动机;大飞机;商业航天;低空经济;高端装备;海工装备;核电;DeepSeek概念;专精特新;风电;锂电池概念;西部大开发;沪股通;融资融券,17,688239
603197.SH,18,华为汽车;飞行汽车(eVTOL);小米汽车;无人驾驶;特斯拉概念;传感器;机器人概念;低空经济;车联网(车路协同);小米概念;比亚迪概念;新能源汽车;毫米波雷达;汽车电子;人工智能;回购增持再贷款概念;融资融券;沪股通,17,603197
002673.SZ,5,期货概念;国企改革;西部大开发;深股通;融资融券,33,002673
920344.BJ,8,重组蛋白;三胎概念;细胞免疫治疗;肝炎概念;京津冀一体化;创新药;融资融券;专精特新,151,920344
603678.SH,15,商业航天;5G;芯片概念;军工;小米概念;超级电容;专精特新;核电;新能源汽车;人工智能;海峡两岸;2025年报预增;创投;沪股通;融资融券,17,603678
601990.SH,5,期货概念;国企改革;创投;沪股通;融资融券,17,601990
600081.SH,16,长安汽车概念;一体化压铸;华为汽车;减速器;机器人概念;汽车热管理;无人驾驶;新能源汽车;EDR概念;传感器;比亚迪概念;智能座舱;汽车电子;氢能源;沪股通;融资融券,17,600081
920029.BJ,9,储能;充电桩;人民币贬值受益;智能电网;一带一路;融资融券;国企改革;西部大开发;央企国企改革,151,920029
603577.SH,6,特高压;光热发电;核电;光伏概念;海工装备;工业互联网,17,603577
300443.SZ,8,风电;海工装备;军工;2025年报预增;减速器;创投;融资融券;深股通,33,300443
603896.SH,10,农业种植;维生素;医药电商;工业大麻;乡村振兴;养老概念;旅游概念;数字经济;工业互联网;沪股通,17,603896
002492.SZ,4,横琴新区;统一大市场;创投;粤港澳大湾区,33,002492
920396.BJ,4,专精特新;融资融券;可控核聚变;核电,151,920396
688141.SH,14,汽车芯片;消费电子概念;芯片概念;汽车电子;智能座舱;小米概念;无人驾驶;专精特新;新能源汽车;华为概念;锂电池概念;储能;沪股通;融资融券,17,688141
301600.SZ,12,智能座舱;小米汽车;小米概念;车联网(车路协同);比亚迪概念;长安汽车概念;专精特新;物联网;宁德时代概念;福建自贸区;深股通;融资融券,33,301600
688526.SH,9,禽流感;动物疫苗;生物疫苗;宠物经济;合成生物;生态农业;转基因;沪股通;融资融券,17,688526
600203.SH,23,智慧灯杆;智能音箱;智能穿戴;无人机;小米概念;智能座舱;机器人概念;智能家居;华为概念;海峡两岸;卫星导航;柔性屏(折叠屏);5G;消费电子概念;汽车电子;福建自贸区;无线耳机;华为手机;MiniLED;抖音概念(字节概念);国企改革;融资融券;沪股通,17,600203
688313.SH,10,共封装光学(CPO);F5G概念;光纤概念;5G;芯片概念;数据中心;2025年报预增;专精特新;沪股通;融资融券,17,688313
600308.SH,17,环氧丙烷;一带一路;生物质能发电;绿色电力;智能物流;光伏概念;工业互联网;数字经济;数字孪生;DeepSeek概念;新型工业化;数据要素;AI应用;元宇宙;AI语料;沪股通;融资融券,17,600308
688981.SH,12,国家大基金持股;存储芯片;中芯国际概念;汽车电子;芯片概念;消费电子概念;物联网;中国AI 50;上海自贸区;同花顺漂亮100;融资融券;沪股通,17,688981
300396.SZ,11,猴痘概念;辅助生殖;医疗器械概念;肝炎概念;智能医疗;中俄贸易概念;国企改革;人工智能;央企国企改革;证金持股;多模态AI,33,300396
002487.SZ,7,绿色电力;风电;航运概念;2025年报预增;海工装备;融资融券;深股通,33,002487
600758.SH,6,煤炭概念;绿色电力;风电;国企改革;沪股通;融资融券,17,600758
002937.SZ,17,液冷服务器;5G;毫米波雷达;汽车电子;消费电子概念;PEEK材料;新能源汽车;无人驾驶;特斯拉概念;虚拟现实;宁德时代概念;工业互联网;人民币贬值受益;智能家居;一带一路;深股通;融资融券,33,002937
601236.SH,6,期货概念;国企改革;西部大开发;2025年报预增;沪股通;融资融券,17,601236
600739.SH,11,参股保险;参股券商;页岩气;生物疫苗;雄安新区;创投;创新药;职业教育;沪股通;融资融券;2025年报预增,17,600739
600885.SH,19,智能电网;充电桩;数据中心;风电;储能;特斯拉概念;光伏概念;新能源汽车;机器人概念;商业航天;飞行汽车(eVTOL);汽车电子;低空经济;华为概念;宁德时代概念;物联网;福建自贸区;沪股通;融资融券,17,600885
688366.SH,4,医美概念;眼科医疗;沪股通;融资融券,17,688366
603903.SH,6,污水处理;PPP概念;雄安新区;京津冀一体化;氢能源;股权转让(并购重组),17,603903
920541.BJ,6,机器人概念;高铁;融资融券;专精特新;一带一路;无人驾驶,151,920541
002014.SZ,3,供销社;绿色电力;深股通,33,002014
000554.SZ,7,俄乌冲突概念;天然气;央企国企改革;国企改革;氢能源;融资融券;充电桩,33,000554
601015.SH,7,煤炭概念;煤化工概念;天然气;西部大开发;沪股通;污水处理;融资融券,17,601015
600792.SH,4,煤炭概念;煤化工概念;国企改革;西部大开发,17,600792
002227.SZ,16,钒电池;换电概念;粤港澳大湾区;人工智能;虚拟电厂;储能;高压快充;阿里巴巴概念;充电桩;比亚迪概念;风电;智能电网;数据中心;核电;特高压;柔性直流输电,33,002227
300087.SZ,12,转基因;玉米;大豆;粮食概念;农业种植;俄乌冲突概念;乡村振兴;国企改革;央企国企改革;一带一路;融资融券;深股通,33,300087
001212.SZ,8,先进封装;有机硅概念;芯片概念;装配式建筑;回购增持再贷款概念;粤港澳大湾区;深股通;股权转让(并购重组),33,001212
300456.SZ,29,共封装光学(CPO);光刻机;先进封装;太赫兹;6G概念;华为海思概念股;第三代半导体;5G;芯片概念;国家大基金持股;消费电子概念;汽车电子;数据中心;华为概念;传感器;无人驾驶;新型工业化;东数西算(算力);卫星导航;物联网;百度概念;人民币贬值受益;无人机;独角兽概念;时空大数据;创投;京津冀一体化;融资融券;深股通,33,300456
600199.SH,5,白酒概念;啤酒概念;国企改革;融资融券;沪股通,17,600199
000430.SZ,3,ST板块;旅游概念;国企改革,33,000430
601366.SH,10,预制菜;统一大市场;冷链物流;乡村振兴;跨境电商;智能物流;回购增持再贷款概念;腾讯概念;抖音概念(字节概念);华为概念,17,601366
601375.SH,5,期货概念;国企改革;2025年报预增;沪股通;融资融券,17,601375
603348.SH,10,一体化压铸;两轮车;华为汽车;新能源汽车;比亚迪概念;机器人概念;飞行汽车(eVTOL);特斯拉概念;融资融券;沪股通,17,603348
603689.SH,5,天然气;高股息精选;国企改革;氢能源;换电概念,17,603689
603557.SH,2,ST板块;三胎概念,22,603557
301608.SZ,22,移动支付;人工智能;物联网;腾讯概念;DeepSeek概念;百度概念;车联网(车路协同);智能家居;蚂蚁集团概念;无人驾驶;专精特新;智能穿戴;智能物流;汽车电子;网约车;换电概念;消费电子概念;卫星导航;共享单车;两轮车;深股通;融资融券,33,301608
600815.SH,10,军工;福建自贸区;地下管网;国企改革;高端装备;海峡两岸;职业教育;智能物流;中俄贸易概念;沪股通,17,600815
600959.SH,31,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;元宇宙;云办公;国资云;数据要素;足球概念;算力租赁;数据安全;数字乡村;DeepSeek概念;网络安全;人工智能;东数西算(算力);养老概念;智慧城市;数字孪生;食品安全;低空经济;乡村振兴;工业互联网;机器视觉;数据中心;5G;国企改革;光伏概念;储能;沪股通;融资融券,17,600959
300897.SZ,14,专精特新;净水概念;传感器;污水处理;工业互联网;物联网;水利;地下管网;华为概念;智慧城市;DeepSeek概念;数据要素;股权转让(并购重组);融资融券,33,300897
002347.SZ,17,商业航天;军工;数字经济;新型工业化;机器人概念;高端装备;人工智能;工业互联网;机器视觉;核电;创投;专精特新;新能源汽车;超级电容;锂电池概念;动力电池回收;参股银行,33,002347
000652.SZ,21,信托概念;新型城镇化;国企改革;PPP概念;固废处理;生物质能发电;流感;雄安新区;碳交易;回购增持再贷款概念;参股券商;碳中和;化债概念(AMC概念);京津冀一体化;创投;绿色电力;证金持股;动力电池回收;独角兽概念;深股通;融资融券,33,000652
002256.SZ,11,光伏建筑一体化;盐湖提锂;绿色电力;储能;碳中和;锂电池概念;AI手机;化肥;深股通;染料;融资融券,33,002256
002250.SZ,10,氟化工概念;2025年报预增;锂电池概念;回购增持再贷款概念;CRO概念;人民币贬值受益;创新药;证金持股;深股通;融资融券,33,002250
603589.SH,3,白酒概念;沪股通;融资融券,17,603589
000686.SZ,5,期货概念;证金持股;深股通;融资融券;2025年报预增,33,000686
688583.SH,11,空间计算;阿里巴巴概念;大飞机;3D打印;专精特新;机器人概念;比亚迪概念;特斯拉概念;宁德时代概念;沪股通;融资融券,17,688583
600545.SH,10,华为概念;新型工业化;AI智能体;机器人概念;DeepSeek概念;人民币贬值受益;一带一路;西部大开发;新疆振兴;融资融券,17,600545
301632.SZ,26,注册制次新股;建筑节能;垃圾分类;房屋检测;水利;国企改革;光伏建筑一体化;智能物流;智慧城市;物联网;粤港澳大湾区;机器人概念;光伏概念;碳中和;DeepSeek概念;人工智能;车联网(车路协同);低空经济;碳交易;AI智能体;5G;AIGC概念;文化传媒概念;深股通;新股与次新股;融资融券,33,301632
600192.SH,11,智能电网;风电;核电;充电桩;光伏概念;军工;西部大开发;燃料电池;国企改革;商业航天;融资融券,17,600192
688389.SH,11,猴痘概念;医美概念;医疗器械概念;流感;医药电商;智能医疗;养老概念;人工智能;DeepSeek概念;沪股通;融资融券,17,688389
600369.SH,6,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,17,600369
920046.BJ,9,抖音概念(字节概念);数据中心;高铁;储能;一带一路;光伏概念;专精特新;融资融券;智能电网,151,920046
000429.SZ,6,高股息精选;参股券商;国企改革;深股通;粤港澳大湾区;融资融券,33,000429
002862.SZ,20,NFT概念;网络游戏;IP经济(谷子经济);AIGC概念;手机游戏;智能音箱;ChatGPT概念;百度概念;人工智能;跨境电商;DeepSeek概念;三胎概念;宠物经济;人民币贬值受益;充电桩;光伏概念;光伏建筑一体化;HJT电池;TOPCON电池;绿色电力,33,002862
301267.SZ,12,眼科医疗;民营医院;智能医疗;人工智能;DeepSeek概念;福建自贸区;海峡两岸;智能穿戴;AI眼镜;5G;深股通;融资融券,33,301267
600500.SH,11,环氧丙烷;代糖概念;国企改革;央企国企改革;动力电池回收;一带一路;中字头股票;宁德时代概念;上海自贸区;沪股通;融资融券,17,600500
300581.SZ,9,军民融合;航空发动机;军工;无人机;卫星导航;西部大开发;专精特新;融资融券;深股通,33,300581
300460.SZ,22,安防;星闪概念;无人机;元宇宙;华为概念;机器人概念;专精特新;商业航天;卫星导航;DeepSeek概念;海工装备;小米概念;AI眼镜;比亚迪概念;抖音概念(字节概念);华为海思概念股;汽车电子;芯片概念;数据中心;苹果概念;ST板块;共封装光学(CPO),33,300460
002268.SZ,44,国产操作系统;数据安全;网络安全;华为鲲鹏;量子科技;信创;财税数字化;数字水印;智慧政务;数字货币;卫星导航;鸿蒙概念;车联网(车路协同);商业航天;移动支付;区块链;数据要素;云办公;智慧城市;跨境支付(CIPS);腾讯概念;低空经济;国资云;数字孪生;数字经济;军工;互联网金融;人工智能;物联网;华为概念;EDR概念;工业互联网;5G;芯片概念;水利;消费电子概念;汽车芯片;汽车电子;西部大开发;乡村振兴;国企改革;雅下水电概念;深股通;融资融券,33,002268
600109.SH,5,期货概念;西部大开发;腾讯概念;沪股通;融资融券,17,600109
920223.BJ,13,汽车热管理;一带一路;PCB概念;海峡两岸;新能源汽车;融资融券;航空发动机;比亚迪概念;液冷服务器;消费电子概念;储能;富士康概念;专精特新,151,920223
301656.SZ,8,注册制次新股;减速器;小米概念;小米汽车;新能源汽车;深股通;新股与次新股;融资融券,33,301656
601158.SH,8,证金持股;PPP概念;国企改革;污水处理;西部大开发;净水概念;沪股通;融资融券,17,601158
600172.SH,8,培育钻石;第三代半导体;回购增持再贷款概念;国企改革;物业管理;旅游概念;沪股通;融资融券,17,600172
920378.BJ,5,专精特新;机器人概念;特斯拉概念;新能源汽车;融资融券,151,920378
000028.SZ,11,医药电商;医美概念;冷链物流;医疗器械概念;智能医疗;国企改革;央企国企改革;智能物流;深股通;融资融券;2025年报预增,33,000028
600821.SH,19,华为数字能源;算力租赁;碳交易;绿色电力;东数西算(算力);风电;储能;天津自贸区;智慧城市;DeepSeek概念;华为概念;数字经济;新疆振兴;京津冀一体化;国企改革;回购增持再贷款概念;煤化工概念;沪股通;融资融券,17,600821
001316.SZ,8,航空发动机;大飞机;商业航天;低空经济;海峡两岸;AI眼镜;2025年报预增;消毒剂,33,001316
300671.SZ,18,汽车芯片;MCU芯片;存储芯片;MiniLED;先进封装;第三代半导体;WiFi 6;无线耳机;芯片概念;5G;毫米波雷达;新型烟草(电子烟);专精特新;智能家居;粤港澳大湾区;海峡两岸;深股通;融资融券,33,300671
000778.SZ,16,特钢概念;央企国企改革;地下管网;国企改革;参股银行;回购增持再贷款概念;钒电池;PPP概念;水利;小金属概念;2025年报预增;京津冀一体化;核电;储能;深股通;融资融券,33,000778
688195.SH,19,共封装光学(CPO);光纤概念;光刻机;量子科技;AI眼镜;数据中心;芯片概念;商业航天;卫星导航;专精特新;无人驾驶;华为概念;福建自贸区;海峡两岸;医疗器械概念;独角兽概念;沪股通;股权转让(并购重组);融资融券,17,688195
002839.SZ,3,高股息精选;深股通;融资融券,33,002839
000632.SZ,9,特色小镇;物业管理;旅游概念;福建自贸区;跨境电商;露营经济;海峡两岸;国企改革;创投,33,000632
688072.SH,6,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券,17,688072
600925.SH,7,煤炭概念;超超临界发电;绿色电力;国企改革;风电;储能;沪股通,17,600925
600562.SH,20,军民融合;大飞机;航空发动机;军工信息化;商业航天;军工;卫星导航;无人机;可控核聚变;低空经济;毫米波雷达;5G;央企国企改革;无人驾驶;华为概念;信创;国企改革;PPP概念;沪股通;融资融券,17,600562
688727.SH,10,光刻胶;存储芯片;科创次新股;芯片概念;注册制次新股;海峡两岸;福建自贸区;创投;新股与次新股;融资融券,17,688727
300706.SZ,16,OLED;第三代半导体;存储芯片;PET铜箔;芯片概念;消费电子概念;钙钛矿电池;小金属概念;超导概念;HJT电池;专精特新;光伏概念;海峡两岸;福建自贸区;钒电池;深股通,33,300706
600131.SH,26,电力物联网;虚拟电厂;智能电网;算力租赁;国资云;国产操作系统;云计算;量子科技;东数西算(算力);数字孪生;数据中心;碳交易;AI智能体;鸿蒙概念;充电桩;华为概念;人工智能;绿色电力;储能;5G;央企国企改革;雅下水电概念;国企改革;西部大开发;沪股通;融资融券,17,600131
300946.SZ,10,人形机器人;新型工业化;机器人概念;工业母机;专精特新;海峡两岸;高端装备;跨境电商;深股通;融资融券,33,300946
920753.BJ,5,京津冀一体化;融资融券;国企改革;创投;食品安全,151,920753
001267.SZ,8,共封装光学(CPO);铜缆高速连接;土壤修复;污水处理;新型城镇化;乡村振兴;深股通;股权转让(并购重组),33,001267
300880.SZ,11,电力物联网;智能电网;虚拟电厂;高压快充;充电桩;储能;物联网;鸿蒙概念;传感器;专精特新;融资融券,33,300880
601456.SH,6,互联网金融;国企改革;2025年报预增;股权转让(并购重组);融资融券;沪股通,17,601456
688646.SH,19,固态电池;宁德时代概念;锂电池概念;动力电池回收;钠离子电池;专精特新;新能源汽车;比亚迪概念;储能;芯片概念;长安汽车概念;ST板块;新型工业化;机器人概念;智能物流;人形机器人;装配式建筑;机器视觉;钙钛矿电池,22,688646
000557.SZ,9,统一大市场;国企改革;煤炭概念;西部大开发;一带一路;无人驾驶;股权转让(并购重组);深股通;融资融券,33,000557
000516.SZ,19,高压氧舱;民营医院;智能医疗;细胞免疫治疗;辅助生殖;养老概念;毛发医疗;脑机接口;医美概念;三胎概念;DeepSeek概念;阿里巴巴概念;人工智能;旅游概念;西部大开发;华为概念;机器人概念;深股通;融资融券,33,000516
300374.SZ,12,建筑节能;装配式建筑;新型城镇化;雄安新区;国企改革;一带一路;乡村振兴;京津冀一体化;央企国企改革;工业互联网;新疆振兴;中字头股票,33,300374
002638.SZ,7,储能;智慧灯杆;智慧城市;华为概念;车联网(车路协同);5G;人民币贬值受益,33,002638
688170.SH,25,共封装光学(CPO);PET铜箔;光纤概念;先进封装;PCB概念;第三代半导体;存储芯片;OLED;MicroLED概念;柔性屏(折叠屏);华为海思概念股;芯片概念;3D打印;商业航天;BC电池;钙钛矿电池;宁德时代概念;光伏概念;固态电池;碳纤维;高端装备;专精特新;锂电池概念;华为概念;融资融券,17,688170
000877.SZ,9,水泥概念;央企国企改革;国企改革;新疆振兴;西部大开发;一带一路;绿色电力;深股通;融资融券,33,000877
603053.SH,7,天然气;西部大开发;国企改革;氢能源;碳中和;充电桩;沪股通,17,603053
300910.SZ,3,人民币贬值受益;深股通;融资融券,33,300910
605488.SH,8,人形机器人;传感器;机器人概念;苹果概念;专精特新;消费电子概念;华为概念;沪股通,17,605488
603508.SH,10,高股息精选;高铁;无人驾驶;车联网(车路协同);安防;机器视觉;无人机;5G;沪股通;融资融券,17,603508
300501.SZ,4,固态电池;锂电池概念;消费电子概念;回购增持再贷款概念,33,300501
301586.SZ,8,军民融合;军工;无人机;低空经济;飞行汽车(eVTOL);专精特新;参股银行;融资融券,33,301586
600660.SH,9,证金持股;同花顺漂亮100;同花顺出海50;沪股通;融资融券;福建自贸区;小米汽车;特斯拉概念;光伏概念,17,600660
000768.SZ,14,国产航母;大飞机;军民融合;军工;商业航天;无人机;低空经济;央企国企改革;西部大开发;国企改革;证金持股;深股通;融资融券;中字头股票,33,000768
002625.SZ,21,商业航天;军工;军民融合;无人机;低空经济;东数西算(算力);车联网(车路协同);华为概念;碳纤维;人形机器人;无人驾驶;机器人概念;人工智能;智能穿戴;PEEK材料;粤港澳大湾区;雄安新区;AI应用;深股通;股权转让(并购重组);融资融券,33,002625
920260.BJ,6,中俄贸易概念;页岩气;融资融券;天然气;西部大开发;专精特新,151,920260
002407.SZ,22,钠离子电池;氟化工概念;固态电池;动力电池回收;PVDF概念;锂电池概念;硅能源;特斯拉概念;储能;比亚迪概念;新能源汽车;回购增持再贷款概念;中芯国际概念;第三代半导体;工业互联网;创投;芯片概念;存储芯片;数字孪生;独角兽概念;融资融券;深股通,33,002407
601777.SH,12,新能源汽车;无人驾驶;车联网(车路协同);智能座舱;两轮车;换电概念;参股银行;西部大开发;独角兽概念;百度概念;融资融券;沪股通,17,601777
920082.BJ,4,天然气;海工装备;专精特新;融资融券,151,920082
300295.SZ,9,养老概念;数据要素;互联网金融;AI智能体;文化传媒概念;租售同权;人工智能;DeepSeek概念;AI应用,33,300295
300263.SZ,24,钙钛矿电池;HJT电池;商业航天;大飞机;光伏概念;军工;核电;MicroLED概念;柔性屏(折叠屏);无人机;军民融合;低空经济;飞行汽车(eVTOL);碳纤维;芯片概念;OLED;风电;动力电池回收;盐湖提锂;超超临界发电;污水处理;PPP概念;融资融券;深股通,33,300263
688119.SH,9,商业航天;军工;工业互联网;核电;核污染防治;央企国企改革;国企改革;中字头股票;融资融券,17,688119
601808.SH,13,可燃冰;俄乌冲突概念;天然气;同花顺中特估100;证金持股;央企国企改革;沪股通;融资融券;国企改革;一带一路;海工装备;高端装备;中字头股票,17,601808
603043.SH,10,超级品牌;预制菜;网红经济;农村电商;乡村振兴;国企改革;创投;粤港澳大湾区;融资融券;沪股通,17,603043
002423.SZ,14,信托概念;期货概念;参股保险;区块链;参股银行;同花顺中特估100;国企改革;养老概念;乡村振兴;人工智能;央企国企改革;融资融券;中字头股票;深股通,33,002423
920124.BJ,5,人形机器人;粤港澳大湾区;新能源汽车;新股与次新股;融资融券,151,920124
002101.SZ,19,一体化压铸;华为汽车;飞行汽车(eVTOL);农机;横琴新区;新能源汽车;特斯拉概念;比亚迪概念;宁德时代概念;创投;粤港澳大湾区;低空经济;无人机;汽车电子;华为概念;国企改革;5G;深股通;融资融券,33,002101
605333.SH,6,华为汽车;人形机器人;新能源汽车;特斯拉概念;无人机;沪股通,17,605333
000059.SZ,7,煤化工概念;化肥;石墨电极;国企改革;央企国企改革;深股通;融资融券,33,000059
603327.SH,19,柔性屏(折叠屏);AI手机;小米概念;华为概念;MR(混合现实);消费电子概念;5G;AI眼镜;比亚迪概念;苹果概念;新能源汽车;特斯拉概念;西部大开发;国企改革;储能;锂电池概念;金属回收;宁德时代概念;沪股通,17,603327
600938.SH,14,页岩气;天然气;同花顺中特估100;高股息精选;碳交易;绿色电力;央企国企改革;国企改革;风电;同花顺出海50;海工装备;沪股通;中字头股票;融资融券,17,600938
002941.SZ,18,PPP概念;水利;新型城镇化;智慧灯杆;一带一路;风电;国企改革;ETC;西部大开发;人工智能;2025年报预增;商业航天;新疆振兴;土地流转;AI智能体;卫星导航;融资融券;深股通,33,002941
601390.SH,21,中字头股票;金属铅;金属锌;金属铜;小金属概念;金属钴;同花顺中特估100;证金持股;央企国企改革;国企改革;回购增持再贷款概念;参股券商;一带一路;PPP概念;新型城镇化;水利;高铁;沪股通;融资融券;人工智能;低空经济,17,601390
688333.SH,19,卫星导航;商业航天;航空发动机;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);3D打印;AI手机;人形机器人;核电;机器人概念;消费电子概念;2025年报预增;西部大开发;回购增持再贷款概念;沪股通;融资融券,17,688333
603789.SH,10,数据要素;生态农业;ST板块;乡村振兴;共同富裕示范区;无人驾驶;农机;机器人概念;无人机;新疆振兴,22,603789
688117.SH,10,CRO概念;减肥药;创新药;辅助生殖;三胎概念;西部大开发;中俄贸易概念;2025年报预增;沪股通;融资融券,17,688117
300473.SZ,15,汽车电子;传感器;比亚迪概念;新能源汽车;长安汽车概念;人民币贬值受益;华为概念;汽车热管理;2025年报预增;华为汽车;锂电池概念;燃料电池;固态电池;氢能源;股权转让(并购重组),33,300473
603310.SH,5,氟化工概念;创投;专精特新;沪股通;融资融券,17,603310
920665.BJ,8,核污染防治;海峡两岸;光伏概念;融资融券;商业航天;高铁;PCB概念;专精特新,151,920665
920895.BJ,3,专精特新;融资融券;农机,151,920895
601615.SH,18,HJT电池;钙钛矿电池;光伏概念;商业航天;光伏建筑一体化;风电;阿里巴巴概念;海工装备;储能;高端装备;人工智能;芯片概念;绿色电力;2025年报预增;粤港澳大湾区;氢能源;融资融券;沪股通,17,601615
600779.SH,4,白酒概念;西部大开发;沪股通;融资融券,17,600779
300724.SZ,15,BC电池;HJT电池;TOPCON电池;钙钛矿电池;硅能源;光伏概念;第三代半导体;锂电池概念;高端装备;芯片概念;PET铜箔;粤港澳大湾区;PCB概念;融资融券;深股通,33,300724
