股票代码,所属概念,market_code,所属概念数量,code
300056.SZ,垃圾分类;污水处理;算力租赁;海峡两岸;PPP概念;燃料电池;福建自贸区;固废处理;钙钛矿电池;金属回收;东数西算(算力);PVDF概念;锂电池概念;金属铜;黄金概念;股权转让(并购重组),33,16,300056
002988.SZ,汽车热管理;建筑节能;华为汽车;智能物流;新能源汽车;比亚迪概念;储能;商业航天;光伏概念;深股通,33,10,002988
301588.SZ,粤港澳大湾区;人民币贬值受益;商业航天;融资融券,33,4,301588
300768.SZ,华为鲲鹏;鸿蒙概念;数据安全;信创;智慧政务;财税数字化;云计算;网络安全;国产操作系统;AI智能体;腾讯概念;DeepSeek概念;人工智能;物联网;ETC;安防;东数西算(算力);数字水印;华为概念;工业互联网;数据中心(AIDC);智能电网;新型工业化;5G;深股通;融资融券,33,26,300768
301260.SZ,人形机器人;机器人概念;人民币贬值受益;跨境电商;锂电池概念;两轮车;人工智能;无人驾驶;储能;深股通;融资融券,33,11,301260
002898.SZ,,37,0,002898
301273.SZ,芯片概念;新型工业化;稀土永磁;专精特新;低空经济;融资融券,33,6,301273
603270.SH,减速器;人形机器人;专精特新;机器人概念;比亚迪概念;新能源汽车;燃料电池;飞行汽车(eVTOL);低空经济;碳纤维;商业航天;氢能源;风电;芯片概念;沪股通;融资融券,17,16,603270
603650.SH,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;石墨烯;上海自贸区;可降解塑料;融资融券;沪股通,17,10,603650
600873.SH,代糖概念;维生素;高股息精选;参股银行;合成生物;生物疫苗;西部大开发;融资融券;沪股通,17,9,600873
301459.SZ,汽车热管理;长安汽车概念;人形机器人;安防;机器人概念;低空经济;农机;无人机;专精特新;新能源汽车;比亚迪概念;中俄贸易概念;人民币贬值受益;共同富裕示范区;俄乌冲突概念;融资融券,33,16,301459
688184.SH,专精特新;锂电池概念;宁德时代概念;固态电池;钠离子电池;ST板块,22,6,688184
002292.SZ,文化传媒概念;虚拟数字人;手机游戏;IP经济(谷子经济);网络游戏;NFT概念;ChatGPT概念;多模态AI;元宇宙;跨境电商;腾讯概念;独角兽概念;人工智能;乡村振兴;三胎概念;虚拟现实;智能穿戴;深股通;融资融券,33,19,002292
003011.SZ,长三角一体化;人民币贬值受益;共同富裕示范区,33,3,003011
688247.SH,流感;维生素;仿制药一致性评价;创新药;CRO概念;上海国企改革;国企改革;沪股通;融资融券,17,9,688247
002444.SZ,智能物流;露营经济;机器人概念;无人驾驶;跨境电商;参股银行;智能家居;人民币贬值受益;军工;储能;深股通;融资融券;芯片概念,33,13,002444
300179.SZ,培育钻石;PCB概念;第三代半导体;专精特新;新能源汽车;海工装备;天然气;深股通;融资融券,33,9,300179
301270.SZ,数字水印;AI视频;鸿蒙概念;AIGC概念;数据要素;抖音概念(字节概念);云计算;腾讯概念;AI应用;阿里巴巴概念;知识产权保护;DeepSeek概念;人工智能;华为概念;小米概念;华为汽车;IP经济(谷子经济);融资融券,33,18,301270
601069.SH,黄金概念;金属铜;小金属概念;2026一季报预增;西部大开发;国企改革;沪股通;融资融券,17,8,601069
300022.SZ,工业大麻;农村电商;西部大开发;乡村振兴;中俄贸易概念;一带一路;农机;氢能源;低空经济;机器人概念,33,10,300022
603466.SH,AI视频;手机游戏;ChatGPT概念;空间计算;虚拟数字人;AIGC概念;NFT概念;数字孪生;文化传媒概念;数据要素;IP经济(谷子经济);百度概念;元宇宙;数字经济;抖音概念(字节概念);DeepSeek概念;旅游概念;网红经济;人形机器人;乡村振兴;机器人概念;虚拟现实;华为概念;MR(混合现实);商业航天;融资融券;沪股通,17,27,603466
600546.SH,煤炭概念;超超临界发电;高股息精选;航运概念;国企改革;沪股通;融资融券,17,7,600546
688076.SH,肝炎概念;辅助生殖;流感;创新药;智能医疗;合成生物;减肥药;CRO概念;ST板块;AI应用;人民币贬值受益;专精特新,22,12,688076
301033.SZ,牙科医疗;医疗器械概念;3D打印;医美概念;融资融券,33,5,301033
603333.SH,氟化工概念;专精特新;水利;高铁;西部大开发;海工装备;核电;一带一路;特高压;军工;光伏概念;新能源汽车;充电桩;储能;锂电池概念;风电;沪股通;股权转让(并购重组),17,18,603333
301211.SZ,肝炎概念;流感;维生素;仿制药一致性评价;CRO概念;深股通;融资融券,33,7,301211
600180.SH,大豆;煤化工概念;煤炭概念;粮食概念;航运概念;ST板块;统一大市场;一带一路;互联网金融;数据要素;工业互联网,22,11,600180
688571.SH,光刻胶;专精特新;PCB概念;稀土永磁;国企改革;融资融券,17,6,688571
601718.SH,ST板块;乡村振兴;文化传媒概念;体育产业;露营经济;国企改革;数字经济;央企国企改革;数字孪生;安防;军民融合;储能;军工;核污染防治;专精特新;智能穿戴,22,16,601718
000677.SZ,ST板块;京津冀一体化;低空经济;军工;航空发动机,33,5,000677
600488.SH,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,17,6,600488
301107.SZ,农机;乡村振兴;无人机;机器人概念;西部大开发;专精特新;新能源汽车;氢能源;传感器;减速器;汽车电子;融资融券,33,12,301107
601038.SH,乡村振兴;国企改革;央企国企改革;中俄贸易概念;农机;工业互联网;高端装备;沪股通;融资融券;无人驾驶,17,10,601038
300876.SZ,碳纤维;专精特新;融资融券,33,3,300876
000759.SZ,免税店;预制菜;IP经济(谷子经济);统一大市场;农业种植;冷链物流;跨境电商;乡村振兴;智能物流;国企改革;一带一路;抖音概念(字节概念);腾讯概念;可降解塑料;深股通,33,15,000759
300692.SZ,燃料电池;新型城镇化;污水处理;固废处理;PPP概念;CRO概念;绿色电力;合成生物;股权转让(并购重组),33,9,300692
603979.SH,黄金概念;金属铜;同花顺出海50;一带一路;人民币贬值受益;磷化工;沪股通;融资融券,17,8,603979
002955.SZ,托育服务;在线教育;体育产业;AI应用;鸿蒙概念;人工智能;DeepSeek概念;创投;云办公;多模态AI;人民币贬值受益;腾讯概念;华为概念;股权转让(并购重组);深股通,33,15,002955
600759.SH,俄乌冲突概念;天然气;ST板块;土地流转;海南自贸区;一带一路;人民币贬值受益,22,7,600759
002547.SZ,ST板块;减速器;一体化压铸;机器人概念;新能源汽车;特斯拉概念;比亚迪概念;军工;储能;光伏概念;华为手机;5G;绿色电力,33,13,002547
600623.SH,煤化工概念;丙烯酸;消毒剂;氟化工概念;PVDF概念;新疆振兴;超级品牌;参股券商;上海国企改革;国企改革;锂电池概念;创投;DeepSeek概念;沪股通;芯片概念;融资融券,17,16,600623
002005.SZ,ST板块;横琴新区;人民币贬值受益;家用电器;华为汽车;新能源汽车;MiniLED,33,7,002005
002122.SZ,文化传媒概念;创投;拼多多概念;小红书概念;DeepSeek概念;AI语料;人工智能;数据要素;抖音概念(字节概念);ST板块;智谱AI;网络安全;蚂蚁集团概念;长安汽车概念;新型工业化;高端装备;风电;数据中心(AIDC);东数西算(算力);工业母机;人形机器人,33,21,002122
688355.SH,专精特新;汽车热管理;高端装备;空气能热泵;新型工业化;机器人概念;工业母机;商业航天;高铁;3D打印;大飞机;农机;长安汽车概念;人民币贬值受益;新能源汽车;一带一路;氢能源;HJT电池;融资融券,17,19,688355
000078.SZ,医药电商;仿制药一致性评价;维生素;流感;创新药;ST板块;冷链物流;医疗器械概念;粤港澳大湾区,33,9,000078
000639.SZ,NMN概念;ST板块;网红经济;维生素;体育产业;跨境电商;阿里巴巴概念,33,7,000639
603310.SH,氟化工概念;创投;专精特新;沪股通;融资融券,17,5,603310
600491.SH,PPP概念;装配式建筑;房屋检测;光伏建筑一体化;新型城镇化;ST板块;水利;长三角一体化,22,8,600491
600243.SH,股权转让(并购重组);减速器;ST板块;新型工业化;工业母机;天然气;西部大开发;医疗器械概念,22,8,600243
002109.SZ,煤化工概念;ST板块;国企改革;西部大开发,33,4,002109
605580.SH,培育钻石;第三代半导体;碳交易;绿色电力;芯片概念;固废处理;沪股通,17,7,605580
600458.SH,超级电容;有机硅概念;OLED;锂电池概念;芯片概念;新能源汽车;小米概念;5G;特斯拉概念;高铁;储能;低空经济;氢能源;风电;国企改革;央企国企改革;融资融券;沪股通,17,18,600458
688386.SH,专精特新;消费电子概念;机器人概念;宁德时代概念;低空经济;新能源汽车;智能穿戴;军工;物联网;钙钛矿电池;商业航天;小米汽车;燃料电池;可控核聚变;氢能源;沪股通;融资融券,17,17,688386
300993.SZ,跨境电商;露营经济;智能物流;建筑节能;融资融券,33,5,300993
000698.SZ,丙烯酸;消毒剂;国企改革;ST板块;央企国企改革;POE胶膜,33,6,000698
603906.SH,磷化工;钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;燃料电池;氢能源;储能;一带一路;数字经济;无人机;比亚迪概念;新能源汽车;数据中心(AIDC);液冷服务器;融资融券;沪股通,17,18,603906
600423.SH,煤化工概念;消毒剂;国企改革;西部大开发;ST板块;芯片概念,22,6,600423
603359.SH,生态农业;农业种植;ST板块;乡村振兴;PPP概念;土壤修复;新疆振兴;水利;地下管网;雄安新区;碳交易;新型城镇化;污水处理;碳中和;一带一路;股权转让(并购重组),22,16,603359
601969.SH,天然气;氟化工概念;小金属概念;海南自贸区;金属钴;金属铜;黄金概念;固废处理;乡村振兴;参股银行;参股保险;碳中和;土壤修复;锂电池概念;旅游概念;自由贸易港;创投;沪股通;融资融券,17,19,601969
000909.SZ,ST板块;物业管理;国企改革;共同富裕示范区;换电概念;智慧城市;智慧政务;云办公;充电桩;元宇宙;车联网(车路协同);无人驾驶;5G;消费电子概念,33,14,000909
002175.SZ,股权转让(并购重组);物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念;超级电容,33,11,002175
002360.SZ,民爆概念;ST板块;可降解塑料;光伏概念,33,4,002360
603021.SH,ST板块;地下管网;跨境电商,22,3,603021
603517.SH,ST板块;预制菜;冷链物流,22,3,603517
600581.SH,ST板块;特钢概念;新疆振兴;国企改革;煤炭概念;西部大开发;一带一路;央企国企改革;风电,22,9,600581
002542.SZ,文化传媒概念;地下管网;特色小镇;旅游概念;新型城镇化;PPP概念;新疆振兴;国企改革;一带一路;云计算;ST板块;低空经济;数据中心(AIDC);芯片概念,33,14,002542
002689.SZ,ST板块;中俄贸易概念;工业互联网;风电;机器人概念;航空发动机;机器视觉,33,7,002689
002620.SZ,ST板块;装配式建筑;建筑节能;新型城镇化;光伏建筑一体化;ERP概念;绿色电力;光伏概念,33,8,002620
603630.SH,网红经济;医美概念;创投;DeepSeek概念;沪股通,17,5,603630
603789.SH,生态农业;乡村振兴;共同富裕示范区;新疆振兴;数据要素;ST板块;农机;无人机;机器人概念;无人驾驶,22,10,603789
001322.SZ,养老概念;智能家居;鸿蒙概念;粤港澳大湾区;华为概念;深股通,33,6,001322
000711.SZ,金属锌;小金属概念;金属回收;无人机;物联网;黑龙江自贸区;固废处理;一带一路;ST板块;水利;污水处理;土壤修复;雄安新区;乡村振兴;PPP概念,33,15,000711
002198.SZ,ST板块;仿制药一致性评价;创新药;医药电商;流感;医疗器械概念,33,6,002198
000010.SZ,ST板块;新型城镇化;PPP概念;水利;煤炭概念;抽水蓄能;东数西算(算力),33,7,000010
301022.SZ,小米汽车;PEEK材料;华为汽车;人形机器人;机器人概念;无人驾驶;小米概念;比亚迪概念;新能源汽车;人民币贬值受益;储能;融资融券,33,12,301022
002592.SZ,ST板块;网络游戏;文化传媒概念;西部大开发;细胞免疫治疗;燃料电池;长安汽车概念;汽车热管理;华为汽车;专精特新;军工;新能源汽车;华为概念,33,13,002592
603219.SH,智能家居;家用电器;小米概念;机器人概念;智能穿戴;工业互联网;人民币贬值受益;创投;共同富裕示范区;储能;PCB概念;沪股通,17,12,603219
002634.SZ,ST板块;互联网金融;光伏概念;TOPCON电池,33,4,002634
002569.SZ,ST板块;股权转让(并购重组),33,2,002569
603429.SH,ST板块;烟草;新型烟草(电子烟);储能,22,4,603429
603272.SH,ST板块;共同富裕示范区;工业互联网;长三角一体化;专精特新,22,5,603272
603822.SH,碳中和;长三角一体化;ST板块,22,3,603822
603557.SH,ST板块;三胎概念,22,2,603557
000632.SZ,ST板块;特色小镇;物业管理;国企改革;露营经济;旅游概念;跨境电商;创投;福建自贸区;海峡两岸,33,10,000632
603828.SH,ST板块;光伏建筑一体化;建筑节能;装配式建筑;PPP概念;新型城镇化,22,6,603828
002261.SZ,云计算;华为欧拉;华为昇腾;国产操作系统;华为鲲鹏;华为盘古;智慧政务;信创;虚拟数字人;鸿蒙概念;东数西算(算力);阿里巴巴概念;AI应用;在线教育;蚂蚁集团概念;移动支付;DeepSeek概念;智慧城市;车联网(车路协同);人工智能;手机游戏;智能医疗;物联网;华为概念;托育服务;华为海思概念股;工业互联网;机器人概念;三胎概念;深股通;融资融券,33,31,002261
002977.SZ,军工信息化;卫星导航;军工;商业航天;ST板块;西部大开发;第三代半导体,33,7,002977
603161.SH,华为汽车;长安汽车概念;人民币贬值受益;一带一路;新能源汽车;燃料电池;比亚迪概念;氢能源,17,8,603161
002856.SZ,ST板块;新型城镇化;垃圾分类;国企改革;粤港澳大湾区,33,5,002856
603730.SH,长安汽车概念;特斯拉概念;新能源汽车;比亚迪概念;人民币贬值受益;上海自贸区;沪股通;融资融券,17,8,603730
600624.SH,物业管理;仿制药一致性评价;肝炎概念;ST板块;创投;国企改革;数字经济;量子科技,22,8,600624
600182.SH,黑龙江自贸区;工业互联网,17,2,600182
000571.SZ,海南自贸区;上海自贸区;成飞概念;大飞机;煤炭概念;航空发动机;深股通,33,7,000571
000838.SZ,租售同权;ST板块;固废处理;西部大开发;污水处理;股权转让(并购重组),33,6,000838
600753.SH,ST板块;煤化工概念;换电概念;充电桩,22,4,600753
002656.SZ,ST板块;三胎概念;区块链;智能电网;风电;腾讯概念;新能源汽车;人民币贬值受益;高端装备;虚拟现实;股权转让(并购重组),33,11,002656
600107.SH,ST板块;天然气;储能;医药电商,22,4,600107
002667.SZ,金属铅;金属锌;垃圾分类;小金属概念;磷化工;储能;ST板块;锂电池概念,33,8,002667
