股票代码,code,所属概念,所属概念数量,market_code
601665.SH,601665,融资融券;沪股通,2,17
002927.SZ,002927,商业航天;核电;高压快充;5G;智能电网;数据中心;虚拟电厂;光伏概念;充电桩;储能;比亚迪概念;PCB概念;专精特新;工业互联网;腾讯概念;高铁;数字经济;西部大开发,18,33
000801.SZ,000801,卫星导航;军工信息化;军民融合;商业航天;大飞机;军工;低空经济;无人机;同花顺新质50;WiFi 6;数据要素;华为概念;人工智能;DeepSeek概念;智能座舱;数字经济;专精特新;智能家居;消费电子概念;智能物流;西部大开发;PCB概念;回购增持再贷款概念;国企改革;物业管理;深股通;融资融券,27,33
600099.SH,600099,乡村振兴;国企改革;农机;两轮车;专精特新;央企国企改革;无人驾驶,7,17
002334.SZ,002334,光伏概念;燃料电池;光伏建筑一体化;风电;氢能源;储能;充电桩;换电概念;海工装备;核电;新能源汽车;工业母机;比亚迪概念;新型工业化;人形机器人;机器人概念;液冷服务器;锂电池概念;工业互联网;数据中心;低空经济;粤港澳大湾区;芯片概念;物联网;稀土永磁;百度概念;深股通;融资融券,28,33
601128.SH,601128,沪股通;融资融券,2,17
003007.SZ,003007,云办公;AI应用;华为昇腾;AI智能体;华为鲲鹏;云计算;智慧政务;数据要素;在线教育;算力租赁;6G概念;DeepSeek概念;卫星导航;人工智能;数字经济;东数西算(算力);数字孪生;商业航天;车联网(车路协同);华为概念;京津冀一体化;物联网;数据中心;5G,24,33
601606.SH,601606,兵装重组概念;军民融合;军工;新能源汽车;央企国企改革;国企改革;沪股通;融资融券,8,17
301399.SZ,301399,液冷服务器;空气能热泵;数据中心;家用电器;专精特新;融资融券,6,33
000856.SZ,000856,建筑节能;高端装备;京津冀一体化;机器人概念;水泥概念;国企改革;智能电网,7,33
300486.SZ,300486,数据要素;数字孪生;机器视觉;物联网;智能物流;人工智能;专精特新;DeepSeek概念;新型工业化;数字经济;工业互联网;机器人概念;比亚迪概念;新能源汽车;统一大市场;宁德时代概念;深股通;股权转让(并购重组),18,33
300866.SZ,300866,跨境电商;智能家居;无线充电;人民币贬值受益;AI眼镜;无线耳机;机器人概念;充电桩;消费电子概念;3D打印;安防;储能;芯片概念;人工智能;深股通;融资融券,16,33
300227.SZ,300227,成飞概念;大飞机;军民融合;3D打印;无人机;军工;低空经济;新型工业化;量子科技;粤港澳大湾区;新能源汽车;富士康概念;苹果概念;比亚迪概念;机器视觉;PCB概念;华为概念;医美概念;5G;光纤概念;宁德时代概念;股权转让(并购重组),22,33
002817.SZ,002817,医疗器械概念;专精特新,2,33
002566.SZ,002566,流感;毛发医疗;肝炎概念;农业种植;乡村振兴,5,33
600862.SH,600862,航空发动机;大飞机;商业航天;军工;低空经济;碳纤维;无人机;飞行汽车(eVTOL);高端装备;高铁;央企国企改革;人形机器人;创投;工业母机;国企改革;沪股通;中字头股票;融资融券,18,17
000938.SZ,000938,中国AI 50;国产操作系统;东数西算(算力);数据中心;5G;物联网;阿里巴巴概念;网络安全;WiFi 6;算力租赁;车联网(车路协同);数据安全;抖音概念(字节概念);人工智能;云计算;AI智能体;数字孪生;英伟达概念;DeepSeek概念;智慧政务;数据要素;液冷服务器;机器人概念;芯片概念;智慧城市;国资云;6G概念;AIGC概念;数字乡村;储能;共封装光学(CPO);AI应用;深股通;融资融券,34,33
603687.SH,603687,数字水印;工业互联网;数字孪生;烟草;DeepSeek概念;人工智能;光伏概念;物联网;共同富裕示范区;锂电池概念;ChatGPT概念;钙钛矿电池;AIGC概念,13,17
000703.SZ,000703,可降解塑料;参股银行;回购增持再贷款概念;一带一路;西部大开发;互联网金融;阿里巴巴概念;融资融券;深股通,9,33
300030.SZ,300030,医疗器械概念;细胞免疫治疗;智能医疗;家庭医生;横琴新区;人工智能;PPP概念;DeepSeek概念;数据要素;粤港澳大湾区;云计算;国企改革,12,33
000007.SZ,000007,粤港澳大湾区;物业管理,2,33
601002.SH,601002,核电;长三角一体化;高铁;海峡两岸;新能源汽车;2025年报预增;融资融券,7,17
601798.SH,601798,光热发电;氢能源;碳中和;一带一路;储能;海工装备;西部大开发;央企国企改革;国企改革;专精特新;页岩气;机器人概念;俄乌冲突概念;股权转让(并购重组),14,17
603528.SH,603528,卫星导航;无人驾驶;车联网(车路协同);低空经济;机器视觉;信创;数据安全;鸿蒙概念;物联网;华为鲲鹏;智慧城市;数据要素;人工智能;华为昇腾;DeepSeek概念;机器人概念;在线教育;芯片概念;ChatGPT概念;东数西算(算力);职业教育;专精特新;人形机器人;比亚迪概念;新能源汽车;充电桩;智能电网;高压快充;光伏概念;储能;参股银行;AI应用;沪股通,33,17
300115.SZ,300115,减速器;同花顺果指数;人形机器人;PEEK材料;新型工业化;华为汽车;铜缆高速连接;特斯拉概念;苹果概念;无人机;传感器;卫星导航;MR(混合现实);新能源汽车;机器人概念;消费电子概念;AI手机;3D打印;小米概念;5G;AI眼镜;无线耳机;液冷服务器;燃料电池;芯片概念;宁德时代概念;智能穿戴;AI PC;海峡两岸;华为概念;充电桩;储能;虚拟现实;氢能源;粤港澳大湾区;东数西算(算力);锂电池概念;深股通;融资融券,39,33
600640.SH,600640,短剧游戏;Sora概念(文生视频);虚拟数字人;NFT概念;AIGC概念;文化传媒概念;多模态AI;抖音概念(字节概念);在线教育;手机游戏;智谱AI;元宇宙;AI智能体;空间计算;阿里巴巴概念;云计算;云游戏;IP经济(谷子经济);虚拟现实;人工智能;DeepSeek概念;数字经济;数字孪生;华为概念;旅游概念;创投;机器人概念;AI眼镜;央企国企改革;国企改革;AI应用;融资融券;沪股通,33,17
600697.SH,600697,免税店;冷链物流;物业管理;冰雪产业;旅游概念;跨境电商;体育产业;国企改革;中俄贸易概念;数字经济;阿里巴巴概念;黄金概念,12,17
300678.SZ,300678,脑机接口;多模态AI;AIGC概念;信创;AI智能体;智能医疗;数据安全;华为鲲鹏;阿里巴巴概念;智慧政务;数据要素;网络安全;人工智能;DeepSeek概念;人脸识别;数字经济;安防;智慧城市;华为概念;物联网;智能穿戴;低空经济;医疗器械概念;机器视觉;数据中心;军工;工业互联网;无人驾驶;机器人概念;新型工业化;专精特新;新型烟草(电子烟);烟草;比亚迪概念;西部大开发;国企改革;锂电池概念;融资融券;深股通;中字头股票,40,33
000895.SZ,000895,超级品牌;猪肉;预制菜;养鸡;证金持股;人造肉;统一大市场;深股通;融资融券,9,33
001316.SZ,001316,大飞机;航空发动机;商业航天;低空经济;海峡两岸;AI眼镜;消毒剂;2025年报预增,8,33
300232.SZ,300232,多模态AI;AIGC概念;虚拟数字人;智谱AI;AI智能体;空间计算;元宇宙;百度概念;抖音概念(字节概念);鸿蒙概念;腾讯概念;DeepSeek概念;人工智能;国产操作系统;智慧城市;电子竞技;车联网(车路协同);虚拟现实;足球概念;华为概念;体育产业;物联网;智慧灯杆;MR(混合现实);机器人概念;智能家居;粤港澳大湾区;乡村振兴;MicroLED概念;英伟达概念;柔性屏(折叠屏);MiniLED;第三代半导体;人民币贬值受益;苹果概念;AI应用;深股通;融资融券,38,33
688428.SH,688428,创新药;沪股通;融资融券,3,17
300605.SZ,300605,云办公;Sora概念(文生视频);智慧政务;在线教育;AIGC概念;虚拟数字人;华为鲲鹏;数据要素;数据安全;数字乡村;AI智能体;网络安全;国产操作系统;鸿蒙概念;腾讯概念;智慧城市;语音技术;人脸识别;福建自贸区;人工智能;养老概念;DeepSeek概念;海峡两岸;智能医疗;卫星导航;东数西算(算力);体育产业;新型城镇化;华为概念;无人机;水利;乡村振兴;数据中心;机器视觉;眼科医疗;AI应用,36,33
301133.SZ,301133,毫米波雷达;人形机器人;碳纤维;小米汽车;特斯拉概念;比亚迪概念;无人机;新能源汽车;华为汽车;长安汽车概念;百度概念;融资融券,12,33
603787.SH,603787,共享单车;两轮车;职业教育;DeepSeek概念;华为概念;比亚迪概念;2025年报预增,7,17
603013.SH,603013,汽车热管理;传感器;长安汽车概念;新能源汽车;比亚迪概念;汽车电子;专精特新;燃料电池;氢能源;储能;一带一路;国企改革;沪股通,13,17
605016.SH,605016,代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通,6,17
603315.SH,603315,核电;抽水蓄能;超超临界发电;宁德时代概念;锂电池概念;特钢概念;军工;东数西算(算力);中俄贸易概念;算力租赁;石墨电极;专精特新;俄乌冲突概念,13,17
000066.SZ,000066,AI PC;国产操作系统;信创;华为鲲鹏;数据安全;网络安全;中国AI 50;量子科技;百度概念;东数西算(算力);卫星导航;车联网(车路协同);军民融合;商业航天;5G;智慧城市;华为概念;区块链;军工;数字经济;人工智能;数据中心;DeepSeek概念;汽车电子;芯片概念;消费电子概念;粤港澳大湾区;液冷服务器;海工装备;锂电池概念;智能电网;央企国企改革;国企改革;钠离子电池;深股通;中字头股票;融资融券,37,33
300698.SZ,300698,车联网(车路协同);无人驾驶;网约车;卫星导航;百度概念;物联网;数据要素;华为昇腾;人工智能;智能物流;云计算;DeepSeek概念;比亚迪概念;东数西算(算力);5G;算力租赁;英伟达概念;阿里巴巴概念;数据中心;智能医疗;光纤概念;液冷服务器;一带一路;深股通,24,33
688188.SH,688188,人工智能;机器人概念;专精特新;高端装备;新型工业化;沪股通;融资融券,7,17
002910.SZ,002910,乳业;网红经济;生态农业;宠物经济;乡村振兴;西部大开发;国企改革,7,33
301010.SZ,301010,冰雪产业;碳中和;特斯拉概念;专精特新;建筑节能;数据中心;冷链物流;融资融券,8,33
001217.SZ,001217,染料;煤化工概念;航运概念;化肥,4,33
603080.SH,603080,天然气;氢能源;新疆振兴;西部大开发;股权转让(并购重组),5,17
002142.SZ,002142,证金持股;深股通;融资融券;共同富裕示范区,4,33
603836.SH,603836,中韩自贸区;统一大市场;航运概念;跨境电商;冷链物流;智能物流;中俄贸易概念;一带一路;数字经济;数据要素;拼多多概念;小米概念;无人驾驶;AI智能体,14,17
688299.SH,688299,固态电池;锂电池概念;POE胶膜;专精特新;比亚迪概念;储能;MiniLED;华为概念;DeepSeek概念;沪股通;融资融券,11,17
002835.SZ,002835,人脸识别;安防;智慧城市;物联网;人工智能;数字经济;数据安全;网络安全;人民币贬值受益,9,33
603987.SH,603987,医美概念;辅助生殖;医疗器械概念;专精特新,4,17
300743.SZ,300743,专精特新;人民币贬值受益;回购增持再贷款概念,3,33
600538.SH,600538,眼科医疗;医药电商;消毒剂;基因测序;医疗器械概念;西部大开发;智慧城市,7,17
601328.SH,601328,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,5,17
300219.SZ,300219,柔性屏(折叠屏);MiniLED;MicroLED概念;消费电子概念;粤港澳大湾区;汽车电子;比亚迪概念;新能源汽车;小米概念;长安汽车概念;华为汽车;MR(混合现实);无人机;芯片概念;小米汽车;华为概念;虚拟现实;车联网(车路协同);回购增持再贷款概念;国企改革;光刻机;互联网金融;文化传媒概念;深股通;融资融券,25,33
603319.SH,603319,减速器;人形机器人;汽车热管理;特斯拉概念;长安汽车概念;PEEK材料;汽车电子;新能源汽车;比亚迪概念;机器人概念;智能物流;飞行汽车(eVTOL);无人驾驶;低空经济;一带一路;腾讯概念;期货概念;蚂蚁集团概念;沪股通;融资融券,20,17
002286.SZ,002286,代糖概念;参股银行;中俄贸易概念;合成生物;三胎概念,5,33
002765.SZ,002765,减速器;华为汽车;长安汽车概念;机器人概念;新能源汽车;低空经济;智能座舱;比亚迪概念;军工;汽车电子;虚拟现实;消费电子概念;富士康概念;国企改革;西部大开发;股权转让(并购重组);深股通;融资融券,18,33
600893.SH,600893,国产航母;航空发动机;大飞机;军工;无人机;高端装备;低空经济;央企国企改革;国企改革;西部大开发;同花顺漂亮100;沪股通;融资融券,13,17
002810.SZ,002810,锂电池概念;专精特新;人民币贬值受益;融资融券;深股通,5,33
600671.SH,600671,医疗器械概念;眼科医疗;国企改革;摘帽,4,17
001258.SZ,001258,绿色电力;光热发电;风电;储能;充电桩;新疆振兴;国企改革;西部大开发;2025年报预增;深股通,10,33
002664.SZ,002664,人形机器人;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;汽车电子;机器人概念;小米概念;无人机;低空经济;华为概念;2025年报预增;深股通;融资融券,14,33
002884.SZ,002884,空气能热泵;人民币贬值受益;水利;深股通,4,33
002003.SZ,002003,同花顺出海50;融资融券;深股通,3,33
301388.SZ,301388,充电桩;光伏概念;专精特新;传感器;物联网;融资融券,6,33
000803.SZ,000803,西部大开发;国企改革;数字经济;固废处理;工业互联网;物联网,6,33
300659.SZ,300659,华为鲲鹏;智慧政务;网络安全;华为昇腾;数据安全;信创;军工信息化;数据确权;鸿蒙概念;AI智能体;数字经济;车联网(车路协同);人工智能;DeepSeek概念;低空经济;军工;芯片概念;AI应用,18,33
002687.SZ,002687,创投,1,33
002979.SZ,002979,人形机器人;新型工业化;机器人概念;小米概念;比亚迪概念;低空经济;高端装备;华为概念;富士康概念;专精特新;芯片概念;宁德时代概念;光伏概念;深股通,14,33
300245.SZ,300245,智慧政务;华为鲲鹏;财税数字化;信创;数据要素;ChatGPT概念;区块链;互联网金融;国产操作系统;数字经济;阿里巴巴概念;人脸识别;智慧城市;东数西算(算力);华为概念;数据中心;5G;机器人概念;长三角一体化;深股通;融资融券,21,33
600962.SH,600962,芯片概念;工业互联网;智慧城市;央企国企改革;人民币贬值受益;房屋检测;国企改革;中芯国际概念;沪股通;股权转让(并购重组),10,17
300751.SZ,300751,钙钛矿电池;HJT电池;第三代半导体;MicroLED概念;光伏概念;MiniLED;高端装备;新型工业化;芯片概念;先进封装;OLED;存储芯片;锂电池概念;回购增持再贷款概念;融资融券;深股通,16,33
688244.SH,688244,军工信息化;商业航天;网络安全;军工;数据安全;财税数字化;华为鲲鹏;信创;智谱AI;数据要素;云计算;职业教育;华为概念;人工智能;抖音概念(字节概念);DeepSeek概念;专精特新;AI应用;融资融券,19,17
603725.SH,603725,长安汽车概念;新能源汽车;比亚迪概念;机器人概念;专精特新;创投;装配式建筑,7,17
920405.BJ,920405,工业互联网;融资融券;数据中心;固态电池;储能,5,151
600548.SH,600548,参股券商;深圳国企改革;PPP概念;参股银行;国企改革;固废处理;汽车拆解概念;粤港澳大湾区;风电;沪股通;融资融券;百度概念,12,17
688290.SH,688290,人形机器人;军工信息化;军民融合;军工;核污染防治;可控核聚变;机器人概念;专精特新;核电;DeepSeek概念;沪股通;融资融券,12,17
300079.SZ,300079,知识产权保护;文化传媒概念;数据确权;短剧游戏;NFT概念;Sora概念(文生视频);AI语料;元宇宙;数字水印;AIGC概念;IP经济(谷子经济);区块链;数据安全;AI智能体;网络安全;云计算;数字货币;移动支付;跨境支付(CIPS);人工智能;DeepSeek概念;车联网(车路协同);ETC;互联网金融;安防;华为概念;星闪概念;WiFi 6;无人机;商业航天;5G;华为海思概念股;芯片概念;光纤概念;AI应用;融资融券;深股通,37,33
301202.SZ,301202,液冷服务器;数据中心;光纤概念;机器人概念;东数西算(算力);换电概念;储能;阿里巴巴概念;腾讯概念;深股通;融资融券,11,33
300650.SZ,300650,存储芯片;MiniLED;无线耳机;芯片概念;汽车电子;传感器;5G;海峡两岸;小米概念;比亚迪概念;智慧灯杆;物联网;机器人概念;华为概念;智慧城市;人民币贬值受益;元宇宙,17,33
603982.SH,603982,家用电器;长安汽车概念;一体化压铸;华为汽车;新能源汽车;比亚迪概念;小米汽车;特斯拉概念;减速器;小米概念;宁德时代概念;华为概念;融资融券,13,17
603797.SH,603797,新型城镇化;PPP概念;污水处理;粤港澳大湾区,4,17
603190.SH,603190,一体化压铸;机器人概念;新能源汽车;特斯拉概念;无人驾驶;汽车拆解概念,6,17
603029.SH,603029,供销社;乡村振兴;农机;新疆振兴;专精特新;新型工业化,6,17
603727.SH,603727,俄乌冲突概念;天然气;中俄贸易概念;一带一路;海工装备;京津冀一体化;锂电池概念;融资融券,8,17
603900.SH,603900,黄金概念;IP经济(谷子经济);股权转让(并购重组),3,17
002724.SZ,002724,军工;无人机;核电;智慧灯杆;智慧城市;粤港澳大湾区;证金持股;物联网;深股通,9,33
002813.SZ,002813,车联网(车路协同);无人驾驶;智能座舱;百度概念;星闪概念;数据安全;卫星导航;人工智能;DeepSeek概念;汽车电子;机器人概念,11,33
300467.SZ,300467,网络游戏;手机游戏;腾讯概念;华为概念;文化传媒概念;鸿蒙概念;西部大开发,7,33
603666.SH,603666,脑机接口;医疗器械概念;人形机器人;传感器;机器视觉;新型工业化;机器人概念;专精特新;无人机;人工智能;低空经济;华为概念;智能电网;充电桩;ChatGPT概念;多模态AI;腾讯概念;AIGC概念;沪股通,19,17
601658.SH,601658,国企改革;融资融券;沪股通,3,17
301339.SZ,301339,ETC;车联网(车路协同);智慧城市;数字孪生;移动支付;数字经济;信创;DeepSeek概念;人工智能;数据要素;无人驾驶;智慧政务;华为概念;国资云;长安汽车概念;腾讯概念;阿里巴巴概念;专精特新;旅游概念;国企改革;比亚迪概念;5G;特斯拉概念;AI应用;深股通;融资融券,26,33
300074.SZ,300074,智慧城市;智慧政务;安防;在线教育;DRG/DIP;DeepSeek概念;华为概念;AI智能体;创投;低空经济;无人机;云办公;智能医疗;家庭医生;充电桩;储能;AI应用,17,33
603309.SH,603309,医疗器械概念;人民币贬值受益,2,17
601088.SH,601088,煤炭概念;同花顺中特估100;中字头股票;煤化工概念;证金持股;同花顺漂亮100;央企国企改革;国企改革;沪股通;融资融券;绿色电力,11,17
002847.SZ,002847,融资融券;深股通,2,33
688187.SH,688187,风电;特高压;柔性直流输电;氢能源;光伏概念;储能;央企国企改革;一带一路;海工装备;充电桩;新能源汽车;高铁;第三代半导体;国企改革;长安汽车概念;机器人概念;传感器;国家大基金持股;芯片概念;小米概念;数据中心;可燃冰;无人驾驶;汽车芯片;数据要素;沪股通;融资融券,27,17
300051.SZ,300051,钙钛矿电池;HJT电池;TOPCON电池;Web3.0;云办公;光伏概念;福建自贸区;云计算;智能电网;海峡两岸;储能;钠离子电池,12,33
603288.SH,603288,超级品牌;证金持股;同花顺漂亮100;沪股通;融资融券,5,17
300820.SZ,300820,可控核聚变;第三代半导体;核电;芯片概念;光伏概念;充电桩;专精特新;储能;新能源汽车;TOPCON电池;氢能源;西部大开发;深股通;融资融券,14,33
002418.SZ,002418,液冷服务器;超级电容;石墨烯;锂电池概念;储能;氢能源;动力电池回收;数据中心;充电桩;新能源汽车;空气能热泵;汽车热管理;东数西算(算力);无人驾驶;家用电器;算力租赁,16,33
300203.SZ,300203,PM2.5;食品安全;碳中和;智慧城市;物联网;污水处理;高端装备;垃圾分类;PPP概念;芯片概念;医疗器械概念;回购增持再贷款概念;光刻胶;深股通;融资融券,15,33
600350.SH,600350,参股券商;参股银行;PPP概念;国企改革;智慧城市;回购增持再贷款概念;沪股通;融资融券,8,17
001314.SZ,001314,MR(混合现实);智能音箱;智能穿戴;AI眼镜;物联网;虚拟现实;机器人概念;空间计算;消费电子概念;人工智能;智能家居;专精特新;数字货币;元宇宙;鸿蒙概念;AI PC;粤港澳大湾区;DeepSeek概念;多模态AI;电子竞技;AIGC概念;先进封装;2025年报预增;深股通,24,33
920593.BJ,920593,机器人概念;减速器;医疗器械概念;融资融券;专精特新;人形机器人;3D打印,7,151
002380.SZ,002380,新型工业化;电力物联网;信创;工业互联网;华为概念;机器视觉;人工智能;智慧城市;数据要素;AI智能体;智能电网;数字经济;专精特新;机器人概念;虚拟电厂;核电;光热发电;储能;传感器;碳中和;一带一路;超超临界发电;垃圾分类;AI应用;深股通,25,33
600288.SH,600288,专精特新;机器视觉;机器人概念;无人机;芯片概念;华为概念;量子科技;华为手机;6G概念;宁德时代概念;人工智能;京津冀一体化;太赫兹;数据要素;元宇宙;腾讯概念;智能医疗;眼科医疗;AIGC概念;虚拟数字人;Sora概念(文生视频);期货概念;融资融券;沪股通,24,17
688260.SH,688260,消费电子概念;华为概念;汽车电子;光纤概念;无人驾驶;融资融券,6,17
688322.SH,688322,人形机器人;传感器;新型工业化;新能源汽车;芯片概念;同花顺新质50;智能座舱;机器人概念;消费电子概念;机器视觉;3D打印;专精特新;无人驾驶;英伟达概念;智能物流;华为概念;粤港澳大湾区;虚拟现实;数字孪生;人脸识别;东数西算(算力);移动支付;空间计算;人工智能;MLOps概念;阿里巴巴概念;元宇宙;蚂蚁集团概念;在线教育;虚拟数字人;沪股通;融资融券,32,17
688068.SH,688068,重组蛋白;创新药;智能医疗;肝炎概念;阿尔茨海默概念;医疗器械概念;猴痘概念;人工智能;流感;食品安全;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,14,17
603655.SH,603655,新能源汽车;2025年报预增,2,17
600287.SH,600287,参股银行;跨境电商;参股保险;参股券商;国企改革;一带一路;期货概念;数字经济;人民币贬值受益;摘帽,10,17
601985.SH,601985,中字头股票;央企国企改革;同花顺中特估100;证金持股;国企改革;核电;风电;绿色电力;可控核聚变;机器人概念;DeepSeek概念;储能;光伏概念;钙钛矿电池;沪股通;融资融券,16,17
603109.SH,603109,新能源汽车;数据中心;机器人概念;农机;专精特新;中俄贸易概念;储能;无人机;人民币贬值受益;一带一路;水利;西部大开发;乡村振兴;沪股通,14,17
000917.SZ,000917,网络游戏;文化传媒概念;IP经济(谷子经济);华为概念;物联网;创投;旅游概念;智能家居;露营经济;国企改革;深股通;融资融券,12,33
603985.SH,603985,英伟达概念;东数西算(算力);算力租赁;高端装备;核电;海工装备;DeepSeek概念;风电;国企改革;融资融券;沪股通,11,17
000526.SZ,000526,体育产业;职业教育;在线教育;人工智能;民营医院;DeepSeek概念;福建自贸区;低空经济;海峡两岸;回购增持再贷款概念;深股通,11,33
002027.SZ,002027,文化传媒概念;体育产业;DeepSeek概念;阿里巴巴概念;同花顺漂亮100;深股通;融资融券;同花顺出海50,8,33
603317.SH,603317,西部大开发;融资融券;沪股通,3,17
000893.SZ,000893,化肥;2025年报预增;供销社;一带一路;融资融券;深股通,6,33
002877.SZ,002877,人工智能;工业互联网;新型工业化;专精特新,4,33
688663.SH,688663,华为数字能源;光伏概念;储能;风电;核电;光热发电;可控核聚变;数据中心;稀土永磁;阿里巴巴概念;国企改革;融资融券;股权转让(并购重组),13,17
688035.SH,688035,国家大基金持股;存储芯片;先进封装;PCB概念;液冷服务器;有机硅概念;宁德时代概念;苹果概念;芯片概念;固态电池;无线耳机;消费电子概念;石墨烯;柔性屏(折叠屏);小米概念;光伏概念;专精特新;储能;数据中心;新能源汽车;智能穿戴;高端装备;回购增持再贷款概念;人形机器人;高铁;TOPCON电池;HJT电池;机器人概念;MR(混合现实);华为概念;沪股通;融资融券,32,17
300977.SZ,300977,AI应用;AI语料;数据要素;智慧政务;人工智能;房屋检测;数字经济;智慧城市;装配式建筑;新型城镇化;数据中心;雄安新区;水利;PM2.5;碳中和;融资融券,16,33
300675.SZ,300675,装配式建筑;房屋检测;新型城镇化;深圳国企改革;建筑节能;雄安新区;乡村振兴;水利;国企改革;光伏建筑一体化;碳中和;职业教育;一带一路;智慧城市;粤港澳大湾区;数据要素;区块链;虚拟电厂;智能电网;数据中心,20,33
688326.SH,688326,智能座舱;商业航天;毫米波雷达;无人驾驶;车联网(车路协同);飞行汽车(eVTOL);小米汽车;低空经济;长安汽车概念;汽车电子;华为概念;比亚迪概念;百度概念;机器人概念;DeepSeek概念;虚拟现实;大飞机;新能源汽车;回购增持再贷款概念;汽车热管理;融资融券,21,17
300887.SZ,300887,脑机接口;军工信息化;商业航天;军工;核污染防治;无人机;低空经济;PM2.5;海工装备;房屋检测;5G;机器人概念;人形机器人;京津冀一体化;食品安全;特斯拉概念;医疗器械概念;新能源汽车;储能;碳中和;土壤修复;碳交易;辅助生殖;三胎概念;基因测序;幽门螺杆菌概念;猴痘概念;CRO概念;肝炎概念;深股通;融资融券,31,33
000819.SZ,000819,消毒剂;POE胶膜;国企改革;央企国企改革;深股通;融资融券,6,33
603059.SH,603059,跨境电商;三胎概念;人民币贬值受益;参股银行,4,17
002137.SZ,002137,文化传媒概念;物联网;智能家居;抖音概念(字节概念);汽车电子;粤港澳大湾区;华为概念;数字经济;人民币贬值受益;网红经济;5G;区块链;智能穿戴;消费电子概念;芯片概念;新能源汽车;无线耳机;先进封装;光伏概念;深股通,20,33
603729.SH,603729,文化传媒概念;抖音概念(字节概念);小红书概念;网红经济;数据要素;旅游概念;华为概念;上海自贸区,8,17
603239.SH,603239,华为汽车;人形机器人;长安汽车概念;比亚迪概念;新能源汽车;机器人概念;回购增持再贷款概念;国企改革,8,17
603350.SH,603350,两轮车;机器人概念;传感器;专精特新;融资融券,5,17
688001.SH,688001,芯片概念;人形机器人;OLED;苹果概念;汽车电子;消费电子概念;MicroLED概念;无线耳机;特斯拉概念;智能穿戴;5G;智能音箱;回购增持再贷款概念;沪股通;融资融券,15,17
603499.SH,603499,烟草;存储芯片;芯片概念;上海自贸区;2025年报预增;工业互联网;创投;2025三季报预增;沪股通,9,17
003021.SZ,003021,减速器;人形机器人;华为汽车;新型工业化;新能源汽车;比亚迪概念;机器人概念;小米概念;充电桩;MR(混合现实);5G;华为概念;医疗器械概念;融资融券;深股通,15,33
300621.SZ,300621,装配式建筑;新型城镇化;雄安新区;建筑节能;光伏建筑一体化;横琴新区;粤港澳大湾区;国企改革;华为概念;风电,10,33
600674.SH,600674,证金持股;绿色电力;国企改革;西部大开发;沪股通;融资融券;回购增持再贷款概念,7,17
603706.SH,603706,天然气;新疆振兴;西部大开发,3,17
688579.SH,688579,数据确权;数据要素;智慧政务;信创;区块链;AI智能体;DRG/DIP;虚拟数字人;人工智能;DeepSeek概念;虚拟现实;智能医疗;华为概念;量子科技;国企改革;虚拟电厂;智能电网;AI应用;融资融券,19,17
600803.SH,600803,天然气;煤化工概念;雄安新区;俄乌冲突概念;沪股通;融资融券;氢能源;DeepSeek概念;燃料电池;股权转让(并购重组),10,17
688595.SH,688595,MCU芯片;汽车芯片;AI PC;AI眼镜;芯片概念;消费电子概念;星闪概念;小米概念;传感器;无人机;专精特新;物联网;华为概念;机器人概念;鸿蒙概念;锂电池概念;沪股通;融资融券,18,17
601800.SH,601800,中字头股票;证金持股;同花顺中特估100;参股券商;雄安新区;雅下水电概念;国企改革;水利;央企国企改革;一带一路;风电;高铁;沪股通;融资融券;核电;AI智能体;商业航天,17,17
688622.SH,688622,量子科技;PM2.5;专精特新;粤港澳大湾区;医疗器械概念;碳中和;食品安全;沪股通;融资融券,9,17
300965.SZ,300965,军民融合;卫星导航;军工;无人机;融资融券;摘帽,6,33
920190.BJ,920190,智能穿戴;融资融券;多模态AI;AI智能体;星闪概念;电子竞技;信创;AIGC概念;DeepSeek概念;人工智能;跨境电商;IP经济(谷子经济);WiFi 6;消费电子概念;无线耳机;AI PC;AI眼镜,17,151
002839.SZ,002839,深股通;融资融券,2,33
301558.SZ,301558,AIGC概念;AI智能体;多模态AI;知识产权保护;人工智能;DeepSeek概念;跨境电商;创投;粤港澳大湾区;智能物流;人民币贬值受益;2025年报预增;深股通;融资融券,14,33
301039.SZ,301039,氢能源;冷链物流;统一大市场;高端装备;人民币贬值受益;新能源汽车;智能物流;无人驾驶;华为概念;融资融券;深股通,11,33
300126.SZ,300126,人民币贬值受益,1,33
002590.SZ,002590,华为汽车;小米汽车;无人驾驶;两轮车;飞行汽车(eVTOL);长安汽车概念;毫米波雷达;人形机器人;比亚迪概念;汽车电子;无线充电;低空经济;车联网(车路协同);新能源汽车;机器人概念;小米概念;军工;工业互联网;回购增持再贷款概念;独角兽概念;百度概念;绿色电力;融资融券;深股通,24,33
300334.SZ,300334,净水概念;污水处理;PPP概念;雄安新区;垃圾分类;京津冀一体化,6,33
300554.SZ,300554,光伏概念;第三代半导体;芯片概念;中芯国际概念;股权转让(并购重组),5,33
300696.SZ,300696,成飞概念;航空发动机;大飞机;军民融合;军工;无人机;低空经济;3D打印;创投;西部大开发;融资融券;深股通,12,33
