股票代码,所属概念数量,code,所属概念,market_code
601010.SH,3,601010,证金持股;沪股通;融资融券,17
300662.SZ,11,300662,财税数字化;AI智能体;数据要素;DeepSeek概念;职业教育;人工智能;京津冀一体化;华为概念;雄安新区;AI应用;深股通,33
688595.SH,18,688595,MCU芯片;汽车芯片;AI PC;芯片概念;AI眼镜;消费电子概念;小米概念;星闪概念;传感器;无人机;专精特新;物联网;华为概念;机器人概念;鸿蒙概念;锂电池概念;沪股通;融资融券,17
300747.SZ,21,300747,商业航天;无人机;低空经济;航空发动机;3D打印;芯片概念;5G;高端装备;数字水印;光纤概念;OLED;先进封装;工业母机;光伏概念;新能源汽车;PCB概念;风电;央企国企改革;国企改革;融资融券;深股通,33
301066.SZ,9,301066,AIGC概念;AI智能体;NFT概念;数字经济;人工智能;跨境电商;创投;共同富裕示范区;融资融券,33
605099.SH,4,605099,足球概念;体育产业;人民币贬值受益;沪股通,17
300935.SZ,18,300935,房屋检测;建筑节能;装配式建筑;新型城镇化;一带一路;光伏概念;AI应用;数据中心;空间计算;职业教育;数字孪生;人工智能;DeepSeek概念;数据要素;信创;AI智能体;风电;融资融券,33
600037.SH,14,600037,文化传媒概念;云游戏;国资云;DeepSeek概念;智慧城市;华为概念;国企改革;物联网;数据中心;央企国企改革;证金持股;5G;融资融券;沪股通,17
688757.SH,9,688757,科创次新股;注册制次新股;先进封装;存储芯片;光刻胶;芯片概念;新能源汽车;新股与次新股;融资融券,17
920273.BJ,6,920273,海峡两岸;乡村振兴;预制菜;专精特新;宠物经济;融资融券,151
301608.SZ,22,301608,移动支付;人工智能;车联网(车路协同);腾讯概念;物联网;DeepSeek概念;百度概念;蚂蚁集团概念;共享单车;智能穿戴;无人驾驶;智能家居;汽车电子;换电概念;智能物流;网约车;专精特新;卫星导航;消费电子概念;两轮车;深股通;融资融券,33
920123.BJ,4,920123,融资融券;合成生物;DeepSeek概念;医美概念,151
601702.SH,6,601702,特斯拉概念;新能源汽车;比亚迪概念;专精特新;融资融券;沪股通,17
601058.SH,10,601058,同花顺出海50;沪股通;回购增持再贷款概念;小米汽车;人民币贬值受益;比亚迪概念;长安汽车概念;小米概念;DeepSeek概念;融资融券,17
600662.SH,13,600662,AI应用;云办公;AI智能体;财税数字化;职业教育;智慧政务;DeepSeek概念;上海国企改革;人工智能;统一大市场;国企改革;融资融券;沪股通,17
000880.SZ,6,000880,数据中心;海工装备;中国AI 50;国企改革;融资融券;深股通,33
300475.SZ,12,300475,存储芯片;芯片概念;2025年报预增;数据中心;人民币贬值受益;抖音概念(字节概念);腾讯概念;阿里巴巴概念;粤港澳大湾区;家用电器;深股通;融资融券,33
300408.SZ,10,300408,共封装光学(CPO);光纤概念;消费电子概念;5G;燃料电池;小米概念;华为概念;深股通;证金持股;融资融券,33
688589.SH,19,688589,MCU芯片;芯片概念;中芯国际概念;传感器;5G;专精特新;智能家居;物联网;粤港澳大湾区;高铁;卫星导航;智慧灯杆;光伏概念;电力物联网;智慧城市;人工智能;智能电网;阿里巴巴概念;融资融券,17
603288.SH,5,603288,超级品牌;证金持股;同花顺漂亮100;沪股通;融资融券,17
603515.SH,8,603515,超级品牌;智能家居;智慧灯杆;智慧城市;沪股通;鸿蒙概念;华为概念;融资融券,17
688053.SH,7,688053,商业航天;卫星导航;军工;芯片概念;西部大开发;存储芯片;ST板块,22
300426.SZ,11,300426,短剧游戏;文化传媒概念;AIGC概念;NFT概念;抖音概念(字节概念);阿里巴巴概念;IP经济(谷子经济);人工智能;DeepSeek概念;国企改革;AI应用,33
688192.SH,3,688192,创新药;沪股通;融资融券,17
001229.SZ,15,001229,智慧政务;安防;在线教育;智慧城市;信创;军工信息化;车联网(车路协同);数字经济;人工智能;商业航天;粤港澳大湾区;专精特新;芯片概念;智能电网;AI应用,33
000987.SZ,14,000987,独角兽概念;化债概念(AMC概念);2025三季报预增;期货概念;创投;参股券商;风电;国企改革;绿色电力;2025年报预增;乡村振兴;粤港澳大湾区;深股通;融资融券,33
688363.SH,7,688363,重组蛋白;创新药;医美概念;合成生物;2025年报预增;沪股通;融资融券,17
002389.SZ,15,002389,军民融合;军工;无人机;低空经济;碳纤维;人工智能;智能物流;央企国企改革;柔性屏(折叠屏);MiniLED;光伏概念;国企改革;人民币贬值受益;深股通;融资融券,33
300850.SZ,7,300850,2025年报预增;风电;海工装备;高端装备;绿色电力;融资融券;深股通,33
002712.SZ,23,002712,小红书概念;短剧游戏;快手概念;虚拟数字人;AIGC概念;智谱AI;文化传媒概念;抖音概念(字节概念);知识产权保护;网络游戏;腾讯概念;百度概念;网红经济;阿里巴巴概念;IP经济(谷子经济);人工智能;华为概念;旅游概念;创投;国企改革;AI应用;小米概念;苹果概念,33
600320.SH,12,600320,海工装备;风电;央企国企改革;高端装备;核电;一带一路;国企改革;自由贸易港;机器人概念;海峡两岸;融资融券;沪股通,17
601019.SH,7,601019,文化传媒概念;职业教育;DeepSeek概念;人工智能;国企改革;沪股通;融资融券,17
301305.SZ,15,301305,生物质能发电;PPP概念;碳交易;固废处理;三胎概念;碳中和;垃圾分类;可降解塑料;合成生物;粤港澳大湾区;绿色电力;创新药;人工智能;深股通;融资融券,33
605198.SH,3,605198,人民币贬值受益;乡村振兴;沪股通,17
002561.SZ,4,002561,物业管理;乡村振兴;国企改革;融资融券,33
300133.SZ,30,300133,Sora概念(文生视频);短剧游戏;智谱AI;AI语料;多模态AI;虚拟数字人;AIGC概念;抖音概念(字节概念);AI智能体;NFT概念;知识产权保护;手机游戏;文化传媒概念;百度概念;元宇宙;腾讯概念;阿里巴巴概念;数据要素;算力租赁;东数西算(算力);DeepSeek概念;IP经济(谷子经济);人工智能;网红经济;华为概念;旅游概念;冰雪产业;AI应用;融资融券;深股通,33
688535.SH,12,688535,存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;专精特新;光伏概念;华为概念;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,17
300271.SZ,27,300271,智谱AI;ChatGPT概念;DRG/DIP;在线教育;数据确权;AI智能体;华为鲲鹏;财税数字化;智慧政务;百度概念;抖音概念(字节概念);蚂蚁集团概念;数据要素;区块链;数据安全;阿里巴巴概念;信创;腾讯概念;职业教育;DeepSeek概念;人工智能;互联网金融;语音技术;华为概念;AI应用;深股通;融资融券,33
300842.SZ,14,300842,BC电池;HJT电池;TOPCON电池;钙钛矿电池;存储芯片;第三代半导体;光伏概念;芯片概念;专精特新;汽车电子;新能源汽车;商业航天;深股通;融资融券,33
605111.SH,19,605111,汽车芯片;第三代半导体;先进封装;芯片概念;汽车电子;无人机;光伏概念;比亚迪概念;数据中心;专精特新;新能源汽车;东数西算(算力);无人驾驶;低空经济;机器人概念;宁德时代概念;充电桩;融资融券;沪股通,17
601668.SH,18,601668,中字头股票;同花顺中特估100;证金持股;装配式建筑;PPP概念;新型城镇化;地下管网;国企改革;央企国企改革;绿色电力;水利;一带一路;沪股通;融资融券;风电;回购增持再贷款概念;数字孪生;核电,17
002615.SZ,16,002615,露营经济;共同富裕示范区;三胎概念;一带一路;跨境电商;体育产业;智能家居;回购增持再贷款概念;人民币贬值受益;IP经济(谷子经济);网红经济;数字经济;华为概念;NFT概念;星闪概念;鸿蒙概念,33
688387.SH,20,688387,卫星导航;商业航天;6G概念;网络安全;低空经济;车联网(车路协同);人工智能;DeepSeek概念;东数西算(算力);机器视觉;物联网;工业互联网;5G;专精特新;芯片概念;AI应用;央企国企改革;国企改革;沪股通;融资融券,17
688153.SH,20,688153,汽车芯片;WiFi 6;星闪概念;卫星导航;芯片概念;5G;消费电子概念;无人机;小米概念;低空经济;汽车电子;机器人概念;专精特新;比亚迪概念;新能源汽车;人民币贬值受益;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,17
002292.SZ,20,002292,多模态AI;虚拟数字人;ChatGPT概念;手机游戏;NFT概念;网络游戏;元宇宙;文化传媒概念;腾讯概念;独角兽概念;IP经济(谷子经济);人工智能;虚拟现实;跨境电商;智能穿戴;乡村振兴;三胎概念;回购增持再贷款概念;深股通;融资融券,33
600523.SH,22,600523,成飞概念;军民融合;航空发动机;军工;低空经济;高端装备;央企国企改革;华为汽车;长安汽车概念;汽车热管理;传感器;小米汽车;国企改革;新能源汽车;比亚迪概念;华为概念;西部大开发;小米概念;储能;华为数字能源;融资融券;沪股通,17
603888.SH,27,603888,Sora概念(文生视频);AI语料;AIGC概念;AI应用;知识产权保护;多模态AI;虚拟数字人;Web3.0;AI智能体;文化传媒概念;数据确权;云计算;在线教育;阿里巴巴概念;数据要素;数据安全;元宇宙;区块链;DeepSeek概念;人工智能;数字经济;京津冀一体化;创投;乡村振兴;国企改革;沪股通;融资融券,17
002016.SZ,9,002016,物业管理;广东自贸区;国企改革;一带一路;粤港澳大湾区;海工装备;深股通;融资融券;2025年报预增,33
605167.SH,8,605167,氢能源;核电;海工装备;新型工业化;中俄贸易概念;固废处理;一带一路;天然气,17
002003.SZ,3,002003,同花顺出海50;融资融券;深股通,33
920790.BJ,15,920790,AI应用;手机游戏;数据要素;DeepSeek概念;人民币贬值受益;电力物联网;互联网金融;乡村振兴;智慧城市;水利;融资融券;储能;车联网(车路协同);云办公;数字乡村,151
688220.SH,20,688220,汽车芯片;WiFi 6;星闪概念;AI眼镜;芯片概念;5G;智能穿戴;小米概念;消费电子概念;6G概念;阿里巴巴概念;卫星导航;物联网;车联网(车路协同);人工智能;商业航天;专精特新;人民币贬值受益;沪股通;融资融券,17
002138.SZ,25,002138,PCB概念;汽车电子;芯片概念;5G;无线充电;消费电子概念;AI眼镜;小米概念;传感器;智能穿戴;数据中心;新能源汽车;无人机;华为概念;6G概念;物联网;储能;光伏概念;燃料电池;回购增持再贷款概念;移动支付;创投;固态电池;深股通;融资融券,33
300699.SZ,17,300699,大飞机;商业航天;碳纤维;卫星导航;军民融合;军工;低空经济;无人机;PEEK材料;高铁;消费电子概念;光伏概念;风电;氢能源;体育产业;深股通;融资融券,33
300469.SZ,23,300469,卫星导航;无人驾驶;车联网(车路协同);信创;人工智能;云计算;数字乡村;数据要素;AI智能体;阿里巴巴概念;DeepSeek概念;腾讯概念;智慧城市;食品安全;工业大麻;智慧政务;区块链;数字经济;AI应用;冷链物流;深股通;融资融券;股权转让(并购重组),33
603516.SH,14,603516,液冷服务器;同花顺新质50;MR(混合现实);华为概念;芯片概念;星闪概念;虚拟现实;军工信息化;安防;2025年报预增;人工智能;智慧城市;融资融券;沪股通,17
603083.SH,14,603083,共封装光学(CPO);F5G概念;WiFi 6;液冷服务器;5G;华为概念;2025年报预增;人民币贬值受益;物联网;智能家居;工业互联网;一带一路;沪股通;融资融券,17
600059.SH,8,600059,白酒概念;超级品牌;乡村振兴;跨境电商;国企改革;融资融券;回购增持再贷款概念;沪股通,17
603871.SH,8,603871,统一大市场;PPP概念;一带一路;冷链物流;中俄贸易概念;智能物流;沪股通;融资融券,17
000733.SZ,21,000733,军民融合;商业航天;大飞机;军工;卫星导航;第三代半导体;低空经济;芯片概念;飞行汽车(eVTOL);比亚迪概念;新能源汽车;华为概念;储能;超级电容;央企国企改革;西部大开发;锂电池概念;国企改革;参股券商;深股通;融资融券,33
600418.SH,15,600418,智能座舱;华为汽车;新能源汽车;低空经济;飞行汽车(eVTOL);无人驾驶;华为概念;车联网(车路协同);工业互联网;换电概念;DeepSeek概念;国企改革;沪股通;融资融券;百度概念,17
600172.SH,8,600172,培育钻石;第三代半导体;物业管理;回购增持再贷款概念;国企改革;旅游概念;沪股通;融资融券,17
002110.SZ,8,002110,特钢概念;海峡两岸;国企改革;旅游概念;核电;数据中心;深股通;融资融券,33
002930.SZ,6,002930,粤港澳大湾区;东数西算(算力);智能物流;统一大市场;融资融券;深股通,33
300302.SZ,13,300302,存储芯片;芯片概念;专精特新;卫星导航;数据中心;数据安全;军工信息化;信创;云计算;军工;国产操作系统;深股通;融资融券,33
000917.SZ,12,000917,网络游戏;文化传媒概念;IP经济(谷子经济);华为概念;物联网;创投;旅游概念;智能家居;露营经济;国企改革;深股通;融资融券,33
600825.SH,9,600825,文化传媒概念;AI语料;独角兽概念;无人零售;创投;国企改革;上海国企改革;融资融券;沪股通,17
601608.SH,24,601608,国产航母;大飞机;商业航天;军工;海工装备;高端装备;核电;光伏概念;减速器;风电;新型工业化;一带一路;工业互联网;机器人概念;人形机器人;华为概念;国企改革;一体化压铸;F5G概念;人工智能;同花顺中特估100;融资融券;沪股通;中字头股票,17
601619.SH,9,601619,智能电网;风电;储能;绿色电力;回购增持再贷款概念;碳交易;西部大开发;沪股通;融资融券,17
603989.SH,16,603989,新能源汽车;比亚迪概念;充电桩;高压快充;5G;储能;液冷服务器;机器人概念;数据中心;低空经济;军工;华为概念;固态电池;新疆振兴;沪股通;融资融券,17
301021.SZ,18,301021,先进封装;第三代半导体;MicroLED概念;PCB概念;培育钻石;芯片概念;BC电池;消费电子概念;TOPCON电池;3D打印;2025年报预增;光伏概念;高端装备;CRO概念;医疗器械概念;钙钛矿电池;深股通;融资融券,33
000856.SZ,7,000856,建筑节能;高端装备;京津冀一体化;机器人概念;智能电网;水泥概念;国企改革,33
301052.SZ,12,301052,AIGC概念;文化传媒概念;数据要素;元宇宙;IP经济(谷子经济);数字经济;网红经济;人工智能;三胎概念;AI应用;深股通;融资融券,33
605090.SH,19,605090,商业航天;低空经济;数字经济;DeepSeek概念;创投;氢能源;粤港澳大湾区;芯片概念;智能物流;新疆振兴;绿色电力;天然气;回购增持再贷款概念;页岩气;航运概念;俄乌冲突概念;煤化工概念;融资融券;沪股通,17
301308.SZ,23,301308,存储芯片;国家大基金持股;先进封装;AI手机;AI PC;EDR概念;2025年报预增;芯片概念;AI眼镜;消费电子概念;智能穿戴;智能座舱;小米概念;专精特新;小米汽车;数据中心;人民币贬值受益;华为概念;机器人概念;信创;华为鲲鹏;深股通;融资融券,33
002047.SZ,14,002047,ST板块;股权转让(并购重组);光伏建筑一体化;横琴新区;风电;装配式建筑;粤港澳大湾区;一带一路;智能穿戴;AI眼镜;国企改革;智慧城市;虚拟现实;元宇宙,33
600159.SH,2,600159,国企改革;京津冀一体化,17
000603.SZ,9,000603,金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;文化传媒概念;深股通;融资融券,33
600755.SH,22,600755,海峡两岸;福建自贸区;统一大市场;航运概念;参股银行;中俄贸易概念;国企改革;参股券商;锂电池概念;一带一路;动力电池回收;期货概念;回购增持再贷款概念;养老概念;风电;华为数字能源;医疗器械概念;DeepSeek概念;智能医疗;小金属概念;沪股通;融资融券,17
603868.SH,4,603868,家用电器;短剧游戏;沪股通;融资融券,17
300301.SZ,5,300301,ST板块;跨境电商;PPP概念;储能;人民币贬值受益,33
300820.SZ,14,300820,可控核聚变;核电;第三代半导体;光伏概念;充电桩;芯片概念;专精特新;储能;新能源汽车;TOPCON电池;氢能源;西部大开发;深股通;融资融券,33
001212.SZ,8,001212,先进封装;芯片概念;有机硅概念;粤港澳大湾区;回购增持再贷款概念;装配式建筑;深股通;股权转让(并购重组),33
920207.BJ,30,920207,AI应用;AI智能体;虚拟现实;融资融券;空间计算;虚拟数字人;职业教育;智能医疗;数字经济;华为概念;智慧城市;芯片概念;智慧政务;元宇宙;多模态AI;网络安全;数字孪生;信创;数据要素;数据中心;数据安全;华为鲲鹏;鸿蒙概念;华为昇腾;人工智能;东数西算(算力);DeepSeek概念;云计算;AIGC概念;专精特新,151
688295.SH,12,688295,碳纤维;大飞机;低空经济;飞行汽车(eVTOL);专精特新;机器人概念;氢能源;风电;国企改革;沪股通;中字头股票;融资融券,17
002446.SZ,20,002446,太赫兹;军工信息化;6G概念;卫星导航;商业航天;军民融合;车联网(车路协同);军工;毫米波雷达;5G;华为概念;无人驾驶;物联网;芯片概念;汽车电子;粤港澳大湾区;回购增持再贷款概念;智能电网;深股通;融资融券,33
300733.SZ,15,300733,成飞概念;航空发动机;大飞机;军民融合;军工;无人机;机器人概念;长安汽车概念;新能源汽车;比亚迪概念;小米概念;氢能源;西部大开发;2025年报预增;深股通,33
301678.SZ,9,301678,芯片概念;消费电子概念;专精特新;注册制次新股;物联网;人工智能;深股通;新股与次新股;融资融券,33
301053.SZ,4,301053,新型工业化;专精特新;一带一路;融资融券,33
000681.SZ,27,000681,Sora概念(文生视频);快手概念;AI语料;智谱AI;AIGC概念;多模态AI;知识产权保护;AI应用;NFT概念;文化传媒概念;AI智能体;抖音概念(字节概念);数据确权;百度概念;腾讯概念;阿里巴巴概念;数据要素;鸿蒙概念;区块链;数字水印;人工智能;DeepSeek概念;虚拟现实;华为概念;小米概念;深股通;融资融券,33
301310.SZ,17,301310,新能源汽车;比亚迪概念;飞行汽车(eVTOL);人形机器人;机器人概念;充电桩;专精特新;高压快充;军工;储能;核电;宁德时代概念;光伏概念;可控核聚变;创投;深股通;融资融券,33
300560.SZ,31,300560,福建自贸区;海峡两岸;电子身份证;智慧政务;网络安全;数字乡村;安防;智慧城市;算力租赁;军工;数字经济;东数西算(算力);元宇宙;AI智能体;抖音概念(字节概念);云计算;人工智能;车联网(车路协同);物联网;垃圾分类;华为概念;水利;5G;机器视觉;乡村振兴;智能穿戴;AI眼镜;机器人概念;一带一路;英伟达概念;AI应用,33
002271.SZ,28,002271,房屋检测;高股息精选;装配式建筑;建筑节能;同花顺中特估100;地下管网;光伏建筑一体化;新型城镇化;冰雪产业;雄安新区;同花顺漂亮100;乡村振兴;海工装备;回购增持再贷款概念;一带一路;绿色电力;水利;数字经济;石墨烯;高铁;核电;光伏概念;抽水蓄能;储能;充电桩;数据中心;深股通;融资融券,33
920119.BJ,5,920119,智能物流;高端装备;固态电池;新股与次新股;融资融券,151
688455.SH,6,688455,专精特新;储能;机器人概念;智能物流;跨境电商;融资融券,17
603319.SH,20,603319,减速器;人形机器人;PEEK材料;汽车热管理;特斯拉概念;长安汽车概念;新能源汽车;比亚迪概念;汽车电子;机器人概念;飞行汽车(eVTOL);无人驾驶;智能物流;低空经济;一带一路;腾讯概念;蚂蚁集团概念;期货概念;沪股通;融资融券,17
688375.SH,18,688375,军工信息化;卫星导航;商业航天;6G概念;军民融合;DeepSeek概念;军工;无人机;毫米波雷达;5G;芯片概念;央企国企改革;第三代半导体;国企改革;回购增持再贷款概念;先进封装;沪股通;融资融券,17
600569.SH,6,600569,特钢概念;国企改革;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,17
600638.SH,6,600638,租售同权;物业管理;国企改革;互联网金融;信托概念;期货概念,17
300319.SZ,22,300319,汽车电子;AI眼镜;5G;小米概念;消费电子概念;智能穿戴;芯片概念;无人机;英伟达概念;人形机器人;比亚迪概念;新能源汽车;充电桩;储能;华为概念;粤港澳大湾区;东数西算(算力);深圳国企改革;国企改革;阿里巴巴概念;融资融券;深股通,33
600315.SH,6,600315,三胎概念;跨境电商;合成生物;消毒剂;沪股通;融资融券,17
688525.SH,20,688525,国家大基金持股;存储芯片;先进封装;汽车芯片;AI PC;AI手机;芯片概念;2025年报预增;AI眼镜;消费电子概念;智能穿戴;小米概念;专精特新;数据中心;机器人概念;华为概念;信创;阿里巴巴概念;沪股通;融资融券,17
002203.SZ,15,002203,金属铜;小金属概念;金属镍;钒电池;华为概念;液冷服务器;回购增持再贷款概念;锂电池概念;固态电池;PET铜箔;特斯拉概念;深股通;融资融券;绿色电力;参股银行,33
300153.SZ,14,300153,数据中心;华为概念;核电;专精特新;阿里巴巴概念;储能;腾讯概念;百度概念;长三角一体化;一带一路;锂电池概念;互联网金融;融资融券;深股通,33
000860.SZ,5,000860,白酒概念;猪肉;国企改革;深股通;融资融券,33
605006.SH,3,605006,PCB概念;风电;国企改革,17
688327.SH,39,688327,ChatGPT概念;华为昇腾;多模态AI;云计算;华为欧拉;AIGC概念;AI智能体;信创;智慧政务;虚拟数字人;数据确权;网络安全;鸿蒙概念;元宇宙;算力租赁;区块链;东数西算(算力);跨境支付(CIPS);DeepSeek概念;人脸识别;人工智能;互联网金融;车联网(车路协同);智慧城市;华为概念;智能医疗;机器视觉;AI PC;无人驾驶;无人零售;芯片概念;机器人概念;专精特新;养老概念;人形机器人;智能电网;AI应用;沪股通;融资融券,17
300669.SZ,2,300669,专精特新;深股通,33
000564.SZ,17,000564,自由贸易港;物业管理;统一大市场;农村电商;冷链物流;供销社;乡村振兴;跨境电商;IP经济(谷子经济);新疆振兴;无人零售;网红经济;西部大开发;百度概念;军民融合;深股通;融资融券,33
600399.SH,9,600399,商业航天;大飞机;航空发动机;军工;特钢概念;核电;回购增持再贷款概念;沪股通;融资融券,17
301286.SZ,12,301286,成飞概念;军民融合;军工;芯片概念;雅下水电概念;华为概念;宁德时代概念;西部大开发;2025年报预增;医疗器械概念;深股通;融资融券,33
000423.SZ,11,000423,超级品牌;农业种植;预制菜;旅游概念;国企改革;央企国企改革;乡村振兴;数字经济;深股通;融资融券;华为概念,33
600313.SH,14,600313,转基因;大豆;玉米;粮食概念;土地流转;农业种植;化肥;乡村振兴;国企改革;央企国企改革;一带一路;2025年报预增;沪股通;融资融券,17
600675.SH,8,600675,物业管理;土地流转;上海国企改革;国企改革;预制菜;乡村振兴;沪股通;融资融券,17
002046.SZ,21,002046,卫星导航;商业航天;军民融合;大飞机;军工;无人机;核电;培育钻石;高端装备;第三代半导体;机器人概念;芯片概念;风电;新能源汽车;智能医疗;工业母机;央企国企改革;国企改革;中芯国际概念;深股通;融资融券,33
301371.SZ,9,301371,网红经济;医疗器械概念;医美概念;黑龙江自贸区;重组蛋白;合成生物;NMN概念;深股通;融资融券,33
603005.SH,16,603005,汽车芯片;先进封装;光刻机;第三代半导体;芯片概念;汽车电子;消费电子概念;传感器;光刻胶;新能源汽车;人民币贬值受益;虚拟现实;华为概念;长三角一体化;沪股通;融资融券,17
002230.SZ,46,002230,AI语料;多模态AI;ChatGPT概念;AIGC概念;虚拟数字人;AI智能体;云计算;互联网保险;华为昇腾;数据要素;在线教育;智慧政务;元宇宙;阿里巴巴概念;中国AI 50;语音技术;DeepSeek概念;智能医疗;家庭医生;人工智能;人脸识别;独角兽概念;东数西算(算力);脑机接口;数字孪生;智慧城市;车联网(车路协同);华为概念;AI应用;智能音箱;量子科技;机器视觉;工业互联网;智能穿戴;AI手机;智能座舱;无线耳机;机器人概念;智能家居;人形机器人;眼科医疗;消费电子概念;同花顺漂亮100;雄安新区;深股通;融资融券,33
605577.SH,7,605577,文化传媒概念;IP经济(谷子经济);在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,17
300687.SZ,27,300687,华为盘古;财税数字化;ChatGPT概念;多模态AI;华为昇腾;华为欧拉;ERP概念;华为鲲鹏;AIGC概念;AI智能体;信创;鸿蒙概念;人工智能;DeepSeek概念;智能医疗;华为概念;C2M概念;工业互联网;新型工业化;创投;机器人概念;粤港澳大湾区;PCB概念;宁德时代概念;AI应用;融资融券;深股通,33
920026.BJ,14,920026,比亚迪概念;融资融券;新能源汽车;芯片概念;光伏概念;MR(混合现实);消费电子概念;机器人概念;AI眼镜;专精特新;机器视觉;富士康概念;特斯拉概念;苹果概念,151
600657.SH,9,600657,物业管理;参股保险;化债概念(AMC概念);证金持股;国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券,17
000523.SZ,10,000523,广东自贸区;啤酒概念;物业管理;代糖概念;国企改革;创投;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通,33
603136.SH,2,603136,旅游概念;国企改革,17
600610.SH,5,600610,国企改革;西部大开发;沪股通;中字头股票;融资融券,17
002791.SZ,9,002791,光伏建筑一体化;雄安新区;垃圾分类;海峡两岸;智能家居;粤港澳大湾区;光伏概念;融资融券;深股通,33
920227.BJ,7,920227,AI应用;融资融券;拼多多概念;ERP概念;抖音概念(字节概念);小红书概念;阿里巴巴概念,151
000878.SZ,9,000878,黄金概念;金属铜;小金属概念;期货概念;西部大开发;央企国企改革;国企改革;深股通;融资融券,33
688273.SH,12,688273,脑机接口;智能医疗;医美概念;医疗器械概念;人工智能;辅助生殖;AI智能体;DeepSeek概念;机器人概念;专精特新;三胎概念;融资融券,17
000551.SZ,25,000551,PM2.5;商业航天;军民融合;军工;中芯国际概念;芯片概念;无人驾驶;家用电器;机器人概念;空气能热泵;新能源汽车;氢能源;特高压;特斯拉概念;创投;减速器;一带一路;污水处理;职业教育;国企改革;参股银行;期货概念;猴痘概念;融资融券;深股通,33
002225.SZ,8,002225,俄乌冲突概念;碳中和;中俄贸易概念;氢能源;小金属概念;燃料电池;证金持股;深股通,33
603950.SH,8,603950,一体化压铸;汽车电子;飞行汽车(eVTOL);新能源汽车;比亚迪概念;低空经济;2025年报预增;沪股通,17
603230.SH,4,603230,文化传媒概念;西部大开发;国企改革;沪股通,17
688319.SH,8,688319,幽门螺杆菌概念;创新药;生物疫苗;流感;西部大开发;专精特新;沪股通;融资融券,17
601698.SH,12,601698,商业航天;6G概念;同花顺新质50;军工;低空经济;央企国企改革;中字头股票;一带一路;国企改革;同花顺中特估100;沪股通;融资融券,17
000528.SZ,19,000528,雅下水电概念;回购增持再贷款概念;海工装备;国企改革;一带一路;水利;核电;西部大开发;农机;新疆振兴;中俄贸易概念;风电;高端装备;无人驾驶;新型城镇化;机器人概念;DeepSeek概念;深股通;融资融券,33
301086.SZ,18,301086,富士康概念;液冷服务器;苹果概念;消费电子概念;工业母机;华为数字能源;汽车热管理;新能源汽车;专精特新;新型工业化;锂电池概念;储能;华为概念;虚拟现实;回购增持再贷款概念;机器人概念;深股通;融资融券,33
000425.SZ,13,000425,同花顺出海50;雅下水电概念;证金持股;国企改革;高端装备;一带一路;农机;军工;工业互联网;无人驾驶;机器人概念;深股通;融资融券,33
600588.SH,29,600588,ChatGPT概念;AIGC概念;ERP概念;AI智能体;财税数字化;华为鲲鹏;AI应用;云计算;智慧政务;阿里巴巴概念;信创;鸿蒙概念;区块链;网络安全;智能医疗;DeepSeek概念;数字经济;中国AI 50;人工智能;互联网金融;华为概念;工业互联网;机器人概念;参股保险;参股银行;同花顺漂亮100;证金持股;沪股通;融资融券,17
002156.SZ,25,002156,国家大基金持股;存储芯片;先进封装;汽车芯片;第三代半导体;共封装光学(CPO);芯片概念;华为海思概念股;AI PC;消费电子概念;汽车电子;2025年报预增;智能座舱;智能穿戴;传感器;特斯拉概念;毫米波雷达;比亚迪概念;同花顺新质50;人民币贬值受益;物联网;海峡两岸;创投;深股通;融资融券,33
300856.SZ,3,300856,人民币贬值受益;融资融券;深股通,33
002975.SZ,38,002975,存储芯片;富士康概念;2025年报预增;PCB概念;苹果概念;液冷服务器;无线耳机;AI眼镜;消费电子概念;芯片概念;英伟达概念;汽车电子;新型烟草(电子烟);比亚迪概念;小米概念;特斯拉概念;毫米波雷达;工业母机;智能座舱;人形机器人;5G;新能源汽车;MR(混合现实);新型工业化;机器视觉;机器人概念;减速器;无人驾驶;粤港澳大湾区;华为概念;虚拟现实;高端装备;一带一路;横琴新区;人工智能;阿里巴巴概念;腾讯概念;深股通,33
688449.SH,5,688449,存储芯片;汽车芯片;芯片概念;沪股通;融资融券,17
601519.SH,7,601519,互联网金融;鸿蒙概念;数据中心;AI应用;股权转让(并购重组);沪股通;融资融券,17
920876.BJ,18,920876,2025年报预增;在线教育;移动支付;融资融券;数字经济;芯片概念;安防;人工智能;智能家居;鸿蒙概念;信创;智慧政务;物联网;机器人概念;消费电子概念;AI PC;专精特新;5G,151
300604.SZ,9,300604,国家大基金持股;存储芯片;芯片概念;2025年报预增;2025三季报预增;专精特新;海峡两岸;融资融券;深股通,33
300323.SZ,13,300323,MicroLED概念;MiniLED;AI眼镜;智能穿戴;华为概念;消费电子概念;汽车电子;虚拟现实;第三代半导体;芯片概念;国企改革;深股通;融资融券,33
000858.SZ,9,000858,白酒概念;超级品牌;同花顺漂亮100;证金持股;参股券商;国企改革;深股通;融资融券;西部大开发,33
