name,code,now,涨停价,跌停价
民和股份,2234,8.97,9.9,8.1
春光科技,603657,31.16,34.31,28.07
中航高科,600862,22.28,24.39,19.95
博实股份,2698,16.7,18.45,15.09
梦洁股份,2397,4.2,4.61,3.77
何氏眼科,301103,19.71,23.7,15.8
天壕能源,300332,5.36,6.46,4.3
金杯汽车,600609,4.76,5.26,4.3
联美控股,600167,7.18,7.89,6.45
阳光乳业,1318,17.28,18.4,15.06
青矩技术,920208,25.78,33.39,17.99
ST诺泰,688076,39.62,47.29,31.53
华海药业,600521,17.32,19.04,15.58
恒锋信息,300605,16.06,19.33,12.89
ST长园,600525,3.58,3.76,3.4
登康口腔,1328,38.51,42.64,34.88
新芝生物,920685,14.34,18.6,10.02
泰晶科技,603738,15.49,17.05,13.95
科净源,301372,25.5,30.73,20.49
东方通信,600776,15.33,17.03,13.93
双林股份,300100,36.91,44.29,29.53
万泽股份,534,22.6,24.87,20.35
北汽蓝谷,600733,8.22,9.16,7.5
节能国祯,300388,8.33,10.0,6.66
中水渔业,798,11.26,12.43,10.17
卫宁健康,300253,8.85,10.7,7.14
华电辽能,600396,2.97,3.27,2.67
宝立食品,603170,14.86,16.32,13.36
梓橦宫,920566,11.88,15.43,8.31
联合光电,300691,17.1,20.65,13.77
徐家汇,2561,9.49,10.44,8.54
中简科技,300777,34.37,41.27,27.51
威尔药业,603351,26.07,28.68,23.46
汇通集团,603176,5.33,5.85,4.79
希荻微,688173,14.77,17.72,11.82
正裕工业,603089,13.06,14.29,11.69
宁波方正,300998,0.0,26.21,17.47
倍轻松,688793,26.48,31.87,21.25
国科军工,688543,56.95,67.99,45.33
福星股份,926,2.35,2.6,2.12
上海家化,600315,23.07,25.31,20.71
大悦城,31,2.94,3.25,2.66
开发科技,920029,93.86,121.94,65.66
五洲新春,603667,50.5,55.72,45.59
数码视讯,300079,5.29,6.36,4.24
中元股份,300018,10.57,12.71,8.47
德生科技,2908,9.38,10.35,8.47
鸿合科技,2955,29.9,32.98,26.98
秋田微,300939,35.51,43.02,28.68
河钢股份,709,2.35,2.59,2.12
金诚信,603979,75.0,82.68,67.64
申科股份,2633,17.02,18.72,15.32
联合动力,301656,26.86,32.35,21.57
朗玛信息,300288,13.46,16.16,10.78
珀莱雅,603605,69.18,76.01,62.19
新赛股份,600540,4.67,5.15,4.21
三安光电,600703,13.43,14.78,12.1
津滨发展,897,2.32,2.56,2.1
起帆电缆,605222,18.0,19.86,16.25
神州高铁,8,2.91,3.2,2.62
湘邮科技,600476,15.63,17.27,14.13
新锦动力,300157,4.63,5.58,3.72
晋拓股份,603211,20.85,22.98,18.8
华之杰,603400,52.51,58.07,47.51
京能热力,2893,11.55,12.76,10.44
广田集团,2482,1.73,1.91,1.57
春兴精工,2547,4.64,5.1,4.18
雪龙集团,603949,18.42,20.41,16.7
锡业股份,960,28.1,31.24,25.56
鼎智科技,920593,34.37,45.13,24.31
海利生物,603718,6.31,7.0,5.72
富岭股份,1356,13.28,14.62,11.96
蜂助手,301382,33.47,40.21,26.81
李子园,605337,12.8,13.98,11.44
中重科技,603135,9.27,10.16,8.32
汉王科技,2362,20.78,22.86,18.7
德展健康,813,4.04,4.44,3.64
青松股份,300132,8.08,9.7,6.46
恒合股份,920145,0.0,29.23,15.75
泰胜风能,300129,8.65,10.38,6.92
万润科技,2654,14.3,15.85,12.97
大禹节水,300021,4.6,5.53,3.69
中电鑫龙,2298,10.34,11.41,9.33
永顺泰,1338,12.61,13.94,11.4
西菱动力,300733,17.78,21.41,14.27
同力股份,920599,21.07,27.67,14.91
中光学,2189,22.44,24.68,20.2
华控赛格,68,3.45,3.8,3.11
宝泰隆,601011,3.45,3.8,3.11
ST华鹏,603021,4.56,4.83,4.37
准油股份,2207,7.51,8.22,6.72
雪榕生物,300511,6.32,7.58,5.06
韩建河山,603616,5.17,5.69,4.65
安奈儿,2875,16.08,17.69,14.47
中恒集团,600252,2.86,3.16,2.58
亚联机械,1395,46.21,50.49,41.31
雪浪环境,300385,6.35,7.57,5.05
江河集团,601886,7.99,8.83,7.23
舒华体育,605299,11.87,13.24,10.84
航新科技,300424,17.17,20.6,13.74
合力科技,603917,14.86,16.35,13.37
华达新材,605158,7.97,8.79,7.19
北纬科技,2148,8.56,9.42,7.7
安彩高科,600207,5.14,5.64,4.62
青山纸业,600103,3.96,4.39,3.59
金新农,2548,5.67,6.27,5.13
德新科技,603032,20.4,22.56,18.46
力盛体育,2858,15.95,17.55,14.36
神马股份,600810,8.54,9.39,7.69
正虹科技,702,6.8,7.51,6.15
内蒙新华,603230,13.16,14.4,11.78
瑞丰光电,300241,5.68,6.83,4.55
金自天正,600560,15.93,17.52,14.34
大连圣亚,600593,41.5,45.68,37.38
赛摩智能,300466,9.65,11.6,7.74
泰永长征,2927,19.2,21.26,17.4
海鸥住工,2084,3.97,4.37,3.57
赛意信息,300687,22.08,26.52,17.68
得邦照明,603303,13.03,14.33,11.73
星宇股份,601799,124.09,136.41,111.61
宝信软件,600845,20.38,22.42,18.34
东睦股份,600114,30.95,34.22,28.0
泰豪科技,600590,9.02,9.96,8.15
天成自控,603085,10.71,11.81,9.67
华鼎股份,601113,4.51,4.97,4.07
奥雅股份,300949,40.6,48.78,32.52
星帅尔,2860,13.51,14.91,12.2
宇晶股份,2943,35.9,39.11,32.0
长鸿高科,605008,15.22,16.74,13.7
电魂网络,603258,18.47,20.46,16.74
泉峰汽车,603982,8.44,9.3,7.61
亚士创能,603378,6.79,7.44,6.08
际华集团,601718,3.36,3.71,3.03
亿能电力,920046,14.28,18.25,9.83
朗科智能,300543,10.6,12.8,8.54
钢研高纳,300034,18.6,22.22,14.82
露笑科技,2617,7.85,8.64,7.07
海昌新材,300885,23.5,28.26,18.84
富瀚微,300613,45.3,54.48,36.32
本钢板材,761,3.35,3.7,3.02
金隅集团,601992,1.68,1.85,1.51
锦江酒店,600754,25.61,28.31,23.17
深信服,300454,112.8,132.94,88.62
福莱新材,605488,31.8,35.06,28.68
罗欣药业,2793,5.01,5.53,4.53
佩蒂股份,300673,19.0,22.8,15.2
久远银海,2777,17.82,19.65,16.07
复旦张江,688505,0.0,10.03,6.69
泰德股份,920378,10.01,13.03,7.03
克来机电,603960,19.43,21.45,17.55
电科院,300215,6.66,8.02,5.34
和展能源,809,3.34,3.67,3.01
宝莫股份,2476,6.13,6.73,5.51
大位科技,600589,7.23,7.95,6.51
榕基软件,2474,9.54,10.4,8.51
京北方,2987,19.35,21.38,17.5
东星医疗,301290,25.53,30.65,20.43
大商股份,600694,18.83,20.76,16.98
九菱科技,920505,46.32,60.58,32.62
宁波远洋,601022,9.34,10.37,8.49
恒实科技,300513,9.98,11.98,7.98
奥瑞德,600666,3.32,3.65,2.99
蓝盾光电,300862,22.66,27.22,18.14
奋达科技,2681,6.62,7.29,5.97
三房巷,600370,2.2,2.43,1.99
茂化实华,637,4.42,4.86,3.98
*ST凯鑫,300899,32.24,39.11,26.07
海兰信,300065,17.6,21.19,14.13
仁度生物,688193,49.76,59.59,39.73
*ST和科,2816,20.9,22.01,19.91
国缆检测,301289,59.13,71.47,47.65
黄山旅游,600054,11.55,12.74,10.42
武进不锈,603878,9.88,10.91,8.93
南天信息,948,17.07,18.78,15.36
奥康国际,603001,8.8,9.69,7.93
艾能聚,920770,18.79,24.33,13.11
掌阅科技,603533,19.28,21.2,17.34
民士达,920394,36.87,47.93,25.81
精工科技,2006,20.85,22.98,18.8
金桥信息,603918,15.35,16.93,13.85
中科信息,300678,30.03,36.25,24.17
开创电气,301448,57.53,69.19,46.13
爱普股份,603020,10.55,11.47,9.39
宏远股份,920018,28.09,36.37,19.59
禾昌聚合,920089,19.63,25.64,13.82
凯文教育,2659,5.45,6.03,4.93
华伍股份,300095,11.02,13.15,8.77
金固股份,2488,8.2,9.03,7.39
英唐智控,300131,12.62,15.1,10.06
基康技术,920879,22.4,29.12,15.68
连城数控,920368,26.25,34.06,18.34
龙头股份,600630,9.25,10.2,8.34
广电计量,2967,21.2,23.39,19.13
卓翼科技,2369,8.72,9.59,7.85
趣睡科技,301336,53.94,64.73,43.15
三只松鼠,300783,24.0,28.76,19.18
中红医疗,300981,13.1,15.68,10.46
名雕股份,2830,19.62,21.56,17.64
桃李面包,603866,5.44,5.98,4.9
ST景谷,600265,21.4,22.25,20.13
火星人,300894,11.38,13.69,9.13
天秦装备,300922,22.75,27.36,18.24
江南高纤,600527,2.17,2.39,1.95
京能置业,600791,4.87,5.37,4.39
南网科技,688248,44.45,53.34,35.56
好当家,600467,2.71,2.98,2.44
天目药业,600671,17.35,19.03,15.57
爱尔眼科,300015,11.35,13.61,9.07
北大医药,788,6.43,7.13,5.83
健康元,600380,11.91,13.07,10.69
瑞迪智驱,301596,73.6,88.78,59.18
路桥信息,920748,48.77,63.83,34.37
山东出版,601019,8.65,9.49,7.77
会稽山,601579,20.95,23.13,18.93
银之杰,300085,39.99,48.46,32.3
和达科技,688296,13.54,16.14,10.76
杭氧股份,2430,30.11,33.13,27.11
洁雅股份,301108,33.21,39.94,26.62
远航精密,920914,27.96,36.23,19.51
熵基科技,301330,29.0,34.73,23.15
金证股份,600446,15.47,17.07,13.97
普冉股份,688766,125.57,150.89,100.59
邵阳液压,301079,29.29,34.67,23.11
凌钢股份,600231,2.14,2.35,1.93
南都电源,300068,15.95,19.26,12.84
广和通,300638,26.93,32.71,21.81
凯撒文化,2425,3.75,4.11,3.37
沃格光电,603773,32.65,35.84,29.32
华电科工,601226,7.98,8.81,7.21
开创国际,600097,11.72,12.91,10.57
通用股份,601500,4.8,5.28,4.32
众智科技,301361,33.3,40.3,26.86
金现代,300830,10.15,12.14,8.1
延华智能,2178,6.39,7.03,5.75
旭光电子,600353,15.8,17.57,14.37
ST华西,2630,2.65,2.79,2.53
蓝黛科技,2765,11.7,12.87,10.53
南卫股份,603880,6.37,7.02,5.74
绿的谐波,688017,159.24,191.22,127.48
贝因美,2570,6.56,7.01,5.73
京山轻机,821,12.76,13.98,11.44
圣龙股份,603178,18.5,20.38,16.68
丹娜生物,920009,79.5,103.22,55.58
中汽股份,301215,6.86,8.26,5.5
钢研纳克,300797,16.41,19.68,13.12
盈方微,670,7.37,8.14,6.66
GQY视讯,300076,7.38,8.88,5.92
之江生物,688317,0.0,24.73,16.49
华星创业,300025,5.82,6.97,4.65
台基股份,300046,35.37,42.46,28.3
亚普股份,603013,22.13,24.39,19.95
金冠股份,300510,4.22,5.06,3.38
ST泉为,300716,0.0,12.02,8.02
铁流股份,603926,15.89,17.4,14.24
富奥股份,30,5.77,6.38,5.22
格林精密,300968,14.26,17.08,11.38
莱斯信息,688631,63.86,76.51,51.01
西子洁能,2534,17.3,19.1,15.62
威腾电气,688226,39.48,47.27,31.51
中路股份,600818,9.97,10.97,8.97
东软载波,300183,14.69,17.63,11.75
昊志机电,300503,35.7,42.79,28.53
芯导科技,688230,66.3,78.66,52.44
赛维时代,301381,20.9,25.15,16.77
交大铁发,920027,23.04,29.95,16.13
中国东航,600115,5.75,6.34,5.18
博世科,300422,4.69,5.65,3.77
光环新网,300383,12.53,15.07,10.05
荣盛发展,2146,1.57,1.73,1.41
欧亚集团,600697,14.66,16.12,13.19
横河精密,300539,39.44,47.05,31.37
拓日新能,2218,4.17,4.6,3.76
红塔证券,601236,8.37,9.2,7.52
易德龙,603380,39.71,43.04,35.22
光庭信息,301221,52.32,63.22,42.14
广汽集团,601238,8.32,9.17,7.51
赛象科技,2337,6.21,6.88,5.63
瑞达期货,2961,26.94,29.78,24.36
中航重机,600765,17.79,19.46,15.92
中力股份,603194,36.81,40.6,33.22
康泰医学,300869,15.55,18.7,12.46
源飞宠物,1222,24.7,26.82,21.94
万丰奥威,2085,15.57,17.12,14.0
动力源,600405,5.18,5.7,4.66
税友股份,603171,50.95,56.32,46.08
沈阳机床,410,7.21,7.95,6.51
美硕科技,301295,28.39,34.07,22.71
*ST东晶,2199,8.41,8.66,7.84
东华软件,2065,9.23,10.21,8.35
中裕科技,920694,20.08,26.11,14.07
新大陆,997,26.3,28.9,23.64
九联科技,688609,9.81,11.74,7.82
微创光电,920198,10.29,13.37,7.21
雷特科技,920110,37.12,48.15,25.93
建设工业,2265,25.8,28.29,23.15
广信科技,920037,90.03,117.67,63.37
天坛生物,600161,16.45,18.1,14.81
凯添燃气,920010,11.8,15.36,8.28
四川长虹,600839,9.25,10.18,8.33
中触媒,688267,27.8,33.26,22.18
盟科药业,688373,6.16,7.39,4.93
齐鲁华信,920832,7.72,10.01,5.39
雷柏科技,2577,17.96,19.76,16.16
海格通信,2465,13.33,14.67,12.01
久其软件,2279,7.7,8.46,6.92
安诺其,300067,5.17,6.14,4.1
中牧股份,600195,8.13,9.01,7.37
中瓷电子,3031,78.25,86.06,70.42
吴通控股,300292,4.57,5.51,3.67
华远控股,600743,2.05,2.24,1.84
新兴装备,2933,35.02,38.7,31.66
荣信文化,301231,30.56,36.68,24.46
华统股份,2840,9.67,10.65,8.71
大胜达,603687,9.66,10.64,8.7
云煤能源,600792,4.07,4.48,3.66
普瑞眼科,301239,31.5,37.82,25.22
文峰股份,601010,3.02,3.36,2.75
格灵深瞳,688207,15.18,18.3,12.2
银宝山新,2786,8.64,9.5,7.78
英特集团,411,12.68,13.96,11.42
申联生物,688098,9.2,10.94,7.3
华新环保,301265,12.11,14.59,9.73
众兴菌业,2772,14.78,16.16,13.22
海泰发展,600082,4.02,4.46,3.65
深赛格,58,9.09,10.02,8.2
新赣江,920367,0.0,27.57,14.85
振东制药,300158,6.06,7.25,4.83
神思电子,300479,18.59,22.34,14.9
捷荣技术,2855,16.56,18.26,14.94
侨银股份,2973,13.57,14.93,12.21
国脉科技,2093,11.54,12.71,10.4
网达软件,603189,20.11,22.09,18.07
皇台酒业,995,12.98,14.36,11.75
挖金客,301380,31.46,37.84,25.22
*ST交投,2200,7.54,7.88,7.13
海天瑞声,688787,109.01,131.82,87.88
万泰生物,603392,46.91,51.58,42.2
光峰科技,688007,16.88,20.33,13.55
易明医药,2826,18.43,20.27,16.59
拉普拉斯,688726,35.09,42.41,28.27
报喜鸟,2154,3.98,4.38,3.58
超卓航科,688237,48.5,58.46,38.98
万安科技,2590,14.88,16.4,13.42
南京公用,421,6.95,7.65,6.26
佳禾食品,605300,12.4,13.65,11.17
朗鸿科技,920395,0.0,15.48,8.34
秦安股份,603758,18.31,20.16,16.5
芯动联科,688582,63.4,76.08,50.72
申华控股,600653,1.98,2.18,1.78
易华录,300212,16.35,19.6,13.06
峆一药业,920478,19.35,25.07,13.51
粤万年青,301111,20.2,24.31,16.21
天音控股,829,10.8,11.96,9.78
天虹股份,2419,5.9,6.51,5.33
华塑控股,509,3.44,3.8,3.11
龙洲股份,2682,8.51,9.21,7.53
大洋电机,2249,10.29,11.36,9.3
鹏翎股份,300375,5.39,6.48,4.32
天宜新材,688033,7.06,8.24,5.5
驱动力,920275,9.57,12.11,6.53
银信科技,300231,10.29,12.35,8.23
亿晶光电,600537,3.92,4.31,3.53
天域生物,603717,7.8,8.61,7.05
益民集团,600824,4.89,5.38,4.4
天元智能,603273,20.05,22.04,18.04
百亚股份,3006,21.56,23.65,19.35
红蜻蜓,603116,5.88,6.45,5.27
奥迪威,920491,28.6,37.45,20.17
爱朋医疗,300753,26.94,32.22,21.48
三角防务,300775,28.7,34.55,23.03
宝色股份,300402,21.38,25.73,17.15
君亭酒店,301073,27.44,33.24,22.16
保隆科技,603197,36.66,40.62,33.24
八一钢铁,600581,3.4,3.74,3.06
兰石重装,603169,10.61,11.75,9.61
欧菲光,2456,10.63,11.74,9.6
三特索道,2159,15.92,17.6,14.4
尤夫股份,2427,6.28,6.93,5.67
中化岩土,2542,3.38,3.73,3.05
东方材料,603110,15.9,17.56,14.36
万事利,301066,17.24,20.89,13.93
工大科雅,301197,20.0,23.78,15.86
京投发展,600683,4.38,4.79,3.92
潞化科技,600691,2.9,3.19,2.61
*ST金比,2762,7.31,7.6,6.88
英派斯,2899,26.03,28.6,23.4
丸美生物,603983,33.7,37.07,30.33
蜀道装备,300540,19.19,23.1,15.4
登云股份,2715,17.85,19.57,16.01
成电光信,920008,0.0,40.59,21.87
药康生物,688046,15.41,18.43,12.29
众信旅游,2707,7.16,7.91,6.47
金能科技,603113,6.23,6.85,5.61
新产业,300832,58.93,70.68,47.12
信邦制药,2390,3.34,3.69,3.02
宏辉果蔬,603336,8.6,9.47,7.75
天元宠物,301335,30.41,36.72,24.48
津投城开,600322,2.38,2.63,2.15
悦心健康,2162,4.79,5.26,4.3
润贝航科,1316,35.53,38.91,31.83
萤石网络,688475,29.53,35.52,23.68
泰坦股份,3036,16.23,17.85,14.61
竞业达,3005,20.51,22.57,18.47
雷神科技,920190,25.67,33.48,18.04
灵康药业,603669,4.74,5.25,4.29
天晟新材,300169,6.18,7.44,4.96
连云港,601008,5.23,5.76,4.72
丰光精密,920510,17.62,22.9,12.34
迅捷兴,688655,17.69,21.14,14.1
宝胜股份,600973,6.64,7.33,5.99
朗新集团,300682,15.21,18.25,12.17
大龙地产,600159,2.85,3.14,2.57
神驰机电,603109,25.55,28.19,23.07
东方园林,2310,2.37,2.61,2.13
晟楠科技,920006,27.22,35.11,18.91
甘源食品,2991,59.61,65.66,53.72
湖南天雁,600698,8.99,9.9,8.1
固高科技,301510,34.66,42.05,28.03
熊猫乳品,300898,30.35,35.8,23.86
丰立智能,301368,56.5,68.16,45.44
天邦食品,2124,2.83,3.12,2.56
苏宁环球,718,2.36,2.6,2.12
西宁特钢,600117,2.83,3.11,2.55
方大集团,55,4.24,4.66,3.82
优博讯,300531,17.4,20.92,13.94
华钰矿业,601020,28.07,30.56,25.0
来伊份,603777,14.69,16.05,13.13
东方国信,300166,9.81,11.83,7.89
无锡晶海,920547,24.88,32.34,17.42
华信永道,920592,40.67,53.09,28.59
浙江黎明,603048,21.46,23.75,19.43
中信海直,99,20.18,22.19,18.15
豪能股份,603809,12.65,13.93,11.39
东华能源,2221,7.97,8.76,7.16
海马汽车,572,9.86,10.3,8.42
三江购物,601116,15.11,16.47,13.47
金富科技,3018,17.9,19.55,15.99
信捷电气,603416,53.38,58.64,47.98
联明股份,603006,13.14,14.39,11.77
广联航空,300900,24.0,28.58,19.06
恒进感应,920870,18.34,23.63,12.73
拉芳家化,603630,20.5,22.54,18.44
杭州高新,300478,32.67,39.11,26.07
同方股份,600100,8.38,9.22,7.54
西磁科技,920061,29.69,38.7,20.84
东方日升,300118,13.18,15.61,10.41
三木集团,632,6.15,6.64,5.44
ST迪威迅,300167,5.13,6.13,4.09
金城医药,300233,14.4,17.28,11.52
江苏雷利,300660,48.99,59.64,39.76
奔朗新材,920807,15.4,19.9,10.72
利君股份,2651,11.07,12.22,10.0
日海智能,2313,10.16,11.19,9.15
赛微微电,688325,94.0,113.7,75.8
海程邦达,603836,14.58,15.75,12.89
胜业电气,920128,26.9,34.81,18.75
正强股份,301119,52.48,62.59,41.73
光明地产,600708,3.22,3.55,2.91
诚益通,300430,19.2,23.21,15.47
豫能控股,1896,5.52,6.07,4.97
莫高股份,600543,5.54,6.07,4.97
文投控股,600715,2.3,2.53,2.07
兆新股份,2256,3.68,4.05,3.31
兆驰股份,2429,6.88,7.59,6.21
迅安科技,920950,0.0,24.5,13.2
新致软件,688590,17.93,21.52,14.34
柏星龙,920075,28.95,38.23,20.59
长江材料,1296,27.83,30.82,25.22
良品铺子,603719,12.4,13.64,11.16
行动教育,605098,42.69,46.96,38.42
西王食品,639,3.68,4.04,3.3
长春一东,600148,19.62,21.68,17.74
华丽家族,600503,2.75,3.03,2.48
扬电科技,301012,26.01,31.34,20.9
东风科技,600081,11.92,13.1,10.72
新黄浦,600638,5.96,6.55,5.36
金马游乐,300756,57.87,69.19,46.13
万达轴承,920002,106.62,139.8,75.28
博晖创新,300318,6.4,7.68,5.12
金枫酒业,600616,0.0,6.03,4.93
科创信息,300730,12.81,15.34,10.22
世纪鼎利,300050,5.47,6.56,4.38
中航光电,2179,34.18,37.6,30.76
广东建科,301632,24.05,28.98,19.32
鸿智科技,920926,18.05,23.66,12.74
湘电股份,600416,13.61,15.02,12.29
绿亨科技,920866,8.62,11.23,6.05
赛轮轮胎,601058,16.85,18.5,15.14
航天信息,600271,9.98,11.0,9.0
创业黑马,300688,28.58,34.36,22.9
道生天合,601026,19.5,21.47,17.57
新力金融,600318,9.04,9.98,8.16
ST赛为,300044,4.04,4.9,3.26
双塔食品,2481,5.45,5.97,4.89
河化股份,953,7.67,8.46,6.92
禾川科技,688320,32.6,39.06,26.04
苏轴股份,920418,29.11,38.19,20.57
派特尔,920871,16.46,21.13,11.39
纳睿雷达,688522,37.79,45.52,30.34
金地集团,600383,3.15,3.48,2.84
恒太照明,920339,10.34,13.49,7.27
新风光,688663,40.16,48.18,32.12
江航装备,688586,12.29,14.62,9.74
曼卡龙,300945,17.9,21.11,14.07
节能铁汉,300197,1.81,2.16,1.44
兴通股份,603209,16.59,18.27,14.95
工大高科,688367,27.85,33.91,22.61
皓宸医疗,2622,3.15,3.45,2.83
日盈电子,603286,59.9,66.07,54.05
卫光生物,2880,26.43,29.07,23.79
三元股份,600429,6.02,6.4,5.24
派诺科技,920375,13.97,18.03,9.71
武汉蓝电,920779,35.01,45.87,24.71
博实结,301608,86.9,104.52,69.68
三诺生物,300298,17.35,20.89,13.93
东华测试,300354,42.99,51.91,34.61
中持股份,603903,14.87,16.18,13.24
实丰文化,2862,20.4,22.53,18.43
深中华A,17,8.45,9.3,7.61
南特科技,920124,19.12,24.85,13.39
康农种业,920403,23.78,31.18,16.8
百润股份,2568,21.77,23.94,19.58
欧康医药,920230,12.99,16.71,9.01
中南股份,717,2.65,2.93,2.39
*ST天山,300313,8.42,10.1,6.74
远望谷,2161,7.09,7.8,6.38
金盾股份,300411,11.47,13.82,9.22
东方精工,2611,17.96,19.95,16.33
绿能慧充,600212,8.4,9.24,7.56
琏升科技,300051,6.6,7.96,5.3
三维天地,301159,35.22,42.42,28.28
北矿检测,920160,25.14,32.73,17.63
雪人集团,2639,19.51,21.37,17.49
南极电商,2127,3.54,3.88,3.18
森麒麟,2984,21.86,24.22,19.82
安控科技,300370,2.64,3.17,2.11
新世界,600628,8.81,9.68,7.92
爱婴室,603214,17.9,19.82,16.22
春晖智控,300943,19.66,23.72,15.82
科锐国际,300662,25.36,30.56,20.38
中草香料,920016,0.0,26.26,14.14
宋城演艺,300144,8.33,10.01,6.67
学大教育,526,39.65,43.4,35.51
安达维尔,300719,17.06,20.51,13.67
广电电气,601616,3.92,4.33,3.55
广宇集团,2133,3.53,3.85,3.15
数字认证,300579,29.1,34.57,23.05
海优新材,688680,38.09,46.09,30.73
禾元生物,688765,71.0,85.34,56.9
本川智能,300964,57.07,69.64,46.42
石基信息,2153,10.37,11.52,9.42
安居宝,300155,5.65,6.8,4.54
深康佳A,16,5.18,5.74,4.7
邦德股份,920271,0.0,21.48,11.58
融发核电,2366,7.36,8.13,6.65
三祥科技,920195,21.77,28.18,15.18
广脉科技,920924,22.43,28.74,15.48
晋亿实业,601002,5.13,5.72,4.68
ST帕瓦,688184,9.53,11.44,7.62
农尚环境,300536,7.47,8.83,5.89
峨眉山A,888,13.36,14.75,12.07
ST岭南,2717,1.72,1.82,1.64
木林森,2745,9.47,10.46,8.56
卓越新能,688196,56.11,67.34,44.9
春风动力,603129,290.5,320.49,262.22
米奥会展,300795,13.8,16.55,11.03
中瑞股份,301587,23.68,28.42,18.94
特瑞斯,920014,0.0,16.22,8.74
泉阳泉,600189,7.29,8.04,6.58
华侨城A,69,2.57,2.84,2.32
山鹰国际,600567,1.72,1.89,1.55
东方碳素,920175,12.08,15.63,8.43
嘉诚国际,603535,11.6,12.75,10.43
天龙股份,603266,22.2,24.54,20.08
恒鑫生活,301501,44.38,53.54,35.7
武汉凡谷,2194,12.79,14.15,11.57
金煤科技,600844,3.02,3.3,2.7
丽尚国潮,600738,5.57,6.13,5.01
咸亨国际,605056,18.48,20.26,16.58
三元基因,920344,0.0,31.73,17.09
华谊兄弟,300027,2.13,2.57,1.71
重庆建工,600939,3.42,3.76,3.08
西藏旅游,600749,17.05,18.81,15.39
中亦科技,301208,36.7,44.11,29.41
丛麟科技,688370,0.0,29.69,19.79
恒工精密,301261,80.35,96.95,64.63
大名城,600094,4.25,4.68,3.83
澄天伟业,300689,45.03,54.04,36.02
亨迪药业,301211,12.75,15.29,10.19
恒立液压,601100,107.0,118.15,96.67
海昇药业,920656,17.82,23.16,12.48
思特奇,300608,11.03,13.24,8.82
三友医疗,688085,18.24,21.89,14.59
东和新材,920792,0.0,16.53,8.91
中顺洁柔,2511,8.06,8.86,7.25
思创医惠,300078,4.21,5.08,3.38
创新医疗,2173,21.48,23.73,19.41
北方导航,600435,14.38,15.82,12.94
西部牧业,300106,12.04,14.21,9.47
铭普光磁,2902,23.0,25.58,20.93
雅博股份,2323,1.69,1.86,1.52
联影医疗,688271,128.43,154.08,102.72
赛伍技术,603212,14.34,15.77,12.91
天马新材,920971,32.09,41.66,22.44
高伟达,300465,20.15,24.28,16.18
汇纳科技,300609,36.68,43.96,29.3
太龙股份,300650,16.69,20.21,13.47
科顺股份,300737,5.45,6.56,4.38
五洲医疗,301234,41.72,49.97,33.31
广信材料,300537,23.41,28.26,18.84
嘉事堂,2462,15.54,17.11,14.0
吉视传媒,601929,3.37,3.7,3.02
晶华新材,603683,27.45,30.47,24.93
金通灵,300091,2.91,3.52,2.34
*ST佳沃,300268,12.97,15.56,10.38
华测导航,300627,33.1,39.66,26.44
招标股份,301136,20.02,24.1,16.06
中国中免,601888,92.67,100.2,81.98
亚盛集团,600108,3.33,3.67,3.01
阿尔特,300825,9.56,11.52,7.68
兴业科技,2674,14.13,15.61,12.77
钱江生化,600796,6.26,6.89,5.63
联合精密,1268,37.75,41.32,33.8
拾比佰,920768,12.5,16.26,8.76
国航远洋,920571,10.22,13.53,7.29
法本信息,300925,20.41,24.48,16.32
三六五网,300295,13.0,15.47,10.31
兴业银锡,426,36.38,39.75,32.53
浙江荣泰,603119,92.0,101.4,82.96
中捷资源,2021,2.48,2.74,2.24
锋尚文化,300860,28.33,33.85,22.57
全通教育,300359,5.38,6.47,4.31
哈森股份,603958,12.85,14.11,11.55
新化股份,603867,25.28,27.76,22.72
太龙药业,600222,7.08,7.73,6.33
水羊股份,300740,21.82,26.27,17.51
京城股份,600860,11.91,13.16,10.76
吉林碳谷,920077,0.0,18.74,10.1
严牌股份,301081,10.3,12.36,8.24
京运通,601908,4.1,4.53,3.71
云南城投,600239,2.46,2.72,2.22
贵航股份,600523,15.23,16.75,13.71
中衡设计,603017,10.26,11.32,9.26
派克新材,605123,85.61,94.17,77.05
前进科技,920679,20.98,27.26,14.68
好想你,2582,11.04,12.21,9.99
兴化股份,2109,3.68,4.07,3.33
哈三联,2900,13.15,14.47,11.84
天府文旅,558,5.31,5.87,4.81
万里扬,2434,9.37,10.38,8.5
广厦环能,920703,15.32,19.73,10.63
中无人机,688297,45.91,55.13,36.75
通灵股份,301168,47.58,57.1,38.06
四维图新,2405,8.92,9.92,8.12
中大力德,2896,83.0,92.4,75.6
国义招标,920039,11.95,15.41,8.31
鑫汇科,920267,23.69,30.77,16.57
万达信息,300168,6.52,7.82,5.22
美心翼申,920833,17.15,22.23,11.97
浙江鼎力,603338,57.75,63.46,51.92
佳驰科技,688708,57.88,69.64,46.42
豪声电子,920701,19.28,24.79,13.35
吉冈精密,920720,14.19,18.39,9.91
园林股份,605303,18.18,20.0,16.36
易天股份,300812,27.72,33.44,22.3
凯大催化,920974,8.48,11.02,5.94
华纺股份,600448,3.23,3.55,2.91
法狮龙,605318,71.34,78.47,64.21
亿华通,688339,28.01,33.84,22.56
日发精机,2520,6.01,6.64,5.44
大明电子,603376,38.94,42.94,35.14
