所属同花顺行业,market_code,code,股票代码
机械设备-专用设备-其他专用设备,17,603159,603159.SH
电力设备-电网设备-电气自控设备,33,300360,300360.SZ
基础化工-化学制品-有机硅,17,605366,605366.SH
基础化工-塑料制品-其他塑料制品,33,300321,300321.SZ
医药生物-医疗器械-医疗设备,33,300753,300753.SZ
机械设备-自动化设备-激光设备,17,688170,688170.SH
交通运输-物流-物流Ⅲ,33,002468,002468.SZ
汽车-汽车服务及其他-其他运输设备,33,000913,000913.SZ
汽车-汽车零部件-车身附件及饰件,17,603418,603418.SH
医药生物-医疗器械-医疗设备,17,688139,688139.SH
机械设备-通用设备-金属制品,17,688379,688379.SH
电子-半导体-模拟芯片设计,17,688286,688286.SH
计算机-IT服务-IT服务Ⅲ,17,603859,603859.SH
机械设备-通用设备-仪器仪表,17,603662,603662.SH
基础化工-化学制品-其他化学制品,17,603948,603948.SH
医药生物-医疗器械-医疗耗材,17,688016,688016.SH
有色金属-小金属-其他小金属,33,002738,002738.SZ
汽车-汽车零部件-其他汽车零部件,33,300998,300998.SZ
机械设备-工程机械-工程机械Ⅲ,17,603280,603280.SH
机械设备-专用设备-其他专用设备,33,300549,300549.SZ
电力设备-电网设备-输变电设备,17,688517,688517.SH
计算机-软件开发-垂直应用软件,33,300803,300803.SZ
机械设备-通用设备-其他通用设备,33,301616,301616.SZ
计算机-软件开发-垂直应用软件,17,688507,688507.SH
交通运输-公路铁路运输-高速公路,17,600106,600106.SH
电子-光学光电子-面板,33,002845,002845.SZ
家用电器-小家电-小家电Ⅲ,33,003023,003023.SZ
农林牧渔-农产品加工-畜禽饲料,33,002548,002548.SZ
基础化工-化学制品-聚氨酯,33,300848,300848.SZ
计算机-计算机设备-其他计算机设备,33,002912,002912.SZ
有色金属-工业金属-铅锌,17,600338,600338.SH
医药生物-医疗服务-医疗研发外包,33,300363,300363.SZ
电子-半导体-数字芯片设计,17,603893,603893.SH
食品饮料-白酒-白酒Ⅲ,17,600779,600779.SH
医药生物-医疗器械-体外诊断,17,688075,688075.SH
汽车-汽车整车-乘用车,17,601633,601633.SH
机械设备-通用设备-机床工具,33,002903,002903.SZ
医药生物-医疗服务-其他医疗服务,17,688315,688315.SH
银行-银行-农商行,17,601825,601825.SH
医药生物-医疗服务-医疗研发外包,17,688621,688621.SH
基础化工-塑料制品-其他塑料制品,17,688087,688087.SH
家用电器-厨卫电器-厨卫电器Ⅲ,33,300911,300911.SZ
建筑材料-建筑材料-其他建材,33,301010,301010.SZ
纺织服饰-服装家纺-饰品,17,605599,605599.SH
医药生物-医药商业-医药流通,17,603108,603108.SH
机械设备-自动化设备-其他自动化设备,33,300802,300802.SZ
纺织服饰-服装家纺-家纺,17,603365,603365.SH
计算机-软件开发-垂直应用软件,17,688657,688657.SH
电力设备-其他电源设备-其他电源设备Ⅲ,33,300870,300870.SZ
煤炭-煤炭开采加工-煤炭开采,33,002128,002128.SZ
建筑装饰-建筑装饰-装饰园林,33,002620,002620.SZ
食品饮料-饮料制造-乳品,33,300892,300892.SZ
计算机-IT服务-IT服务Ⅲ,151,920305,920305.BJ
电子-消费电子-消费电子零部件及组装,33,002139,002139.SZ
机械设备-通用设备-仪器仪表,33,002767,002767.SZ
有色金属-工业金属-铝,33,000807,000807.SZ
电力设备-电网设备-电气自控设备,33,300222,300222.SZ
医药生物-生物制品-疫苗,33,300142,300142.SZ
机械设备-自动化设备-激光设备,17,688518,688518.SH
机械设备-通用设备-仪器仪表,151,920879,920879.BJ
电力设备-电机-电机Ⅲ,17,603489,603489.SH
国防军工-军工电子-军工电子Ⅲ,17,688788,688788.SH
有色金属-工业金属-铝,17,601677,601677.SH
机械设备-专用设备-农用机械,33,002890,002890.SZ
通信-通信服务-通信工程及服务,17,603602,603602.SH
医药生物-化学制药-原料药,33,300636,300636.SZ
电力设备-电池-锂电专用设备,17,688573,688573.SH
环保-环境治理-固废治理,33,301049,301049.SZ
轻工制造-包装印刷-包装,151,920121,920121.BJ
石油石化-石油加工贸易-石油加工,33,002986,002986.SZ
传媒-文化传媒-广告营销,33,300242,300242.SZ
电子-其他电子-其他电子Ⅲ,33,000062,000062.SZ
电子-光学光电子-LED,33,300889,300889.SZ
建筑装饰-建筑装饰-专业工程,17,605167,605167.SH
食品饮料-白酒-白酒Ⅲ,17,603919,603919.SH
机械设备-通用设备-金属制品,33,002514,002514.SZ
医药生物-化学制药-化学制剂,17,600380,600380.SH
电力设备-风电设备-风电零部件,33,301557,301557.SZ
电子-半导体-模拟芯片设计,17,688601,688601.SH
美容护理-美容护理-个护用品,33,301059,301059.SZ
轻工制造-家居用品-其他家居用品,151,920445,920445.BJ
机械设备-专用设备-其他专用设备,17,603855,603855.SH
电子-消费电子-消费电子零部件及组装,17,688260,688260.SH
基础化工-化学制品-食品及饲料添加剂,17,603739,603739.SH
医药生物-医疗器械-体外诊断,33,300832,300832.SZ
医药生物-化学制药-化学制剂,33,301281,301281.SZ
医药生物-化学制药-原料药,17,605116,605116.SH
电力设备-电池-其他电池,17,688339,688339.SH
电力设备-电网设备-电气自控设备,151,920508,920508.BJ
医药生物-化学制药-原料药,17,688758,688758.SH
机械设备-通用设备-仪器仪表,33,300515,300515.SZ
电子-光学光电子-光学元件,17,688307,688307.SH
计算机-IT服务-IT服务Ⅲ,17,603171,603171.SH
商贸零售-零售-百货零售,33,000759,000759.SZ
计算机-软件开发-横向通用软件,33,300378,300378.SZ
有色金属-工业金属-铝,17,601702,601702.SH
计算机-软件开发-垂直应用软件,17,688326,688326.SH
电子-半导体-数字芯片设计,17,688259,688259.SH
医药生物-医疗服务-医疗研发外包,17,688238,688238.SH
机械设备-专用设备-其他专用设备,17,603895,603895.SH
医药生物-生物制品-其他生物制品,33,300485,300485.SZ
机械设备-专用设备-印刷包装机械,33,300509,300509.SZ
基础化工-塑料制品-其他塑料制品,33,300243,300243.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,17,600405,600405.SH
机械设备-自动化设备-其他自动化设备,33,301029,301029.SZ
综合-综合-综合Ⅲ,17,600682,600682.SH
基础化工-化学制品-涂料油墨,33,300522,300522.SZ
农林牧渔-养殖业-动物保健,33,300119,300119.SZ
机械设备-通用设备-其他通用设备,17,688211,688211.SH
机械设备-自动化设备-工控设备,17,603275,603275.SH
有色金属-金属新材料-磁性材料,33,301622,301622.SZ
电子-消费电子-消费电子零部件及组装,151,920005,920005.BJ
计算机-软件开发-垂直应用软件,17,688615,688615.SH
房地产-房地产-住宅开发,17,600638,600638.SH
公用事业-电力-水电,17,600025,600025.SH
电力设备-电网设备-输变电设备,17,603191,603191.SH
电力设备-电池-其他电池,151,920239,920239.BJ
医药生物-化学制药-化学制剂,17,600196,600196.SH
医药生物-医疗服务-医疗研发外包,17,688222,688222.SH
机械设备-专用设备-农用机械,33,002779,002779.SZ
机械设备-专用设备-能源及重型设备,17,603036,603036.SH
轻工制造-包装印刷-包装,33,301223,301223.SZ
机械设备-工程机械-工程机械Ⅲ,17,688425,688425.SH
电力设备-电网设备-电气自控设备,17,603050,603050.SH
医药生物-医疗器械-医疗设备,17,688626,688626.SH
电力设备-电池-锂电专用设备,33,301662,301662.SZ
电力设备-电网设备-输变电设备,151,920111,920111.BJ
医药生物-医疗服务-医疗研发外包,33,300725,300725.SZ
电子-光学光电子-面板,33,300909,300909.SZ
计算机-IT服务-IT服务Ⅲ,33,301178,301178.SZ
电子-半导体-半导体材料,17,688432,688432.SH
电力设备-电池-电池化学品,33,002125,002125.SZ
银行-银行-国有大型银行,17,601988,601988.SH
医药生物-医疗器械-体外诊断,33,300406,300406.SZ
计算机-IT服务-IT服务Ⅲ,17,688088,688088.SH
食品饮料-饮料制造-乳品,151,920786,920786.BJ
农林牧渔-农产品加工-宠物食品,33,300673,300673.SZ
交通运输-物流-物流Ⅲ,17,601156,601156.SH
有色金属-金属新材料-磁性材料,33,301323,301323.SZ
机械设备-自动化设备-其他自动化设备,33,301568,301568.SZ
有色金属-金属新材料-磁性材料,33,300224,300224.SZ
汽车-汽车服务及其他-其他运输设备,33,300994,300994.SZ
基础化工-塑料制品-合成树脂,17,603928,603928.SH
家用电器-黑色家电-其他黑色家电,17,688696,688696.SH
房地产-房地产-房地产服务,33,300917,300917.SZ
机械设备-通用设备-金属制品,33,300946,300946.SZ
基础化工-农化制品-农药,33,301665,301665.SZ
基础化工-塑料制品-膜材料,33,301565,301565.SZ
农林牧渔-农产品加工-水产饲料,33,002311,002311.SZ
电力设备-电网设备-输变电设备,17,600885,600885.SH
电力设备-电池-锂电池,151,920523,920523.BJ
汽车-汽车服务及其他-其他运输设备,17,603529,603529.SH
电力设备-电池-其他电池,151,920627,920627.BJ
机械设备-轨交设备-轨交设备Ⅲ,17,600528,600528.SH
商贸零售-零售-专业连锁,33,300022,300022.SZ
计算机-IT服务-IT服务Ⅲ,33,300078,300078.SZ
电子-半导体-数字芯片设计,17,688449,688449.SH
汽车-汽车零部件-汽车电子电气系统,17,688533,688533.SH
电子-半导体-模拟芯片设计,17,688325,688325.SH
电子-消费电子-消费电子零部件及组装,33,301067,301067.SZ
电子-半导体-集成电路封测,33,002077,002077.SZ
食品饮料-食品加工制造-其他食品,17,603102,603102.SH
纺织服饰-服装家纺-鞋帽及其他,33,300577,300577.SZ
机械设备-通用设备-金属制品,33,300817,300817.SZ
基础化工-化学原料-无机盐,33,301256,301256.SZ
计算机-IT服务-IT服务Ⅲ,33,300250,300250.SZ
计算机-软件开发-垂直应用软件,17,688232,688232.SH
机械设备-通用设备-制冷空调设备,17,603277,603277.SH
食品饮料-食品加工制造-调味发酵品,33,002650,002650.SZ
基础化工-橡胶制品-其他橡胶制品,33,001325,001325.SZ
公用事业-电力-火电,17,600023,600023.SH
机械设备-专用设备-农用机械,33,300159,300159.SZ
医药生物-化学制药-化学制剂,17,688566,688566.SH
机械设备-自动化设备-其他自动化设备,17,688329,688329.SH
电子-半导体-数字芯片设计,17,688802,688802.SH
有色金属-工业金属-铝,17,600219,600219.SH
电子-消费电子-消费电子零部件及组装,33,002861,002861.SZ
环保-环境治理-综合环境治理,33,002717,002717.SZ
电力设备-电池-其他电池,17,601311,601311.SH
电力设备-电网设备-线缆部件及其他,17,603577,603577.SH
电子-半导体-模拟芯片设计,17,603160,603160.SH
环保-环境治理-固废治理,33,301265,301265.SZ
医药生物-化学制药-化学制剂,17,600513,600513.SH
电力设备-电池-锂电专用设备,33,300457,300457.SZ
基础化工-化学原料-氯碱,17,600618,600618.SH
电子-光学光电子-面板,33,301106,301106.SZ
汽车-汽车零部件-其他汽车零部件,33,300643,300643.SZ
基础化工-化学原料-其他化学原料,33,300082,300082.SZ
公用事业-电力-火电,17,600863,600863.SH
医药生物-医疗器械-医疗设备,33,301602,301602.SZ
电力设备-电池-电池化学品,33,300890,300890.SZ
电子-半导体-数字芯片设计,17,688252,688252.SH
医药生物-医疗器械-医疗耗材,33,301033,301033.SZ
食品饮料-食品加工制造-预加工食品,151,920826,920826.BJ
机械设备-专用设备-其他专用设备,33,301128,301128.SZ
医药生物-生物制品-其他生物制品,151,920344,920344.BJ
医药生物-医疗器械-医疗耗材,17,688236,688236.SH
医药生物-中药-中药Ⅲ,17,600566,600566.SH
医药生物-化学制药-化学制剂,33,000766,000766.SZ
电力设备-电池-锂电专用设备,17,688638,688638.SH
电子-光学光电子-光学元件,33,300701,300701.SZ
农林牧渔-养殖业-肉鸡养殖,33,300967,300967.SZ
食品饮料-食品加工制造-调味发酵品,17,600298,600298.SH
医药生物-生物制品-疫苗,33,300601,300601.SZ
基础化工-塑料制品-其他塑料制品,33,301196,301196.SZ
医药生物-医疗器械-医疗耗材,17,688366,688366.SH
非银金融-多元金融-多元金融Ⅲ,33,002961,002961.SZ
医药生物-医疗器械-体外诊断,151,920009,920009.BJ
基础化工-塑料制品-改性塑料,33,300644,300644.SZ
医药生物-医疗器械-体外诊断,33,300642,300642.SZ
医药生物-化学制药-原料药,33,300497,300497.SZ
食品饮料-食品加工制造-其他食品,17,603262,603262.SH
基础化工-化学制品-涂料油墨,33,301209,301209.SZ
基础化工-化学制品-其他化学制品,17,603181,603181.SH
食品饮料-食品加工制造-其他食品,151,920429,920429.BJ
建筑材料-建筑材料-其他建材,33,002718,002718.SZ
机械设备-通用设备-其他通用设备,33,301226,301226.SZ
汽车-汽车零部件-轮胎轮毂,17,603335,603335.SH
电力设备-电网设备-输变电设备,33,301386,301386.SZ
汽车-汽车零部件-轮胎轮毂,33,002085,002085.SZ
电子-半导体-模拟芯片设计,33,300661,300661.SZ
机械设备-专用设备-能源及重型设备,33,002353,002353.SZ
电子-光学光电子-光学元件,17,603297,603297.SH
基础化工-化学制品-其他化学制品,17,603004,603004.SH
机械设备-通用设备-仪器仪表,17,603100,603100.SH
轻工制造-包装印刷-包装,151,920392,920392.BJ
基础化工-化学制品-纺织化学用品,33,300107,300107.SZ
公用事业-燃气-燃气Ⅲ,33,000669,000669.SZ
医药生物-医疗器械-医疗设备,33,002223,002223.SZ
机械设备-通用设备-机床工具,17,688305,688305.SH
纺织服饰-纺织制造-辅料,33,002003,002003.SZ
电力设备-电池-锂电专用设备,151,920779,920779.BJ
机械设备-专用设备-印刷包装机械,33,301138,301138.SZ
建筑装饰-建筑装饰-专业工程,33,300048,300048.SZ
有色金属-金属新材料-其他金属新材料,17,605158,605158.SH
电力设备-风电设备-风电整机,17,688349,688349.SH
汽车-汽车零部件-其他汽车零部件,17,603197,603197.SH
电力设备-电网设备-线缆部件及其他,151,920018,920018.BJ
电子-消费电子-消费电子零部件及组装,17,603626,603626.SH
医药生物-中药-中药Ⅲ,17,600329,600329.SH
社会服务-其他社会服务-体育,33,002858,002858.SZ
电子-其他电子-其他电子Ⅲ,33,002729,002729.SZ
国防军工-军工电子-军工电子Ⅲ,17,688002,688002.SH
计算机-计算机设备-其他计算机设备,17,688288,688288.SH
农林牧渔-农产品加工-畜禽饲料,33,002100,002100.SZ
机械设备-自动化设备-机器人,33,300024,300024.SZ
环保-环境治理-大气治理,33,002549,002549.SZ
机械设备-自动化设备-机器人,33,301199,301199.SZ
机械设备-通用设备-制冷空调设备,17,603187,603187.SH
轻工制造-家居用品-文娱用品,33,301101,301101.SZ
机械设备-专用设备-农用机械,33,300879,300879.SZ
有色金属-能源金属-锂,33,002460,002460.SZ
食品饮料-食品加工制造-休闲食品,33,002557,002557.SZ
机械设备-通用设备-机床工具,17,688697,688697.SH
医药生物-医药商业-医药流通,33,000411,000411.SZ
食品饮料-白酒-白酒Ⅲ,33,000568,000568.SZ
机械设备-通用设备-其他通用设备,33,300984,300984.SZ
轻工制造-家居用品-文娱用品,33,002678,002678.SZ
基础化工-化学制品-其他化学制品,33,301373,301373.SZ
机械设备-通用设备-其他通用设备,33,300441,300441.SZ
机械设备-工程机械-工程机械Ⅲ,33,300201,300201.SZ
医药生物-医疗器械-医疗耗材,33,300595,300595.SZ
传媒-游戏-游戏Ⅲ,33,002555,002555.SZ
电子-消费电子-品牌消费电子,33,002045,002045.SZ
建筑装饰-建筑装饰-专业工程,17,601226,601226.SH
美容护理-美容护理-个护用品,17,603193,603193.SH
电力设备-电网设备-输变电设备,33,002350,002350.SZ
环保-环境治理-水务及水治理,17,600168,600168.SH
环保-环境治理-综合环境治理,33,301259,301259.SZ
电子-半导体-模拟芯片设计,33,300782,300782.SZ
计算机-IT服务-IT服务Ⅲ,33,000938,000938.SZ
非银金融-多元金融-多元金融Ⅲ,33,000935,000935.SZ
家用电器-小家电-小家电Ⅲ,33,002614,002614.SZ
医药生物-医疗服务-医疗研发外包,17,688202,688202.SH
电子-其他电子-其他电子Ⅲ,17,688093,688093.SH
建筑材料-建筑材料-管材,33,300198,300198.SZ
机械设备-通用设备-机床工具,17,601882,601882.SH
纺织服饰-纺织制造-其他纺织,33,300918,300918.SZ
电力设备-电网设备-电气自控设备,33,300880,300880.SZ
机械设备-自动化设备-工控设备,17,688188,688188.SH
美容护理-美容护理-医疗美容,17,688363,688363.SH
机械设备-专用设备-其他专用设备,33,300004,300004.SZ
非银金融-证券-证券Ⅲ,17,601995,601995.SH
汽车-汽车零部件-轮胎轮毂,17,601163,601163.SH
机械设备-专用设备-其他专用设备,33,300415,300415.SZ
电力设备-电网设备-电气自控设备,17,688330,688330.SH
基础化工-化学原料-无机盐,17,600367,600367.SH
纺织服饰-服装家纺-家纺,17,605003,605003.SH
有色金属-能源金属-钴,33,300618,300618.SZ
汽车-汽车零部件-轮胎轮毂,33,300695,300695.SZ
机械设备-通用设备-其他通用设备,17,603331,603331.SH
机械设备-通用设备-金属制品,33,002843,002843.SZ
电力设备-电池-锂电池,33,300207,300207.SZ
医药生物-化学制药-化学制剂,33,000908,000908.SZ
医药生物-生物制品-疫苗,17,688276,688276.SH
医药生物-化学制药-化学制剂,33,300436,300436.SZ
轻工制造-家居用品-其他家居用品,17,603091,603091.SH
环保-环境治理-固废治理,33,300854,300854.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,17,688551,688551.SH
环保-环境治理-水务及水治理,17,600769,600769.SH
建筑装饰-建筑装饰-基础建设,17,601868,601868.SH
计算机-IT服务-IT服务Ⅲ,33,300399,300399.SZ
电力设备-电池-锂电专用设备,17,603032,603032.SH
计算机-IT服务-IT服务Ⅲ,151,920184,920184.BJ
机械设备-轨交设备-轨交设备Ⅲ,17,603500,603500.SH
机械设备-专用设备-纺织服装设备,17,603337,603337.SH
电子-元件-被动元件,33,002199,002199.SZ
通信-通信设备-其他通信设备,17,688080,688080.SH
电子-消费电子-消费电子零部件及组装,33,300709,300709.SZ
汽车-汽车零部件-底盘与发动机系统,17,603161,603161.SH
轻工制造-家居用品-其他家居用品,22,603838,603838.SH
有色金属-能源金属-镍,151,920914,920914.BJ
电子-其他电子-其他电子Ⅲ,33,001287,001287.SZ
基础化工-化学制品-氟化工,17,605020,605020.SH
美容护理-美容护理-个护用品,33,001206,001206.SZ
电力设备-电池-电池化学品,17,688733,688733.SH
电子-元件-被动元件,33,300408,300408.SZ
轻工制造-家居用品-文娱用品,33,301335,301335.SZ
食品饮料-白酒-白酒Ⅲ,17,600519,600519.SH
家用电器-白色家电-家电零部件,33,001268,001268.SZ
医药生物-化学制药-化学制剂,33,002940,002940.SZ
机械设备-工程机械-工程机械Ⅲ,17,603338,603338.SH
环保-环保设备-环保设备Ⅲ,33,301030,301030.SZ
轻工制造-家居用品-其他家居用品,33,002571,002571.SZ
机械设备-自动化设备-其他自动化设备,33,301360,301360.SZ
轻工制造-家居用品-其他家居用品,17,603615,603615.SH
基础化工-化学制品-其他化学制品,151,920033,920033.BJ
机械设备-通用设备-机床工具,33,002559,002559.SZ
医药生物-医疗器械-体外诊断,17,688393,688393.SH
轻工制造-包装印刷-包装,17,601968,601968.SH
电子-光学光电子-光学元件,17,688127,688127.SH
商贸零售-零售-百货零售,17,600814,600814.SH
机械设备-自动化设备-机器人,33,002979,002979.SZ
电力设备-电池-其他电池,17,605378,605378.SH
电子-消费电子-消费电子零部件及组装,33,300679,300679.SZ
机械设备-通用设备-其他通用设备,33,001696,001696.SZ
交通运输-物流-物流Ⅲ,33,002800,002800.SZ
食品饮料-食品加工制造-休闲食品,33,002847,002847.SZ
计算机-计算机设备-安防设备,17,688475,688475.SH
计算机-软件开发-垂直应用软件,151,920932,920932.BJ
计算机-软件开发-垂直应用软件,33,300348,300348.SZ
机械设备-专用设备-其他专用设备,33,301468,301468.SZ
轻工制造-家居用品-其他家居用品,33,002094,002094.SZ
纺织服饰-服装家纺-饰品,33,301177,301177.SZ
机械设备-专用设备-其他专用设备,33,002529,002529.SZ
医药生物-生物制品-血液制品,33,000403,000403.SZ
电子-半导体-模拟芯片设计,17,688582,688582.SH
电子-光学光电子-光学元件,33,002222,002222.SZ
家用电器-黑色家电-彩电,17,600060,600060.SH
电力设备-电网设备-电气自控设备,33,300510,300510.SZ
交通运输-物流-物流Ⅲ,33,001317,001317.SZ
汽车-汽车零部件-汽车电子电气系统,17,605333,605333.SH
机械设备-专用设备-印刷包装机械,33,002611,002611.SZ
汽车-汽车零部件-底盘与发动机系统,33,301119,301119.SZ
计算机-计算机设备-安防设备,33,300790,300790.SZ
机械设备-自动化设备-工控设备,17,688320,688320.SH
汽车-汽车服务及其他-其他运输设备,33,301322,301322.SZ
电力设备-电池-锂电专用设备,33,300128,300128.SZ
电力设备-电池-电池化学品,17,603906,603906.SH
农林牧渔-养殖业-海洋捕捞,17,600097,600097.SH
医药生物-生物制品-其他生物制品,17,688136,688136.SH
公用事业-电力-电能综合服务,17,600101,600101.SH
电力设备-电网设备-电气自控设备,17,688616,688616.SH
汽车-汽车零部件-底盘与发动机系统,33,000338,000338.SZ
机械设备-自动化设备-其他自动化设备,17,688312,688312.SH
医药生物-医疗服务-医疗研发外包,33,301333,301333.SZ
医药生物-化学制药-化学制剂,33,000963,000963.SZ
电子-半导体-数字芯片设计,17,688018,688018.SH
机械设备-自动化设备-激光设备,22,688646,688646.SH
家用电器-厨卫电器-厨卫电器Ⅲ,17,605336,605336.SH
有色金属-工业金属-铝,17,601600,601600.SH
机械设备-通用设备-其他通用设备,17,603269,603269.SH
医药生物-化学制药-原料药,33,300452,300452.SZ
公用事业-电力-火电,17,600578,600578.SH
通信-通信服务-通信工程及服务,33,002316,002316.SZ
机械设备-通用设备-其他通用设备,33,301448,301448.SZ
医药生物-医疗器械-体外诊断,17,603392,603392.SH
电力设备-电机-电机Ⅲ,33,300660,300660.SZ
电子-消费电子-消费电子零部件及组装,17,603341,603341.SH
医药生物-医疗服务-医疗研发外包,33,002821,002821.SZ
食品饮料-白酒-白酒Ⅲ,17,603369,603369.SH
农林牧渔-农产品加工-畜禽饲料,33,000876,000876.SZ
计算机-计算机设备-安防设备,33,002236,002236.SZ
建筑装饰-建筑装饰-基础建设,33,301046,301046.SZ
汽车-汽车零部件-底盘与发动机系统,33,301007,301007.SZ
美容护理-美容护理-化妆品,33,301371,301371.SZ
电力设备-风电设备-风电零部件,33,301155,301155.SZ
机械设备-专用设备-其他专用设备,33,002816,002816.SZ
计算机-软件开发-垂直应用软件,33,300033,300033.SZ
电子-半导体-数字芯片设计,33,300458,300458.SZ
汽车-汽车零部件-车身附件及饰件,17,603997,603997.SH
电子-光学光电子-LED,33,300940,300940.SZ
电子-半导体-模拟芯片设计,17,688515,688515.SH
基础化工-化学制品-食品及饲料添加剂,33,301220,301220.SZ
建筑装饰-建筑装饰-基础建设,17,601186,601186.SH
医药生物-医疗器械-医疗设备,33,300760,300760.SZ
电力设备-电网设备-线缆部件及其他,17,603897,603897.SH
美容护理-美容护理-化妆品,17,603983,603983.SH
银行-银行-股份制银行,17,600015,600015.SH
电子-半导体-半导体材料,17,600206,600206.SH
汽车-汽车零部件-底盘与发动机系统,17,603758,603758.SH
电子-元件-印制电路板,33,301366,301366.SZ
机械设备-自动化设备-机器人,17,688165,688165.SH
轻工制造-家居用品-文娱用品,33,300329,300329.SZ
汽车-汽车零部件-汽车电子电气系统,33,300863,300863.SZ
轻工制造-包装印刷-包装,17,603607,603607.SH
医药生物-中药-中药Ⅲ,33,300181,300181.SZ
通信-通信设备-通信网络设备及器件,17,688618,688618.SH
社会服务-旅游及酒店-自然景点,33,000558,000558.SZ
基础化工-化学制品-纺织化学用品,17,603790,603790.SH
轻工制造-家居用品-文娱用品,33,001300,001300.SZ
非银金融-证券-证券Ⅲ,33,002736,002736.SZ
建筑装饰-建筑装饰-基础建设,17,600284,600284.SH
有色金属-工业金属-铝,17,600595,600595.SH
纺织服饰-纺织制造-其他纺织,33,001390,001390.SZ
医药生物-生物制品-疫苗,33,300841,300841.SZ
电力设备-电池-锂电池,151,920252,920252.BJ
建筑装饰-建筑装饰-专业工程,151,920019,920019.BJ
建筑装饰-建筑装饰-装饰园林,33,300536,300536.SZ
食品饮料-饮料制造-其他酒类,33,002568,002568.SZ
计算机-计算机设备-其他计算机设备,33,300479,300479.SZ
机械设备-专用设备-其他专用设备,33,300836,300836.SZ
电力设备-电网设备-电气自控设备,33,300286,300286.SZ
电子-光学光电子-光学元件,17,688010,688010.SH
商贸零售-零售-百货零售,33,002561,002561.SZ
电力设备-电池-电池化学品,33,301238,301238.SZ
电力设备-电池-锂电池,33,301327,301327.SZ
汽车-汽车零部件-底盘与发动机系统,17,603949,603949.SH
基础化工-化学制品-其他化学制品,33,300637,300637.SZ
汽车-汽车零部件-轮胎轮毂,33,002863,002863.SZ
医药生物-医疗器械-医疗耗材,33,301290,301290.SZ
电力设备-电网设备-输变电设备,33,300001,300001.SZ
汽车-汽车零部件-底盘与发动机系统,33,301397,301397.SZ
计算机-软件开发-垂直应用软件,17,603990,603990.SH
医药生物-医疗服务-医疗研发外包,17,603259,603259.SH
医药生物-医疗器械-医疗耗材,17,688617,688617.SH
电力设备-电网设备-输变电设备,33,301120,301120.SZ
机械设备-通用设备-其他通用设备,151,920662,920662.BJ
家用电器-白色家电-家电零部件,17,603150,603150.SH
交通运输-机场航运-机场,17,600009,600009.SH
电子-消费电子-消费电子零部件及组装,33,300812,300812.SZ
通信-通信设备-通信网络设备及器件,33,002281,002281.SZ
汽车-汽车零部件-汽车电子电气系统,33,300681,300681.SZ
电子-半导体-半导体材料,17,688535,688535.SH
机械设备-自动化设备-工控设备,17,603583,603583.SH
汽车-汽车零部件-车身附件及饰件,33,300978,300978.SZ
计算机-IT服务-IT服务Ⅲ,33,301248,301248.SZ
综合-综合-综合Ⅲ,17,600620,600620.SH
医药生物-化学制药-化学制剂,33,002900,002900.SZ
电力设备-电池-电池化学品,33,002340,002340.SZ
机械设备-通用设备-仪器仪表,17,688622,688622.SH
电子-光学光电子-LED,33,300708,300708.SZ
农林牧渔-农产品加工-果蔬加工,33,000972,000972.SZ
电子-元件-被动元件,17,600563,600563.SH
食品饮料-食品加工制造-调味发酵品,17,603288,603288.SH
机械设备-通用设备-其他通用设备,17,688360,688360.SH
机械设备-通用设备-仪器仪表,17,688112,688112.SH
汽车-汽车整车-商用载货车,17,600418,600418.SH
基础化工-橡胶制品-其他橡胶制品,33,300121,300121.SZ
汽车-汽车零部件-底盘与发动机系统,17,603701,603701.SH
医药生物-中药-中药Ⅲ,17,600436,600436.SH
医药生物-中药-中药Ⅲ,17,600085,600085.SH
汽车-汽车零部件-汽车电子电气系统,17,603376,603376.SH
基础化工-化学制品-氟化工,33,002915,002915.SZ
传媒-游戏-游戏Ⅲ,33,002624,002624.SZ
公用事业-电力-电能综合服务,17,600995,600995.SH
医药生物-医疗器械-医疗设备,17,688607,688607.SH
轻工制造-家居用品-瓷砖地板,33,000910,000910.SZ
房地产-房地产-住宅开发,17,600675,600675.SH
电子-其他电子-其他电子Ⅲ,33,300991,300991.SZ
电力设备-风电设备-风电零部件,17,603248,603248.SH
公用事业-电力-水电,17,600900,600900.SH
医药生物-医疗服务-医疗研发外包,33,300149,300149.SZ
医药生物-医疗服务-医疗研发外包,33,301509,301509.SZ
环保-环境治理-水务及水治理,33,301148,301148.SZ
基础化工-塑料制品-改性塑料,151,920089,920089.BJ
基础化工-塑料制品-合成树脂,33,001255,001255.SZ
银行-银行-股份制银行,17,600036,600036.SH
电力设备-电池-电池化学品,33,300919,300919.SZ
公用事业-电力-火电,17,600795,600795.SH
电子-消费电子-消费电子零部件及组装,33,002241,002241.SZ
银行-银行-股份制银行,17,600000,600000.SH
基础化工-塑料制品-改性塑料,33,300995,300995.SZ
汽车-汽车零部件-轮胎轮毂,33,300652,300652.SZ
机械设备-自动化设备-其他自动化设备,17,688310,688310.SH
医药生物-化学制药-化学制剂,33,002262,002262.SZ
医药生物-医药商业-医药流通,33,301584,301584.SZ
有色金属-金属新材料-其他金属新材料,151,920152,920152.BJ
医药生物-医疗器械-医疗设备,17,688301,688301.SH
家用电器-小家电-小家电Ⅲ,33,301187,301187.SZ
