所属同花顺行业,code,market_code,股票代码
电力设备-电池-电池化学品,002759,33,002759.SZ
有色金属-金属新材料-其他金属新材料,000633,33,000633.SZ
电子-消费电子-消费电子零部件及组装,300857,33,300857.SZ
家用电器-白色家电-家电零部件,002050,33,002050.SZ
机械设备-专用设备-能源及重型设备,001288,33,001288.SZ
国防军工-军工装备-航空装备,002023,33,002023.SZ
电子-光学光电子-面板,688181,17,688181.SH
计算机-IT服务-IT服务Ⅲ,300078,33,300078.SZ
机械设备-通用设备-机床工具,300083,33,300083.SZ
机械设备-通用设备-仪器仪表,920509,151,920509.BJ
电力设备-其他电源设备-其他电源设备Ⅲ,002255,33,002255.SZ
电力设备-电网设备-电气自控设备,002090,33,002090.SZ
基础化工-塑料制品-其他塑料制品,300539,33,300539.SZ
机械设备-通用设备-仪器仪表,688337,17,688337.SH
通信-通信设备-通信终端及配件,688027,17,688027.SH
基础化工-化学制品-其他化学制品,301100,33,301100.SZ
电力设备-光伏设备-光伏辅材,002623,33,002623.SZ
有色金属-工业金属-铜,603527,17,603527.SH
电子-半导体-半导体设备,688120,17,688120.SH
汽车-汽车零部件-轮胎轮毂,300652,33,300652.SZ
电子-电子化学品-电子化学品Ⅲ,300285,33,300285.SZ
汽车-汽车零部件-底盘与发动机系统,002434,33,002434.SZ
基础化工-化学原料-其他化学原料,600955,17,600955.SH
电子-光学光电子-LED,001326,33,001326.SZ
综合-综合-综合Ⅲ,600089,17,600089.SH
商贸零售-贸易-贸易Ⅲ,601061,17,601061.SH
电子-半导体-数字芯片设计,688018,17,688018.SH
电子-半导体-半导体设备,603061,17,603061.SH
计算机-计算机设备-安防设备,920976,151,920976.BJ
通信-通信服务-通信应用增值服务,300571,33,300571.SZ
电子-半导体-数字芯片设计,603893,17,603893.SH
建筑材料-建筑材料-水泥,600678,17,600678.SH
计算机-软件开发-垂直应用软件,688083,17,688083.SH
传媒-文化传媒-广告营销,002400,33,002400.SZ
电子-半导体-半导体材料,688584,17,688584.SH
有色金属-能源金属-锂,002192,33,002192.SZ
机械设备-自动化设备-其他自动化设备,688623,17,688623.SH
医药生物-医疗器械-医疗设备,688677,17,688677.SH
通信-通信设备-通信终端及配件,688100,17,688100.SH
机械设备-通用设备-金属制品,300885,33,300885.SZ
食品饮料-食品加工制造-调味发酵品,603755,17,603755.SH
基础化工-非金属材料-非金属材料Ⅲ,301071,33,301071.SZ
有色金属-工业金属-铝,300057,33,300057.SZ
电力设备-电池-锂电池,600110,17,600110.SH
有色金属-小金属-其他小金属,002978,33,002978.SZ
计算机-IT服务-IT服务Ⅲ,300496,33,300496.SZ
有色金属-工业金属-铝,002988,33,002988.SZ
电力设备-风电设备-风电零部件,603985,17,603985.SH
机械设备-自动化设备-工控设备,688698,17,688698.SH
汽车-汽车整车-商用载货车,000951,33,000951.SZ
电子-半导体-集成电路制造,300456,33,300456.SZ
有色金属-工业金属-铝,003038,33,003038.SZ
基础化工-塑料制品-合成树脂,301395,33,301395.SZ
传媒-文化传媒-广告营销,300058,33,300058.SZ
计算机-软件开发-垂直应用软件,002405,33,002405.SZ
电子-元件-印制电路板,301366,33,301366.SZ
建筑装饰-建筑装饰-工程咨询服务,000779,33,000779.SZ
基础化工-化学制品-有机硅,300041,33,300041.SZ
有色金属-小金属-其他小金属,300328,33,300328.SZ
医药生物-生物制品-其他生物制品,688180,17,688180.SH
建筑装饰-建筑装饰-工程咨询服务,301136,33,301136.SZ
计算机-IT服务-IT服务Ⅲ,688343,17,688343.SH
通信-通信设备-通信网络设备及器件,002796,33,002796.SZ
建筑材料-建筑材料-其他建材,002271,33,002271.SZ
传媒-文化传媒-广告营销,300071,33,300071.SZ
电力设备-电网设备-线缆部件及其他,002276,33,002276.SZ
基础化工-化学纤维-其他纤维,601113,17,601113.SH
公用事业-电力-新能源发电,002617,33,002617.SZ
汽车-汽车零部件-汽车电子电气系统,301221,33,301221.SZ
传媒-文化传媒-数字媒体,301313,33,301313.SZ
电子-消费电子-消费电子零部件及组装,301567,33,301567.SZ
机械设备-专用设备-能源及重型设备,300818,33,300818.SZ
建筑材料-建筑材料-其他建材,605318,17,605318.SH
建筑装饰-建筑装饰-专业工程,605598,17,605598.SH
医药生物-中药-中药Ⅲ,300878,33,300878.SZ
电子-光学光电子-LED,603679,17,603679.SH
机械设备-专用设备-其他专用设备,688113,17,688113.SH
有色金属-能源金属-锂,603399,17,603399.SH
汽车-汽车零部件-其他汽车零部件,002190,33,002190.SZ
汽车-汽车零部件-底盘与发动机系统,001282,33,001282.SZ
商贸零售-零售-商业物业经营,000056,33,000056.SZ
机械设备-工程机械-工程机械Ⅲ,002097,33,002097.SZ
社会服务-教育-教育Ⅲ,002607,33,002607.SZ
基础化工-化学纤维-涤纶,002998,33,002998.SZ
基础化工-化学制品-其他化学制品,688357,17,688357.SH
计算机-软件开发-垂直应用软件,688326,17,688326.SH
传媒-文化传媒-广告营销,002264,33,002264.SZ
机械设备-轨交设备-轨交设备Ⅲ,688187,17,688187.SH
汽车-汽车零部件-其他汽车零部件,600523,17,600523.SH
环保-环境治理-固废治理,603686,17,603686.SH
计算机-计算机设备-安防设备,300270,33,300270.SZ
电力设备-电池-锂电专用设备,300450,33,300450.SZ
轻工制造-包装印刷-包装,002969,33,002969.SZ
计算机-IT服务-IT服务Ⅲ,600845,17,600845.SH
机械设备-专用设备-其他专用设备,920026,151,920026.BJ
建筑装饰-建筑装饰-基础建设,002062,33,002062.SZ
机械设备-专用设备-能源及重型设备,601608,17,601608.SH
电子-半导体-集成电路封测,301348,33,301348.SZ
电子-电子化学品-电子化学品Ⅲ,688549,17,688549.SH
传媒-文化传媒-广告营销,603598,17,603598.SH
汽车-汽车零部件-其他汽车零部件,920247,151,920247.BJ
通信-通信设备-通信网络设备及器件,300698,33,300698.SZ
计算机-软件开发-垂直应用软件,300085,33,300085.SZ
电子-光学光电子-光学元件,301421,33,301421.SZ
有色金属-小金属-钨,000657,33,000657.SZ
电子-元件-印制电路板,300814,33,300814.SZ
电力设备-电机-电机Ⅲ,603728,17,603728.SH
电子-电子化学品-电子化学品Ⅲ,603115,17,603115.SH
基础化工-化学制品-其他化学制品,301283,33,301283.SZ
医药生物-医疗器械-医疗设备,688805,17,688805.SH
汽车-汽车零部件-底盘与发动机系统,301181,33,301181.SZ
环保-环保设备-环保设备Ⅲ,688376,17,688376.SH
机械设备-专用设备-能源及重型设备,001332,33,001332.SZ
机械设备-专用设备-其他专用设备,002337,33,002337.SZ
电子-电子化学品-电子化学品Ⅲ,600666,17,600666.SH
计算机-计算机设备-其他计算机设备,002912,33,002912.SZ
电子-光学光电子-面板,920001,151,920001.BJ
国防军工-军工电子-军工电子Ⅲ,688081,17,688081.SH
电子-半导体-半导体设备,688409,17,688409.SH
机械设备-专用设备-其他专用设备,920061,151,920061.BJ
计算机-软件开发-垂直应用软件,300226,33,300226.SZ
基础化工-农化制品-磷肥及磷化工,002895,33,002895.SZ
电子-半导体-模拟芯片设计,688653,17,688653.SH
计算机-软件开发-垂直应用软件,688109,17,688109.SH
汽车-汽车零部件-底盘与发动机系统,300733,33,300733.SZ
电力设备-电网设备-输变电设备,603829,17,603829.SH
电子-半导体-数字芯片设计,688099,17,688099.SH
电力设备-电网设备-输变电设备,002346,33,002346.SZ
计算机-计算机设备-其他计算机设备,603516,17,603516.SH
传媒-影视院线-影视院线Ⅲ,001330,33,001330.SZ
国防军工-军工电子-军工电子Ⅲ,002338,33,002338.SZ
电子-半导体-半导体材料,003026,33,003026.SZ
医药生物-化学制药-原料药,301246,33,301246.SZ
电子-半导体-数字芯片设计,300458,33,300458.SZ
轻工制造-包装印刷-包装,600076,17,600076.SH
机械设备-自动化设备-其他自动化设备,688816,17,688816.SH
机械设备-通用设备-仪器仪表,300007,33,300007.SZ
国防军工-军工装备-航空装备,600862,17,600862.SH
基础化工-化学制品-其他化学制品,002637,33,002637.SZ
计算机-软件开发-横向通用软件,688023,17,688023.SH
电力设备-其他电源设备-其他电源设备Ⅲ,300376,33,300376.SZ
机械设备-自动化设备-激光设备,688559,17,688559.SH
计算机-软件开发-垂直应用软件,300520,33,300520.SZ
食品饮料-饮料制造-软饮料,000523,33,000523.SZ
电力设备-电网设备-输变电设备,002298,33,002298.SZ
电子-半导体-模拟芯片设计,688130,17,688130.SH
机械设备-通用设备-仪器仪表,688622,17,688622.SH
机械设备-通用设备-仪器仪表,300553,33,300553.SZ
电力设备-电池-电池化学品,688778,17,688778.SH
机械设备-自动化设备-机器人,688290,17,688290.SH
电力设备-电机-电机Ⅲ,600580,17,600580.SH
有色金属-工业金属-铜,601609,17,601609.SH
机械设备-通用设备-仪器仪表,300354,33,300354.SZ
电子-电子化学品-电子化学品Ⅲ,688020,17,688020.SH
电子-半导体-数字芯片设计,002049,33,002049.SZ
电子-半导体-模拟芯片设计,603068,17,603068.SH
纺织服饰-服装家纺-鞋帽及其他,300952,33,300952.SZ
计算机-IT服务-IT服务Ⅲ,688039,17,688039.SH
机械设备-自动化设备-机器人,920593,151,920593.BJ
电子-元件-被动元件,920981,151,920981.BJ
机械设备-专用设备-能源及重型设备,002204,33,002204.SZ
传媒-影视院线-影视院线Ⅲ,601595,17,601595.SH
机械设备-自动化设备-其他自动化设备,301200,33,301200.SZ
国防军工-军工装备-航海装备,300589,33,300589.SZ
电子-半导体-集成电路封测,603005,17,603005.SH
机械设备-自动化设备-其他自动化设备,920396,151,920396.BJ
基础化工-农化制品-农药,000525,33,000525.SZ
农林牧渔-养殖业-动物保健,002141,33,002141.SZ
基础化工-农化制品-钾肥,000792,33,000792.SZ
交通运输-港口航运-航运,603162,17,603162.SH
电子-元件-印制电路板,301628,33,301628.SZ
机械设备-专用设备-其他专用设备,603895,17,603895.SH
电子-半导体-数字芯片设计,002213,33,002213.SZ
通信-通信设备-通信终端及配件,603118,17,603118.SH
电力设备-电池-锂电专用设备,920522,151,920522.BJ
基础化工-化学制品-有机硅,300019,33,300019.SZ
机械设备-专用设备-其他专用设备,301392,33,301392.SZ
医药生物-医疗服务-医院,002219,33,002219.SZ
有色金属-工业金属-铝,601388,17,601388.SH
汽车-汽车整车-商用载客车,600686,17,600686.SH
电子-消费电子-消费电子零部件及组装,300115,33,300115.SZ
计算机-IT服务-IT服务Ⅲ,300166,33,300166.SZ
计算机-软件开发-横向通用软件,300624,33,300624.SZ
电子-其他电子-其他电子Ⅲ,301099,33,301099.SZ
机械设备-通用设备-其他通用设备,002272,33,002272.SZ
公用事业-电力-火电,001896,33,001896.SZ
基础化工-化学纤维-其他纤维,920077,151,920077.BJ
电子-元件-印制电路板,920060,151,920060.BJ
电力设备-电池-锂电池,300953,33,300953.SZ
通信-通信设备-通信网络设备及器件,002396,33,002396.SZ
国防军工-军工装备-航空装备,300696,33,300696.SZ
计算机-软件开发-横向通用软件,300369,33,300369.SZ
基础化工-化学制品-其他化学制品,688133,17,688133.SH
医药生物-医疗服务-医疗研发外包,688222,17,688222.SH
医药生物-化学制药-化学制剂,688221,17,688221.SH
电力设备-光伏设备-光伏加工设备,688556,17,688556.SH
国防军工-军工装备-地面兵装,600435,17,600435.SH
医药生物-化学制药-化学制剂,300006,33,300006.SZ
基础化工-化学制品-涂料油墨,001335,33,001335.SZ
通信-通信设备-通信线缆及配套,000070,33,000070.SZ
农林牧渔-农产品加工-其他农产品加工,002286,33,002286.SZ
计算机-计算机设备-其他计算机设备,300462,33,300462.SZ
传媒-游戏-游戏Ⅲ,300002,33,300002.SZ
电子-光学光电子-面板,300939,33,300939.SZ
机械设备-通用设备-仪器仪表,688583,17,688583.SH
电力设备-电网设备-输变电设备,300932,33,300932.SZ
机械设备-专用设备-其他专用设备,688531,17,688531.SH
汽车-汽车零部件-其他汽车零部件,002510,33,002510.SZ
社会服务-教育-教育Ⅲ,300192,33,300192.SZ
基础化工-农化制品-农药,300796,33,300796.SZ
基础化工-化学制品-涂料油墨,300522,33,300522.SZ
非银金融-多元金融-多元金融Ⅲ,000532,33,000532.SZ
机械设备-通用设备-仪器仪表,300557,33,300557.SZ
电子-半导体-数字芯片设计,300613,33,300613.SZ
计算机-软件开发-横向通用软件,688651,17,688651.SH
机械设备-自动化设备-工控设备,300278,33,300278.SZ
机械设备-通用设备-金属制品,603308,17,603308.SH
基础化工-塑料制品-改性塑料,002324,33,002324.SZ
计算机-软件开发-垂直应用软件,688579,17,688579.SH
机械设备-专用设备-印刷包装机械,300521,33,300521.SZ
环保-环境治理-大气治理,603315,17,603315.SH
国防军工-军工装备-航海装备,300810,33,300810.SZ
传媒-文化传媒-广告营销,300805,33,300805.SZ
汽车-汽车零部件-底盘与发动机系统,002708,33,002708.SZ
社会服务-其他社会服务-专业服务,301289,33,301289.SZ
医药生物-化学制药-化学制剂,688759,17,688759.SH
计算机-软件开发-垂直应用软件,688615,17,688615.SH
电子-光学光电子-LED,300162,33,300162.SZ
商贸零售-互联网电商-互联网电商Ⅲ,002640,33,002640.SZ
汽车-汽车零部件-车身附件及饰件,001319,33,001319.SZ
医药生物-医疗服务-医疗研发外包,688293,17,688293.SH
电子-电子化学品-电子化学品Ⅲ,300054,33,300054.SZ
传媒-文化传媒-出版,301025,33,301025.SZ
有色金属-能源金属-钴,300618,33,300618.SZ
计算机-计算机设备-其他计算机设备,002268,33,002268.SZ
传媒-影视院线-影视院线Ⅲ,300027,33,300027.SZ
计算机-软件开发-垂直应用软件,688038,17,688038.SH
环保-环保设备-环保设备Ⅲ,688335,17,688335.SH
通信-通信设备-通信线缆及配套,300563,33,300563.SZ
基础化工-化学制品-其他化学制品,603916,17,603916.SH
汽车-汽车零部件-汽车电子电气系统,002664,33,002664.SZ
环保-环境治理-水务及水治理,603200,17,603200.SH
电子-光学光电子-面板,300076,33,300076.SZ
机械设备-通用设备-机床工具,000837,33,000837.SZ
家用电器-白色家电-家电零部件,301008,33,301008.SZ
机械设备-通用设备-仪器仪表,300349,33,300349.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,600875,17,600875.SH
机械设备-工程机械-工程机械Ⅲ,603638,17,603638.SH
机械设备-通用设备-金属制品,605100,17,605100.SH
电子-半导体-集成电路制造,688249,17,688249.SH
电子-消费电子-消费电子零部件及组装,605277,17,605277.SH
机械设备-通用设备-金属制品,002347,33,002347.SZ
有色金属-工业金属-铝,002824,33,002824.SZ
电力设备-电网设备-线缆部件及其他,600973,17,600973.SH
计算机-软件开发-垂直应用软件,301095,33,301095.SZ
电子-半导体-半导体材料,600206,17,600206.SH
电子-半导体-集成电路制造,688469,17,688469.SH
机械设备-专用设备-其他专用设备,603011,17,603011.SH
有色金属-工业金属-铝,605208,17,605208.SH
机械设备-专用设备-其他专用设备,301013,33,301013.SZ
基础化工-化学制品-其他化学制品,603010,17,603010.SH
石油石化-石油加工贸易-石油加工,002377,33,002377.SZ
通信-通信服务-通信应用增值服务,300921,33,300921.SZ
医药生物-医疗服务-医疗研发外包,688131,17,688131.SH
汽车-汽车零部件-底盘与发动机系统,301119,33,301119.SZ
有色金属-工业金属-铜,002171,33,002171.SZ
电子-元件-印制电路板,002579,33,002579.SZ
医药生物-医疗器械-医疗耗材,688613,17,688613.SH
传媒-文化传媒-数字媒体,603000,17,603000.SH
电力设备-电网设备-线缆部件及其他,300933,33,300933.SZ
机械设备-专用设备-其他专用设备,688328,17,688328.SH
有色金属-工业金属-铜,300697,33,300697.SZ
汽车-汽车零部件-其他汽车零部件,688737,17,688737.SH
有色金属-贵金属-贵金属Ⅲ,000975,33,000975.SZ
计算机-软件开发-横向通用软件,300352,33,300352.SZ
通信-通信服务-通信工程及服务,300603,33,300603.SZ
汽车-汽车零部件-底盘与发动机系统,600841,17,600841.SH
电子-半导体-数字芯片设计,300077,33,300077.SZ
电子-半导体-半导体设备,688652,17,688652.SH
传媒-文化传媒-出版,301052,33,301052.SZ
国防军工-军工装备-航空装备,002625,33,002625.SZ
医药生物-化学制药-化学制剂,688235,17,688235.SH
有色金属-能源金属-锂,000762,33,000762.SZ
传媒-文化传媒-广告营销,301102,33,301102.SZ
电力设备-风电设备-风电整机,002202,33,002202.SZ
计算机-IT服务-IT服务Ⅲ,300678,33,300678.SZ
机械设备-工程机械-工程机械Ⅲ,600984,17,600984.SH
计算机-软件开发-垂直应用软件,300830,33,300830.SZ
有色金属-小金属-其他小金属,301026,33,301026.SZ
公用事业-电力-火电,000899,33,000899.SZ
有色金属-金属新材料-其他金属新材料,600255,17,600255.SH
电子-元件-印制电路板,605258,17,605258.SH
基础化工-橡胶制品-其他橡胶制品,300731,33,300731.SZ
轻工制造-家居用品-其他家居用品,001216,33,001216.SZ
环保-环境治理-综合环境治理,300152,33,300152.SZ
计算机-计算机设备-其他计算机设备,002180,33,002180.SZ
国防军工-军工装备-航空装备,002651,33,002651.SZ
电子-消费电子-消费电子零部件及组装,300735,33,300735.SZ
有色金属-工业金属-铜,600362,17,600362.SH
电子-元件-印制电路板,300476,33,300476.SZ
电子-其他电子-其他电子Ⅲ,300975,33,300975.SZ
公用事业-电力-热力,600226,17,600226.SH
建筑装饰-建筑装饰-专业工程,300048,33,300048.SZ
电力设备-电网设备-电气自控设备,002169,33,002169.SZ
电子-半导体-数字芯片设计,688047,17,688047.SH
通信-通信设备-通信网络设备及器件,301165,33,301165.SZ
计算机-软件开发-垂直应用软件,002063,33,002063.SZ
国防军工-军工装备-地面兵装,002265,33,002265.SZ
机械设备-专用设备-能源及重型设备,002526,33,002526.SZ
机械设备-专用设备-楼宇设备,600835,17,600835.SH
医药生物-化学制药-化学制剂,300233,33,300233.SZ
电子-元件-印制电路板,603386,17,603386.SH
基础化工-农化制品-磷肥及磷化工,600096,17,600096.SH
电子-半导体-数字芯片设计,688620,17,688620.SH
基础化工-化学制品-纺织化学用品,603188,17,603188.SH
机械设备-自动化设备-工控设备,688320,17,688320.SH
电子-半导体-半导体材料,688783,17,688783.SH
国防军工-军工电子-军工电子Ⅲ,688439,17,688439.SH
基础化工-塑料制品-膜材料,000859,33,000859.SZ
电力设备-光伏设备-光伏辅材,688680,17,688680.SH
国防军工-军工装备-航天装备,300722,33,300722.SZ
基础化工-塑料制品-改性塑料,688219,17,688219.SH
机械设备-通用设备-金属制品,603028,17,603028.SH
计算机-IT服务-IT服务Ⅲ,688787,17,688787.SH
通信-通信设备-通信网络设备及器件,002897,33,002897.SZ
医药生物-医疗服务-其他医疗服务,300244,33,300244.SZ
机械设备-专用设备-能源及重型设备,002691,33,002691.SZ
基础化工-化学制品-纺织化学用品,605566,17,605566.SH
电子-半导体-半导体材料,688401,17,688401.SH
社会服务-其他社会服务-专业服务,301228,33,301228.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,300593,33,300593.SZ
电子-半导体-数字芯片设计,688795,17,688795.SH
美容护理-美容护理-个护用品,603059,17,603059.SH
电子-其他电子-其他电子Ⅲ,000670,33,000670.SZ
电子-光学光电子-光学元件,688502,17,688502.SH
电子-光学光电子-LED,300232,33,300232.SZ
国防军工-军工电子-军工电子Ⅲ,002414,33,002414.SZ
电子-光学光电子-面板,301321,33,301321.SZ
电子-半导体-分立器件,300046,33,300046.SZ
传媒-游戏-游戏Ⅲ,300467,33,300467.SZ
计算机-IT服务-IT服务Ⅲ,301218,33,301218.SZ
机械设备-专用设备-其他专用设备,300382,33,300382.SZ
有色金属-能源金属-锂,002460,33,002460.SZ
电力设备-光伏设备-光伏辅材,688033,17,688033.SH
电子-元件-印制电路板,002916,33,002916.SZ
机械设备-通用设备-金属制品,000039,33,000039.SZ
国防军工-军工装备-地面兵装,000519,33,000519.SZ
通信-通信设备-通信终端及配件,688159,17,688159.SH
电子-光学光电子-光学元件,002273,33,002273.SZ
汽车-汽车零部件-底盘与发动机系统,301007,33,301007.SZ
机械设备-专用设备-纺织服装设备,003036,33,003036.SZ
计算机-IT服务-IT服务Ⅲ,300634,33,300634.SZ
电子-光学光电子-光学元件,920438,151,920438.BJ
计算机-软件开发-垂直应用软件,300253,33,300253.SZ
有色金属-能源金属-锂,002466,33,002466.SZ
机械设备-通用设备-机床工具,002559,33,002559.SZ
电力设备-电池-锂电池,688772,17,688772.SH
基础化工-塑料制品-其他塑料制品,301196,33,301196.SZ
建筑装饰-建筑装饰-专业工程,300029,33,300029.SZ
国防军工-军工电子-军工电子Ⅲ,688084,17,688084.SH
电力设备-电网设备-输变电设备,300477,33,300477.SZ
电子-电子化学品-电子化学品Ⅲ,300398,33,300398.SZ
电子-光学光电子-面板,605588,17,605588.SH
通信-通信服务-通信应用增值服务,301380,33,301380.SZ
计算机-IT服务-IT服务Ⅲ,600850,17,600850.SH
通信-通信设备-其他通信设备,300213,33,300213.SZ
机械设备-专用设备-其他专用设备,300103,33,300103.SZ
电子-电子化学品-电子化学品Ⅲ,002741,33,002741.SZ
通信-通信设备-其他通信设备,688283,17,688283.SH
传媒-文化传媒-广告营销,301171,33,301171.SZ
电子-半导体-集成电路封测,688216,17,688216.SH
电子-光学光电子-LED,300296,33,300296.SZ
机械设备-专用设备-能源及重型设备,002523,33,002523.SZ
建筑装饰-建筑装饰-专业工程,000032,33,000032.SZ
电力设备-电网设备-输变电设备,300423,33,300423.SZ
电子-半导体-半导体设备,688200,17,688200.SH
电子-半导体-模拟芯片设计,688153,17,688153.SH
电力设备-其他电源设备-其他电源设备Ⅲ,301157,33,301157.SZ
有色金属-金属新材料-其他金属新材料,920751,151,920751.BJ
机械设备-自动化设备-激光设备,300227,33,300227.SZ
机械设备-专用设备-其他专用设备,920091,151,920091.BJ
电子-元件-印制电路板,300657,33,300657.SZ
有色金属-金属新材料-磁性材料,300835,33,300835.SZ
机械设备-自动化设备-其他自动化设备,300802,33,300802.SZ
汽车-汽车零部件-底盘与发动机系统,300507,33,300507.SZ
计算机-IT服务-IT服务Ⅲ,688228,17,688228.SH
有色金属-金属新材料-其他金属新材料,300963,33,300963.SZ
电子-消费电子-消费电子零部件及组装,688678,17,688678.SH
电子-半导体-集成电路封测,002077,33,002077.SZ
基础化工-农化制品-磷肥及磷化工,300505,33,300505.SZ
电子-消费电子-消费电子零部件及组装,301326,33,301326.SZ
基础化工-化学纤维-氨纶,002064,33,002064.SZ
汽车-汽车零部件-底盘与发动机系统,301192,33,301192.SZ
电子-电子化学品-电子化学品Ⅲ,688683,17,688683.SH
电力设备-风电设备-风电零部件,603092,17,603092.SH
电力设备-光伏设备-光伏加工设备,920368,151,920368.BJ
基础化工-化学纤维-氨纶,000949,33,000949.SZ
传媒-文化传媒-广告营销,300242,33,300242.SZ
基础化工-化学纤维-涤纶,002427,33,002427.SZ
商贸零售-零售-商业物业经营,000007,33,000007.SZ
计算机-IT服务-IT服务Ⅲ,300687,33,300687.SZ
电子-半导体-数字芯片设计,688702,17,688702.SH
机械设备-专用设备-楼宇设备,301056,33,301056.SZ
电子-半导体-分立器件,603290,17,603290.SH
电子-其他电子-其他电子Ⅲ,002922,33,002922.SZ
电子-半导体-半导体设备,301297,33,301297.SZ
机械设备-通用设备-磨具磨料,300179,33,300179.SZ
计算机-IT服务-IT服务Ⅲ,600734,17,600734.SH
电子-其他电子-其他电子Ⅲ,300475,33,300475.SZ
计算机-IT服务-IT服务Ⅲ,301316,33,301316.SZ
基础化工-化学制品-涂料油墨,300758,33,300758.SZ
计算机-IT服务-IT服务Ⅲ,300212,33,300212.SZ
基础化工-非金属材料-非金属材料Ⅲ,603612,17,603612.SH
电力设备-电网设备-输变电设备,002927,33,002927.SZ
电力设备-电网设备-输变电设备,300283,33,300283.SZ
建筑装饰-建筑装饰-工程咨询服务,301505,33,301505.SZ
传媒-文化传媒-数字媒体,300364,33,300364.SZ
电力设备-电网设备-线缆部件及其他,601096,17,601096.SH
建筑材料-建筑材料-玻璃玻纤,600176,17,600176.SH
电子-半导体-数字芯片设计,688449,17,688449.SH
电子-半导体-模拟芯片设计,688325,17,688325.SH
电力设备-电网设备-输变电设备,002358,33,002358.SZ
商贸零售-贸易-贸易Ⅲ,600058,17,600058.SH
汽车-汽车零部件-车身附件及饰件,300446,33,300446.SZ
家用电器-白色家电-家电零部件,603726,17,603726.SH
国防军工-军工电子-军工电子Ⅲ,002189,33,002189.SZ
基础化工-非金属材料-非金属材料Ⅲ,603688,17,603688.SH
机械设备-通用设备-制冷空调设备,000811,33,000811.SZ
计算机-IT服务-IT服务Ⅲ,688227,17,688227.SH
机械设备-自动化设备-其他自动化设备,688003,17,688003.SH
汽车-汽车零部件-轮胎轮毂,300428,33,300428.SZ
有色金属-金属新材料-磁性材料,688077,17,688077.SH
电力设备-电网设备-线缆部件及其他,600577,17,600577.SH
机械设备-通用设备-磨具磨料,300554,33,300554.SZ
计算机-IT服务-IT服务Ⅲ,002368,33,002368.SZ
机械设备-专用设备-能源及重型设备,601717,17,601717.SH
机械设备-通用设备-机床工具,300161,33,300161.SZ
电力设备-电网设备-输变电设备,600550,17,600550.SH
医药生物-化学制药-原料药,002099,33,002099.SZ
医药生物-医疗器械-医疗耗材,301580,33,301580.SZ
基础化工-化学纤维-粘胶,000420,33,000420.SZ
医药生物-医疗器械-医疗设备,688114,17,688114.SH
基础化工-化学制品-其他化学制品,688199,17,688199.SH
计算机-软件开发-垂直应用软件,300469,33,300469.SZ
基础化工-化学原料-氯碱,000510,33,000510.SZ
公用事业-电力-电能综合服务,600452,17,600452.SH
计算机-软件开发-横向通用软件,688058,17,688058.SH
有色金属-小金属-其他小金属,688750,17,688750.SH
传媒-文化传媒-出版,300654,33,300654.SZ
电力设备-电池-锂电专用设备,688573,17,688573.SH
基础化工-化学制品-其他化学制品,603334,17,603334.SH
电子-元件-被动元件,002484,33,002484.SZ
有色金属-工业金属-铅锌,002114,33,002114.SZ
电子-半导体-半导体材料,002409,33,002409.SZ
机械设备-通用设备-金属制品,688355,17,688355.SH
社会服务-其他社会服务-专业服务,301169,33,301169.SZ
电子-半导体-数字芯片设计,688049,17,688049.SH
电子-半导体-分立器件,605111,17,605111.SH
通信-通信设备-通信网络设备及器件,002296,33,002296.SZ
医药生物-医疗器械-医疗设备,688580,17,688580.SH
计算机-IT服务-IT服务Ⅲ,300020,33,300020.SZ
计算机-IT服务-IT服务Ⅲ,300250,33,300250.SZ
机械设备-通用设备-金属制品,000777,33,000777.SZ
机械设备-专用设备-其他专用设备,688383,17,688383.SH
轻工制造-家居用品-文娱用品,300329,33,300329.SZ
医药生物-化学制药-原料药,300267,33,300267.SZ
医药生物-化学制药-原料药,688690,17,688690.SH
有色金属-金属新材料-磁性材料,600366,17,600366.SH
电子-元件-印制电路板,002436,33,002436.SZ
机械设备-专用设备-纺织服装设备,600545,17,600545.SH
电子-半导体-数字芯片设计,688591,17,688591.SH
机械设备-工程机械-工程机械Ⅲ,605389,17,605389.SH
基础化工-非金属材料-非金属材料Ⅲ,688300,17,688300.SH
电子-元件-印制电路板,002938,33,002938.SZ
医药生物-化学制药-化学制剂,688321,17,688321.SH
电子-半导体-数字芯片设计,688589,17,688589.SH
医药生物-化学制药-化学制剂,000766,33,000766.SZ
电子-光学光电子-面板,301045,33,301045.SZ
电子-其他电子-其他电子Ⅲ,300184,33,300184.SZ
电子-元件-印制电路板,002463,33,002463.SZ
基础化工-塑料制品-改性塑料,300644,33,300644.SZ
房地产-房地产-住宅开发,600736,17,600736.SH
有色金属-金属新材料-磁性材料,688786,17,688786.SH
基础化工-化学纤维-涤纶,601233,17,601233.SH
机械设备-通用设备-机床工具,000410,33,000410.SZ
基础化工-化学制品-纺织化学用品,603980,17,603980.SH
汽车-汽车零部件-底盘与发动机系统,300547,33,300547.SZ
机械设备-自动化设备-工控设备,301510,33,301510.SZ
电子-半导体-数字芯片设计,603986,17,603986.SH
电子-半导体-模拟芯片设计,688515,17,688515.SH
机械设备-通用设备-仪器仪表,688112,17,688112.SH
轻工制造-家居用品-其他家居用品,301193,33,301193.SZ
