所属同花顺行业,股票代码,code,market_code
农林牧渔-养殖业-生猪养殖,300498.SZ,300498,33
计算机-计算机设备-其他计算机设备,301339.SZ,301339,33
家用电器-小家电-小家电Ⅲ,002032.SZ,002032,33
非银金融-保险-保险Ⅲ,601336.SH,601336,17
医药生物-医疗器械-体外诊断,688767.SH,688767,17
公用事业-电力-新能源发电,603105.SH,603105,17
电力设备-风电设备-风电零部件,300569.SZ,300569,33
轻工制造-包装印刷-印刷,002599.SZ,002599,33
医药生物-医疗服务-医疗研发外包,688796.SH,688796,17
基础化工-农化制品-磷肥及磷化工,600470.SH,600470,17
公用事业-电力-火电,000966.SZ,000966,33
国防军工-军工装备-航海装备,600150.SH,600150,17
环保-环境治理-固废治理,300140.SZ,300140,33
家用电器-小家电-小家电Ⅲ,603355.SH,603355,17
农林牧渔-种植业与林业-其他种植业,600108.SH,600108,17
有色金属-小金属-钼,601958.SH,601958,17
国防军工-军工装备-航空装备,000768.SZ,000768,33
公用事业-电力-新能源发电,601985.SH,601985,17
交通运输-港口航运-港口,001872.SZ,001872,33
计算机-IT服务-IT服务Ⅲ,300339.SZ,300339,33
社会服务-旅游及酒店-酒店,600754.SH,600754,17
医药生物-化学制药-原料药,002001.SZ,002001,33
基础化工-化学纤维-涤纶,000703.SZ,000703,33
电力设备-电池-电池化学品,688779.SH,688779,17
交通运输-公路铁路运输-高速公路,001965.SZ,001965,33
交通运输-公路铁路运输-高速公路,600377.SH,600377,17
商贸零售-贸易-贸易Ⅲ,002091.SZ,002091,33
计算机-IT服务-IT服务Ⅲ,002065.SZ,002065,33
食品饮料-食品加工制造-休闲食品,002557.SZ,002557,33
基础化工-农化制品-农药,603599.SH,603599,17
电力设备-电网设备-线缆部件及其他,601700.SH,601700,17
建筑装饰-建筑装饰-专业工程,600970.SH,600970,17
医药生物-化学制药-化学制剂,603367.SH,603367,17
基础化工-农化制品-复合肥,603395.SH,603395,17
建筑装饰-建筑装饰-专业工程,601117.SH,601117,17
公用事业-电力-火电,600098.SH,600098,17
计算机-软件开发-横向通用软件,688095.SH,688095,17
社会服务-其他社会服务-专业服务,920753.BJ,920753,151
计算机-IT服务-IT服务Ⅲ,301396.SZ,301396,33
交通运输-公路铁路运输-高速公路,600548.SH,600548,17
基础化工-农化制品-氮肥,600691.SH,600691,17
公用事业-燃气-燃气Ⅲ,603318.SH,603318,17
食品饮料-白酒-白酒Ⅲ,600779.SH,600779,17
煤炭-煤炭开采加工-煤炭开采,600997.SH,600997,17
家用电器-小家电-小家电Ⅲ,920199.BJ,920199,151
有色金属-工业金属-铝,601388.SH,601388,17
家用电器-小家电-小家电Ⅲ,688169.SH,688169,17
公用事业-电力-新能源发电,600930.SH,600930,17
公用事业-电力-水电,600025.SH,600025,17
计算机-软件开发-横向通用软件,002439.SZ,002439,33
交通运输-港口航运-航运,601975.SH,601975,17
银行-银行-股份制银行,600000.SH,600000,17
医药生物-医疗服务-医疗研发外包,300363.SZ,300363,33
计算机-IT服务-IT服务Ⅲ,002380.SZ,002380,33
房地产-房地产-住宅开发,600094.SH,600094,17
电力设备-电网设备-输变电设备,002028.SZ,002028,33
传媒-游戏-游戏Ⅲ,002517.SZ,002517,33
医药生物-医疗服务-医疗研发外包,688073.SH,688073,17
医药生物-化学制药-化学制剂,300204.SZ,300204,33
非银金融-证券-证券Ⅲ,601688.SH,601688,17
电力设备-电网设备-输变电设备,002270.SZ,002270,33
房地产-房地产-房地产服务,000011.SZ,000011,33
环保-环境治理-固废治理,601330.SH,601330,17
计算机-软件开发-垂直应用软件,300348.SZ,300348,33
煤炭-煤炭开采加工-煤炭开采,600971.SH,600971,17
医药生物-化学制药-化学制剂,688321.SH,688321,17
银行-银行-股份制银行,601998.SH,601998,17
传媒-文化传媒-广告营销,002027.SZ,002027,33
传媒-文化传媒-数字媒体,603466.SH,603466,17
计算机-IT服务-IT服务Ⅲ,300287.SZ,300287,33
通信-通信设备-通信网络设备及器件,300710.SZ,300710,33
机械设备-通用设备-金属制品,601002.SH,601002,17
计算机-IT服务-IT服务Ⅲ,920953.BJ,920953,151
电子-半导体-数字芯片设计,688593.SH,688593,17
交通运输-公路铁路运输-铁路运输,601006.SH,601006,17
电子-半导体-数字芯片设计,603893.SH,603893,17
计算机-软件开发-垂直应用软件,300253.SZ,300253,33
电力设备-电池-电池化学品,688005.SH,688005,17
计算机-软件开发-横向通用软件,688030.SH,688030,17
传媒-游戏-游戏Ⅲ,002558.SZ,002558,33
通信-通信服务-通信工程及服务,301139.SZ,301139,33
电子-半导体-集成电路制造,688981.SH,688981,17
食品饮料-白酒-白酒Ⅲ,002304.SZ,002304,33
机械设备-工程机械-工程机械Ⅲ,688425.SH,688425,17
食品饮料-饮料制造-啤酒,600600.SH,600600,17
医药生物-医疗器械-医疗耗材,300529.SZ,300529,33
基础化工-化学制品-食品及饲料添加剂,600873.SH,600873,17
银行-银行-国有大型银行,601328.SH,601328,17
食品饮料-食品加工制造-肉制品,000895.SZ,000895,33
建筑材料-建筑材料-其他建材,000786.SZ,000786,33
医药生物-医疗器械-体外诊断,600645.SH,600645,17
石油石化-石油加工贸易-石油加工,002493.SZ,002493,33
非银金融-证券-证券Ⅲ,002797.SZ,002797,33
煤炭-煤炭开采加工-煤炭开采,000937.SZ,000937,33
综合-综合-综合Ⅲ,600089.SH,600089,17
计算机-软件开发-垂直应用软件,600570.SH,600570,17
煤炭-煤炭开采加工-煤炭开采,601225.SH,601225,17
钢铁-钢铁-普钢,600808.SH,600808,17
医药生物-医疗服务-医院,300015.SZ,300015,33
建筑装饰-建筑装饰-工程咨询服务,600720.SH,600720,17
机械设备-工程机械-工程机械Ⅲ,603338.SH,603338,17
医药生物-生物制品-其他生物制品,600211.SH,600211,17
医药生物-生物制品-其他生物制品,600867.SH,600867,17
轻工制造-造纸-造纸Ⅲ,603284.SH,603284,17
电子-半导体-数字芯片设计,688213.SH,688213,17
医药生物-化学制药-化学制剂,002550.SZ,002550,33
商贸零售-互联网电商-互联网电商Ⅲ,002315.SZ,002315,33
机械设备-工程机械-工程机械Ⅲ,000528.SZ,000528,33
基础化工-塑料制品-其他塑料制品,300180.SZ,300180,33
建筑材料-建筑材料-耐火材料,002066.SZ,002066,33
非银金融-证券-证券Ⅲ,000166.SZ,000166,33
纺织服饰-服装家纺-饰品,600916.SH,600916,17
交通运输-物流-物流Ⅲ,001391.SZ,001391,33
农林牧渔-农产品加工-其他农产品加工,300138.SZ,300138,33
基础化工-化学原料-氯碱,600075.SH,600075,17
建筑装饰-建筑装饰-基础建设,601800.SH,601800,17
非银金融-证券-证券Ⅲ,601136.SH,601136,17
交通运输-港口航运-港口,601880.SH,601880,17
基础化工-化学纤维-涤纶,603225.SH,603225,17
石油石化-石油加工贸易-石油加工,600346.SH,600346,17
基础化工-化学制品-聚氨酯,600309.SH,600309,17
纺织服饰-服装家纺-家纺,002293.SZ,002293,33
有色金属-贵金属-贵金属Ⅲ,600547.SH,600547,17
食品饮料-食品加工制造-调味发酵品,603288.SH,603288,17
汽车-汽车整车-乘用车,601238.SH,601238,17
公用事业-电力-火电,600642.SH,600642,17
机械设备-专用设备-能源及重型设备,600320.SH,600320,17
医药生物-中药-中药Ⅲ,000623.SZ,000623,33
计算机-IT服务-IT服务Ⅲ,301638.SZ,301638,33
银行-银行-国有大型银行,601939.SH,601939,17
基础化工-化学制品-其他化学制品,600273.SH,600273,17
纺织服饰-服装家纺-服装,002563.SZ,002563,33
钢铁-钢铁-普钢,000778.SZ,000778,33
通信-通信服务-通信工程及服务,603220.SH,603220,17
汽车-汽车零部件-底盘与发动机系统,300733.SZ,300733,33
公用事业-电力-火电,600795.SH,600795,17
计算机-计算机设备-安防设备,603508.SH,603508,17
交通运输-港口航运-航运,601872.SH,601872,17
机械设备-通用设备-其他通用设备,603279.SH,603279,17
房地产-房地产-房地产服务,001914.SZ,001914,33
计算机-IT服务-IT服务Ⅲ,002642.SZ,002642,33
交通运输-物流-物流Ⅲ,002352.SZ,002352,33
计算机-软件开发-垂直应用软件,300047.SZ,300047,33
国防军工-军工装备-航空装备,600316.SH,600316,17
医药生物-医疗器械-医疗设备,301367.SZ,301367,33
通信-通信服务-通信工程及服务,300560.SZ,300560,33
计算机-软件开发-垂直应用软件,601519.SH,601519,17
商贸零售-零售-百货零售,300972.SZ,300972,33
交通运输-港口航运-航运,601919.SH,601919,17
计算机-软件开发-垂直应用软件,002405.SZ,002405,33
基础化工-农化制品-农药,301035.SZ,301035,33
汽车-汽车整车-商用载货车,000550.SZ,000550,33
基础化工-非金属材料-非金属材料Ⅲ,000833.SZ,000833,33
医药生物-化学制药-化学制剂,688091.SH,688091,17
轻工制造-家居用品-其他家居用品,603195.SH,603195,17
建筑装饰-建筑装饰-房屋建设,601668.SH,601668,17
美容护理-美容护理-个护用品,603193.SH,603193,17
计算机-IT服务-IT服务Ⅲ,002373.SZ,002373,33
机械设备-工程机械-工程机械Ⅲ,000157.SZ,000157,33
石油石化-石油加工贸易-石油加工,002221.SZ,002221,33
医药生物-化学制药-化学制剂,300436.SZ,300436,33
环保-环境治理-水务及水治理,600461.SH,600461,17
食品饮料-白酒-白酒Ⅲ,600702.SH,600702,17
公用事业-电力-火电,600157.SH,600157,17
计算机-计算机设备-其他计算机设备,002180.SZ,002180,33
交通运输-港口航运-航运,002320.SZ,002320,33
医药生物-化学制药-化学制剂,600521.SH,600521,17
国防军工-军工装备-航空装备,000738.SZ,000738,33
电子-光学光电子-面板,688538.SH,688538,17
机械设备-通用设备-金属制品,603699.SH,603699,17
食品饮料-饮料制造-啤酒,600132.SH,600132,17
电力设备-电网设备-电气自控设备,300360.SZ,300360,33
社会服务-旅游及酒店-酒店,600258.SH,600258,17
公用事业-燃气-燃气Ⅲ,601139.SH,601139,17
医药生物-化学制药-原料药,300702.SZ,300702,33
通信-通信服务-电信运营商,600941.SH,600941,17
传媒-文化传媒-出版,601949.SH,601949,17
电力设备-电网设备-输变电设备,600468.SH,600468,17
非银金融-证券-证券Ⅲ,601236.SH,601236,17
农林牧渔-农产品加工-其他农产品加工,600191.SH,600191,17
医药生物-化学制药-化学制剂,600196.SH,600196,17
医药生物-生物制品-血液制品,600161.SH,600161,17
电力设备-光伏设备-光伏辅材,601865.SH,601865,17
医药生物-生物制品-血液制品,002252.SZ,002252,33
农林牧渔-种植业与林业-粮食种植,600598.SH,600598,17
通信-通信服务-通信应用增值服务,300738.SZ,300738,33
基础化工-化学原料-煤化工,000990.SZ,000990,33
商贸零售-零售-商业物业经营,600415.SH,600415,17
建筑装饰-建筑装饰-基础建设,601669.SH,601669,17
钢铁-钢铁-特钢,600507.SH,600507,17
基础化工-化学制品-民爆用品,002096.SZ,002096,33
国防军工-军工装备-航空装备,002625.SZ,002625,33
国防军工-军工装备-航空装备,600893.SH,600893,17
轻工制造-家居用品-其他家居用品,301004.SZ,301004,33
机械设备-专用设备-能源及重型设备,600582.SH,600582,17
传媒-文化传媒-数字媒体,300413.SZ,300413,33
医药生物-中药-中药Ⅲ,600329.SH,600329,17
通信-通信设备-通信网络设备及器件,300308.SZ,300308,33
基础化工-农化制品-复合肥,002170.SZ,002170,33
基础化工-化学原料-纯碱,600409.SH,600409,17
医药生物-生物制品-其他生物制品,301047.SZ,301047,33
基础化工-化学制品-其他化学制品,300072.SZ,300072,33
银行-银行-股份制银行,601916.SH,601916,17
交通运输-公路铁路运输-铁路运输,601816.SH,601816,17
轻工制造-家居用品-成品家居,603816.SH,603816,17
电力设备-风电设备-风电零部件,300443.SZ,300443,33
医药生物-医疗服务-医疗研发外包,301257.SZ,301257,33
食品饮料-白酒-白酒Ⅲ,600559.SH,600559,17
计算机-软件开发-横向通用软件,002279.SZ,002279,33
公用事业-电力-水电,600674.SH,600674,17
汽车-汽车整车-商用载客车,000957.SZ,000957,33
医药生物-化学制药-化学制剂,002793.SZ,002793,33
有色金属-贵金属-贵金属Ⅲ,600489.SH,600489,17
非银金融-多元金融-多元金融Ⅲ,600120.SH,600120,17
非银金融-证券-证券Ⅲ,600030.SH,600030,17
石油石化-油气开采及服务-油气开采,600777.SH,600777,17
医药生物-化学制药-原料药,301211.SZ,301211,33
非银金融-多元金融-多元金融Ⅲ,002423.SZ,002423,33
农林牧渔-养殖业-生猪养殖,605296.SH,605296,17
计算机-计算机设备-安防设备,605118.SH,605118,17
医药生物-医疗服务-医疗研发外包,301333.SZ,301333,33
计算机-IT服务-IT服务Ⅲ,301085.SZ,301085,33
钢铁-钢铁-普钢,000709.SZ,000709,33
计算机-软件开发-垂直应用软件,688246.SH,688246,17
国防军工-军工电子-军工电子Ⅲ,688552.SH,688552,17
公用事业-电力-新能源发电,001248.SZ,001248,33
基础化工-农化制品-磷肥及磷化工,600096.SH,600096,17
环保-环境治理-水务及水治理,000598.SZ,000598,33
公用事业-电力-新能源发电,601908.SH,601908,17
非银金融-证券-证券Ⅲ,300059.SZ,300059,33
基础化工-化学原料-钛白粉,002601.SZ,002601,33
计算机-软件开发-垂直应用软件,300468.SZ,300468,33
家用电器-白色家电-冰洗,600690.SH,600690,17
计算机-软件开发-垂直应用软件,603927.SH,603927,17
电力设备-其他电源设备-其他电源设备Ⅲ,600482.SH,600482,17
有色金属-贵金属-贵金属Ⅲ,000975.SZ,000975,33
社会服务-旅游及酒店-旅游综合,000069.SZ,000069,33
医药生物-医疗器械-体外诊断,603392.SH,603392,17
钢铁-钢铁-普钢,000959.SZ,000959,33
汽车-汽车整车-乘用车,601127.SH,601127,17
医药生物-医疗器械-体外诊断,688289.SH,688289,17
机械设备-工程机械-工程机械Ⅲ,603298.SH,603298,17
计算机-IT服务-IT服务Ⅲ,301236.SZ,301236,33
银行-银行-城商行,002142.SZ,002142,33
综合-综合-综合Ⅲ,600682.SH,600682,17
计算机-软件开发-垂直应用软件,603383.SH,603383,17
汽车-汽车整车-乘用车,000625.SZ,000625,33
医药生物-生物制品-疫苗,300601.SZ,300601,33
计算机-软件开发-横向通用软件,300624.SZ,300624,33
计算机-IT服务-IT服务Ⅲ,603322.SH,603322,17
通信-通信服务-通信应用增值服务,300846.SZ,300846,33
医药生物-化学制药-化学制剂,688192.SH,688192,17
公用事业-电力-电能综合服务,000883.SZ,000883,33
商贸零售-零售-商业物业经营,002177.SZ,002177,33
食品饮料-食品加工制造-预加工食品,603345.SH,603345,17
医药生物-化学制药-化学制剂,002755.SZ,002755,33
建筑材料-建筑材料-水泥,002233.SZ,002233,33
银行-银行-股份制银行,600036.SH,600036,17
公用事业-电力-热力,600475.SH,600475,17
计算机-计算机设备-其他计算机设备,600100.SH,600100,17
传媒-文化传媒-出版,601928.SH,601928,17
石油石化-石油加工贸易-石油加工,002408.SZ,002408,33
医药生物-医疗器械-体外诊断,300685.SZ,300685,33
计算机-软件开发-垂直应用软件,002153.SZ,002153,33
家用电器-白色家电-冰洗,002668.SZ,002668,33
医药生物-生物制品-其他生物制品,002773.SZ,002773,33
电力设备-风电设备-风电零部件,603218.SH,603218,17
医药生物-医疗器械-医疗设备,300171.SZ,300171,33
计算机-计算机设备-其他计算机设备,688208.SH,688208,17
机械设备-专用设备-能源及重型设备,601717.SH,601717,17
机械设备-通用设备-其他通用设备,000570.SZ,000570,33
环保-环境治理-固废治理,600217.SH,600217,17
建筑装饰-建筑装饰-专业工程,601618.SH,601618,17
机械设备-专用设备-其他专用设备,002595.SZ,002595,33
交通运输-港口航运-航运,603565.SH,603565,17
传媒-文化传媒-出版,601801.SH,601801,17
计算机-软件开发-垂直应用软件,688318.SH,688318,17
银行-银行-城商行,002936.SZ,002936,33
非银金融-多元金融-多元金融Ⅲ,600390.SH,600390,17
基础化工-农化制品-复合肥,000902.SZ,000902,33
医药生物-医药商业-药店,301408.SZ,301408,33
医药生物-医疗服务-医院,301293.SZ,301293,33
石油石化-石油加工贸易-石油加工,000059.SZ,000059,33
机械设备-专用设备-农用机械,920608.BJ,920608,151
计算机-IT服务-IT服务Ⅲ,300399.SZ,300399,33
建筑装饰-建筑装饰-基础建设,601390.SH,601390,17
钢铁-钢铁-普钢,600019.SH,600019,17
